,cluster 4ER+ log adjusted q-value,cluster 9 log adjusted q-value,cluster 7 log adjusted q-value,cluster 3 log adjusted q-value,cluster 8 log adjusted q-value,cluster 10 log adjusted q-value,cluster 1 log adjusted q-value,cluster 2 log adjusted q-value,cluster 5 log adjusted q-value,cluster 4ER- log adjusted q-value,cluster 6 log adjusted q-value
Negative regulation of FGFR4 signaling,1.470030446384368,1.4429429153929945,1.167169389095486,1.114489102972947,0.05504204576044744,0.02326990265976139,1.7621156671753266,0.07260973089054908,0.10416030967334411,0.045061082819370976,0.0205705867406578
p53-Dependent G1 DNA Damage Response,0.004268356495932693,0.06875189185267176,0.8831413409161939,0.1911528510210085,0.4423481648649321,1.047817436358569,1.7621156671753266,0.42045726497195907,0.030516063692681818,0.14379451807260532,0.0205705867406578
p53-Dependent G1/S DNA damage checkpoint,0.004268356495932693,0.06875189185267176,0.8831413409161939,0.1911528510210085,0.4423481648649321,1.047817436358569,1.7621156671753266,0.42045726497195907,0.030516063692681818,0.14379451807260532,0.0205705867406578
Inactivation of APC/C via direct inhibition of the APC/C complex,0.010837506454150062,0.06509445657135693,0.11243996212702502,0.08731182029589171,0.08923309996018136,0.07141166086812435,1.7620688980168908,0.0020589463146923606,0.02752021821728584,0.07779481245489182,0.00448481198252406
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components,0.010837506454150062,0.06509445657135693,0.11243996212702502,0.08731182029589171,0.08923309996018136,0.07141166086812435,1.7620688980168908,0.0020589463146923606,0.02752021821728584,0.07779481245489182,0.00448481198252406
Dermatan sulfate biosynthesis,1.1265139822280796,0.4113313848706087,0.1750228612327289,0.8829048153634813,0.06614436731235346,0.14716136036015873,1.7576288052561022,0.07628415440932076,0.08898840205179973,0.01506062963097322,0.0205705867406578
Lysosphingolipid and LPA receptors,4.576125706977673,0.6275113441982112,0.504210451563407,0.20334822623997395,0.4450529442875135,0.17782849760542868,1.7499279730752533,0.026504306170462462,0.02835783206174029,2.1062577027461464,0.0205705867406578
Nuclear Pore Complex (NPC) Disassembly,3.2817387076232065,0.2688496929625045,1.9569017936061877,1.9526669313256386,0.05727086279637806,4.430630238810977,1.7498066893572783,0.13005190866453448,0.1315847414902842,0.03857356363246022,0.007124279107210465
Role of second messengers in netrin-1 signaling,0.08163132685916479,0.0005641815210297501,0.32040172921542015,0.06438748879739668,0.03846190108681569,0.1786280247341611,1.7498066893572783,0.07379946181894666,0.07145043232411352,0.03770573506686501,0.0033960572872650217
MET activates PTK2 signaling,0.3105484801543684,0.42648756565191887,0.007161597853098866,1.1475693881175382,0.06721771756542588,0.05796767929353465,1.7398779174006795,0.035931637038673955,0.06316136657915657,0.11994005632715563,0.0205705867406578
Formation of the cornified envelope,0.16691059244731676,0.028765764094068193,0.7930040126211577,0.23600519191390815,0.20528482938404213,3.7576467201056576,1.7398779174006795,0.3360360915705845,0.07187623780387534,0.2967824902253387,0.0205705867406578
Dectin-2 family,1.181912778953946,0.00852187875450244,0.7954569483279141,0.01020391466617887,1.1761659600501668,0.36798909163126237,1.7360449741272288,0.4003143042053845,0.16870565813535737,1.680007489997071,0.02016188346434391
Adenylate cyclase activating pathway,2.0260169169553275,0.561736256465554,0.010851418449350546,0.3083074517674527,0.08923309996018136,0.05796767929353465,1.7355640405073052,0.05868925762185237,0.28327550130899193,0.35560774779670734,0.0205705867406578
Regulation of mRNA stability by proteins that bind AU-rich elements,0.14248687964489254,0.2509190510754658,0.8635696626137993,0.006392009918641058,0.3259260552148757,0.4239072570561971,1.7355640405073052,0.3168806967462127,0.00047053717793817194,0.2974923096141595,0.0205705867406578
Transport of the SLBP Dependant Mature mRNA,2.556658392468586,0.21210917706269808,1.8645947691424414,1.8638031901341279,0.05543676833616675,4.291490658216049,1.7287528501049407,0.3542115809162533,0.03475775875415089,0.009979053554508226,0.00878080713513573
Pre-NOTCH Processing in Golgi,1.3407277913779414,0.372533203482453,0.09167316141010358,0.08356539699461077,0.035242765060870374,0.23080803391931784,1.724646234009066,0.29084678300782646,0.03175321393845147,0.6115329562090134,0.0205705867406578
CDC6 association with the ORC:origin complex,3.1908058763520577,0.5284161304404377,0.45167658142204486,4.872699397429335,0.39793235146327427,3.5553676179392735,1.7225547386816822,0.14683177986210744,2.204625714631053,0.11115124099077353,0.004256448479203082
NTF4 activates NTRK2 (TRKB) signaling,1.9737238753041408,0.5284161304404377,0.2316392982011524,0.03781889766734621,0.0781620811304274,0.28804569730031565,1.7225547386816822,0.09401606795409023,0.7414402896583098,0.11115124099077353,0.01141088414359169
The citric acid (TCA) cycle and respiratory electron transport,0.10831246661112996,0.632545513458144,0.060077657578767985,0.22487004352145926,0.05470771675538882,0.006930501715115918,1.7225547386816822,0.0004861830684024926,0.1146389544342294,0.31615206652393596,1.4211825658839458e-05
Regulation of gap junction activity,0.090403288308873,1.345899687757287,0.4913362141273152,1.3918541824672381,0.09612147895426781,0.04051798963705419,1.719500698479421,0.04208923566506834,0.09225194629559325,0.07843079939658133,0.0205705867406578
SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion,0.8944283410934051,0.3529477807551525,0.03173148623613859,0.23650146588457288,0.008823698564347535,0.05162351619723679,1.7185517593874964,0.14905706202034802,0.11729827520505984,1.0711898740865073,0.0205705867406578
FGFR2 alternative splicing,0.3338459766856947,0.14374247000371096,0.5282112274582097,0.017301172391935002,0.07160120469450396,0.5107631467155745,1.707971440082823,0.2163852308127865,0.02459191912677907,0.03290281665099606,0.011572518879454664
Constitutive Signaling by AKT1 E17K in Cancer,0.6951924802508246,0.36068605741197335,0.617020431801085,0.4313245234646583,0.00660262047978559,0.1281954430052692,1.7066717763805677,0.2228586552593793,0.20887426242249252,0.35081667948849254,0.0205705867406578
Regulation of IFNG signaling,0.48025415556767975,0.34700025228115994,1.1764725555209878,0.009989552452779705,0.35165758142450454,0.7044025931394163,1.6895020394816427,0.6398342642133729,0.150717663581956,1.539805802728925,0.0205705867406578
Synthesis of 15-eicosatetraenoic acid derivatives,0.10408607437829634,0.015486000750277744,0.018583466480977227,0.12387533024729444,0.03863982905860865,0.9659315178230682,1.688927771745815,0.07744546145691314,0.5005801272683279,0.2256484396028375,0.017856601285202563
Abacavir transmembrane transport,3.965643574786476,0.5512625608583976,0.3881663143391917,0.6839289853932016,0.010965951118341942,0.02898957813124477,1.6815935419793866,0.05146199839927697,0.16295019940165836,0.05710546829076386,0.00448481198252406
Arachidonic acid metabolism,2.6735422738650105,0.3014795866841424,0.5894415086324246,0.029304117404357795,0.9718989109763787,0.06335612117744514,1.6810096082379435,0.051768242441549685,0.015981614642703094,2.292989807149414,0.0205705867406578
The AIM2 inflammasome,0.09648560672511972,0.5370569244238926,0.18704234403473463,0.2869566855754432,0.02035053589723262,0.144628583731497,1.6724215789164847,0.1850318644684236,0.013942199111165968,0.039293096987314556,0.0205705867406578
Pyrimidine salvage,2.494078625779145,0.6631356723309038,0.7975254680002318,3.3076086069686523,0.07160120469450396,1.9755663886263675,1.6650334022426976,0.6398342642133729,1.4520326700487578,0.013594919979127507,0.011572518879454664
Defective B4GALT1 causes B4GALT1-CDG (CDG-2d),1.246250175115554,0.9694241414217222,0.35620214222578883,2.3406922626043505,0.09612147895426781,0.22221197315351182,1.664586311511967,0.042954437157975645,0.007901015182388624,0.027128002419742527,0.00448481198252406
Degradation of the extracellular matrix,0.8517660417296852,0.3756480616315078,0.08546086036198731,0.692103606447517,0.029342464197359815,0.007174308357093825,1.6586987464340868,0.14667268353073803,0.049644312236087305,0.46514344881313985,0.0205705867406578
FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,0.08412137562461268,0.1509608452331888,0.738446859845708,0.08063869275728039,0.3697043620219256,0.6025088955739093,1.651270030061702,0.23793283651383798,0.01734078670414385,0.10834089167876554,0.0205705867406578
Metabolism of polyamines,0.09849318662069617,0.10539774276969069,0.905822146803846,0.08708846460859021,0.4221882672445983,0.669287561263861,1.6492819331676802,0.2962144543874212,0.027891333106681723,0.08988889246757084,0.0205705867406578
RUNX2 regulates bone development,0.4140969198434951,0.9936644409478178,1.2600813132494144,0.15771393291374142,0.17622936552062438,0.4770523970267337,1.6467533463391781,0.5381845416830405,0.3449458706145253,0.41542967654246493,0.015714396064593694
Synthesis of PIPs in the nucleus,1.0035911911189943,0.06147846660788887,0.10652775382598373,0.24247053397400978,0.2342310230778416,0.015633038067297912,1.6467533463391781,0.036556283597912784,14.733001795394129,0.11273887482504696,0.00448481198252406
PCP/CE pathway,0.25474140448899674,0.3495911201757498,0.729792926671604,0.04088168076213114,0.39694170308221083,0.475987765789238,1.6467533463391781,0.2675974999406893,0.0013301780789698064,0.06624270660829042,0.0205705867406578
Hedgehog 'off' state,0.0819326969108078,0.11449409849059523,1.6354902586125393,0.19683443176472043,0.6575739797049457,1.1031344347400927,1.6467533463391781,0.15842423979557302,0.15541750657111597,0.009918187540673437,0.0205705867406578
Estrogen-dependent nuclear events downstream of ESR-membrane signaling,0.0207087590201203,0.06567152611574525,2.6842407268850055,0.6256682413003192,1.1486714630941415,3.951314289675129,1.640063518483925,1.8502096260528285,0.8602736162447061,1.5182264455606365,0.0205705867406578
Assembly of active LPL and LIPC lipase complexes,3.4643315864235986,0.6353341959082713,0.6152282889479318,1.2731392174945841,0.0063343591786294865,0.0349153451458211,1.6328236982361888,0.03887809902375408,0.07618347990029245,0.02375513837115436,0.00878080713513573
p53-Independent G1/S DNA damage checkpoint,0.07703422940038782,0.12395594410105504,0.738446859845708,0.0851617464398604,0.36801531502299123,0.6310693517203929,1.631772210077961,0.22318802738122587,0.015981614642703094,0.12219001595202753,0.0205705867406578
p53-Independent DNA Damage Response,0.07703422940038782,0.12395594410105504,0.738446859845708,0.0851617464398604,0.36801531502299123,0.6310693517203929,1.631772210077961,0.22318802738122587,0.015981614642703094,0.12219001595202753,0.0205705867406578
Ubiquitin Mediated Degradation of Phosphorylated Cdc25A,0.07703422940038782,0.12395594410105504,0.738446859845708,0.0851617464398604,0.36801531502299123,0.6310693517203929,1.631772210077961,0.22318802738122587,0.015981614642703094,0.12219001595202753,0.0205705867406578
Deactivation of the beta-catenin transactivating complex,5.129375214298569,1.2013112504816363,0.12785022815292607,0.14922907241049868,0.4566552239735236,0.04925547875421639,1.625123850391151,0.007988302421787842,0.3049374030641628,0.6797317758145024,0.0205705867406578
Triglyceride biosynthesis,0.8249271191890815,0.12395594410105504,0.9689338786018402,0.13825461824107732,0.26954001648567144,0.48470610112325957,1.625123850391151,0.6584351384072424,0.04086754924283569,0.2049522666819351,0.02016188346434391
ERBB2 Activates PTK6 Signaling,1.5984879158944143,0.6384094527580007,1.134498068950351,0.12857238635194013,0.23803377853528107,0.7773922856970116,1.6234818876620885,0.29084678300782646,0.08611051846598342,0.5996992626838406,0.00448481198252406
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,0.0745597600324076,0.11688286938162469,0.9336412047355253,0.07441353078729693,0.3690367887073046,0.6023011040178354,1.6176576155460898,0.3282162737243643,0.030516063692681818,0.1394291995060592,0.0205705867406578
Keratinization,0.23208454468011117,0.019664487957931458,0.7665572064644925,0.28641319695719925,0.22048882428484004,3.6882073991068136,1.616966265119868,0.328171357676893,0.0660629788829527,0.3051212276703912,0.0205705867406578
Transport of Mature mRNA derived from an Intron-Containing Transcript,0.033383916365047644,0.03410327831374718,0.7314956139074849,0.11958976601132566,0.035242765060870374,0.17572294260673454,1.6135424281384576,0.29084678300782646,0.0021719036314468954,0.14194218883634072,0.00124376584329146
Host Interactions with Influenza Factors,2.59431108069109,0.10474227457685888,2.2842773686450344,1.3321726506750091,0.07160120469450396,4.430630238810977,1.6135424281384576,0.6886743526156662,0.09630597423565128,0.001382678827966951,0.02016188346434391
NS1 Mediated Effects on Host Pathways,2.59431108069109,0.10474227457685888,2.2842773686450344,1.3321726506750091,0.07160120469450396,4.430630238810977,1.6135424281384576,0.6886743526156662,0.09630597423565128,0.001382678827966951,0.02016188346434391
SLIT2:ROBO1 increases RHOA activity,1.4900142953247575,0.06567152611574525,0.375007335835627,0.04935723733725322,0.05799252679579408,0.27222026039748914,1.6103428551226395,0.23793283651383798,0.07618347990029245,0.9551039615481285,0.0205705867406578
Viral Messenger RNA Synthesis,1.897926639713374,0.19630903746442832,2.0560406242358416,1.653618316198129,0.11663883533530006,4.277845290719314,1.6058311731228823,0.180535308724066,0.07687148066054364,0.007627743109481269,0.00448481198252406
Transport of the SLBP independent Mature mRNA,2.740396171497512,0.1892000289056314,2.0171627409154,1.8756757029694267,0.05727086279637806,4.571340271263178,1.5955782299629144,0.27347297595488534,0.06906557759266922,0.009918187540673437,0.011572518879454664
CD28 dependent PI3K/Akt signaling,1.0877899034319138,0.00967106585937108,2.0939041076604257,0.3330072876132927,0.5042275213453719,0.2560391523337628,1.5738075750743055,0.04208923566506834,0.05636478529647625,0.6276090501323102,0.00448481198252406
FGFR1b ligand binding and activation,0.5627857825690995,0.35137392332239975,0.243793275568036,0.024496086340915657,0.03561443896734106,0.053757136340185,1.5662651907597966,0.20022089242499017,0.6035044903534438,0.14194218883634072,2.718468188936484
Hh mutants that don't undergo autocatalytic processing are degraded by ERAD,0.13334866186066757,0.19630903746442832,0.656872353988394,0.0457713063451775,0.32582572414290095,0.47376504940169534,1.5628916918318672,0.2962144543874212,0.0029921751429898328,0.11789053021283771,0.0205705867406578
Vif-mediated degradation of APOBEC3G,0.17682492292465873,0.12395594410105504,0.674558904971146,0.0457713063451775,0.3818814548697395,0.4684118706583375,1.5628916918318672,0.29084678300782646,0.00047053717793817194,0.11001584805379194,0.0205705867406578
Degradation of DVL,0.16224132318086573,0.20053868192412183,0.6222576299407679,0.04011909214555826,0.3679326816254303,0.4521508084812526,1.5628916918318672,0.25843837548683674,0.005080796077972006,0.11115124099077353,0.0205705867406578
GLI3 is processed to GLI3R by the proteasome,0.14065260697253998,0.27031554227926813,0.7188126631147462,0.04468015348521064,0.37079980377789107,0.5498280170122831,1.5628081939167655,0.1888099231243216,0.005080796077972006,0.08843540826184253,0.0205705867406578
Degradation of GLI2 by the proteasome,0.13000550574927022,0.21502389085080723,0.656872353988394,0.0457713063451775,0.33204870379027157,0.49904921802942254,1.5570929319709728,0.2743677087528944,0.00047053717793817194,0.11994005632715563,0.0205705867406578
SCF-beta-TrCP mediated degradation of Emi1,0.08024525687552123,0.13766124014805348,0.7609160372866921,0.08708846460859021,0.37662612095010245,0.6700847042811308,1.5532215630861068,0.2476700045067784,0.0176954400426192,0.08843540826184253,0.0205705867406578
Regulation of ornithine decarboxylase (ODC),0.14395380054611867,0.17200575622406564,0.718298407137749,0.04935723733725322,0.3596348653466221,0.5094351303964508,1.5531783007104825,0.24264422166806143,0.0021719036314468954,0.10298846358747833,0.0205705867406578
Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling,0.18600880998491626,0.03836359705615339,1.813555594143828,0.34219468571049116,0.2307636248355108,3.3339037439816743,1.5531783007104825,0.6211126616230528,0.11310504339073268,2.1414317683842814,0.0205705867406578
FBXW7 Mutants and NOTCH1 in Cancer,0.18600880998491626,0.03836359705615339,1.813555594143828,0.34219468571049116,0.2307636248355108,3.3339037439816743,1.5531783007104825,0.6211126616230528,0.11310504339073268,2.1414317683842814,0.0205705867406578
Regulation of Apoptosis,0.14663682685725354,0.19061699690075018,0.6547236047972484,0.0457713063451775,0.3387738713435682,0.4749183595309738,1.5432044891794752,0.2567806833403019,0.00047053717793817194,0.10622451140813866,0.0205705867406578
Defective ST3GAL3 causes MCT12 and EIEE15,1.1870162674337605,0.938682083973374,0.4171071305109343,2.3280462768298826,0.09738887160006676,0.22409980200093463,1.5403372264000994,0.04979680326916336,0.015981614642703094,0.02734788838247437,0.00448481198252406
Extra-nuclear estrogen signaling,1.8848377657386977,0.4470606363811663,2.211941228838112,0.013524490384109394,0.6800057830480682,0.5022848458062453,1.5369702743674523,0.47982456830297116,0.022468354643520934,1.4471477053294368,0.0205705867406578
Hedgehog ligand biogenesis,0.14065260697253998,0.15736970067174538,0.7915977705699948,0.09382277353797774,0.4450529442875135,0.6700928612292899,1.535565321503762,0.18806212456272603,0.025656239224022985,0.051745595820394646,0.0205705867406578
Autodegradation of the E3 ubiquitin ligase COP1,0.14090241695267966,0.19630903746442832,0.6482141949050313,0.0444333960277262,0.32679612347219955,0.4749183595309738,1.535565321503762,0.26036450347730333,0.005080796077972006,0.11115124099077353,0.0205705867406578
Regulation of activated PAK-2p34 by proteasome mediated degradation,0.14395380054611867,0.19061699690075018,0.6422626530737571,0.0444333960277262,0.3316464207449497,0.4706332085799914,1.5344044060107855,0.26036450347730333,0.0029921751429898328,0.11115124099077353,0.0205705867406578
Hh mutants abrogate ligand secretion,0.16619705413397376,0.1667008674221209,0.670626034184754,0.06876981663051297,0.40215037891815947,0.5535539115237587,1.525434922047794,0.2611478067745005,0.005102950457907122,0.08012792825191113,0.0205705867406578
AUF1 (hnRNP D0) binds and destabilizes mRNA,0.14425226706793756,0.20568398831177925,0.6951662084876576,0.03946658470290005,0.33549269820325156,0.475987765789238,1.525248844734705,0.27565536273727537,0.00047053717793817194,0.12219001595202753,0.0205705867406578
Loss of Function of SMAD2/3 in Cancer,0.8494883681606734,1.5764990846588889,0.7872757050126874,0.9087478063145197,0.02638485391382497,0.02853120694284331,1.5249642908754488,0.2932468053742504,0.08898840205179973,0.08012792825191113,0.007124279107210465
Ubiquitin-dependent degradation of Cyclin D,0.14248687964489254,0.18578188007176594,0.7144917151463939,0.04935723733725322,0.3493259960542865,0.5207404403515831,1.517438548002005,0.1585476005900087,0.005080796077972006,0.09760298843128645,0.0205705867406578
Activation of PPARGC1A (PGC-1alpha) by phosphorylation,0.010733000054399727,0.03410327831374718,0.6519028902880803,0.31041698440123366,0.30910080907088316,1.4343485191688397,1.5171836073823939,0.07667912028584895,0.050513921625615577,0.8516065672379501,0.010196603360476397
APOBEC3G mediated resistance to HIV-1 infection,0.3625317948695126,0.9873028988543633,0.444870726952357,1.1828782849997759,0.799661610224883,1.324151354406336,1.5171836073823939,0.05868925762185237,0.7151728632891258,0.03637247750608986,0.017856601285202563
Cellular response to hypoxia,0.08412137562461268,0.1509608452331888,1.0045350254051508,0.06184669650093062,0.37079980377789107,0.6218758521589632,1.5058925023111553,0.3351088580330396,0.030516063692681818,0.1394291995060592,0.0205705867406578
Serotonin clearance from the synaptic cleft,0.27827646637168735,0.06147846660788887,1.445419186930614,0.8132375819995993,0.042883502253188314,0.38492910812615755,1.5058925023111553,0.34470623894536306,0.544065365531292,0.01506062963097322,0.00878080713513573
CaMK IV-mediated phosphorylation of CREB,0.585604397771475,0.23468742240347573,1.6971376998824614,0.06073352057690822,0.035242765060870374,0.7546826035462837,1.504066700908342,0.022376314124066713,0.5606735167870215,0.009918187540673437,0.0205705867406578
Degradation of GLI1 by the proteasome,0.13102458555314148,0.22440353888351006,0.7064104312294547,0.04935723733725322,0.34676987901756573,0.5375126139259414,1.503943445382204,0.22731698364216202,0.0021719036314468954,0.1106858490982667,0.0205705867406578
Trafficking and processing of endosomal TLR,0.8918844294069418,0.06128980885775927,0.8952477751786309,0.02222199319300761,1.0209385045471313,0.1281954430052692,1.5037153596148418,0.1684776194069005,0.03302371680436149,2.3526694028271935,0.011572518879454664
Aspartate and asparagine metabolism,3.2760371251027496,0.1509608452331888,0.18243237782468485,2.297490879706244,0.05504204576044744,1.1821149314225814,1.5029306309237216,0.018899162389896813,2.2576106697680034,0.17140754571344005,0.0205705867406578
Phosphate bond hydrolysis by NUDT proteins,1.5855630206392248,0.0019414039442303434,1.4822062441844057,1.2113071848898964,0.5738107490236637,3.625432971488811,1.5029306309237216,0.042954437157975645,2.204625714631053,0.2715722117897107,0.0205705867406578
Regulation of PLK1 Activity at G2/M Transition,3.2146054973849183,0.48237043140409236,0.1008100999260723,3.7686376430906483,0.1439276997010328,2.366675477840676,1.5029306309237216,0.2228586552593793,1.711566601920678,0.32683866881598567,0.01618948511114512
Degradation of AXIN,0.15864369808595907,0.1977950983731919,0.7173074698906379,0.03946658470290005,0.34676987901756573,0.4770523970267337,1.501013192311185,0.26036450347730333,0.0021719036314468954,0.11001584805379194,0.0205705867406578
Defective SLC7A7 causes lysinuric protein intolerance (LPI),0.1477485717797879,0.13143941986899577,0.1750228612327289,0.8621105924261976,0.5449986009908016,0.3003067181690623,1.501013192311185,0.15106512121385196,0.17378577076213642,0.11087487008021188,0.0205705867406578
Defective CHST3 causes SEDCJD,0.44314957894752866,0.26011936301579613,0.007714084296065966,1.4582056266555339,0.013740465720396269,0.04883599751781922,1.501013192311185,0.09585813439465657,0.01463596456215758,0.1394291995060592,0.0205705867406578
Response of Mtb to phagocytosis,0.5085267640378806,0.39267416939091765,0.11627668278327505,0.06931909046389272,0.03561443896734106,0.05172568026010984,1.4932249320740614,0.04208923566506834,0.5170019821649325,0.1280887878194208,0.0205705867406578
Presynaptic depolarization and calcium channel opening,0.4299797352935806,0.21210917706269808,1.1068228870719004,0.45115418810022917,0.17943634160767838,1.3606245327812327,1.489823743844041,0.1173813155596502,0.14098688221807446,1.3967719121297901,0.0205705867406578
Signalling to STAT3,0.0045181698581982675,0.21029016998664798,0.8628887898555043,0.4608889810691576,0.010965951118341942,0.10446890887193673,1.4889741345665364,0.008445947038710865,0.11729827520505984,0.018735996602724597,0.0205705867406578
Cross-presentation of soluble exogenous antigens (endosomes),0.20544474382200031,0.22440353888351006,0.656872353988394,0.04011909214555826,0.35165758142450454,0.4577973426501399,1.4824670005985123,0.2962144543874212,0.009721005174562734,0.08012792825191113,0.0205705867406578
Hedgehog 'on' state,0.12903426964434175,0.27073482976144414,0.7362175154404718,0.026115960118080407,0.32213884486304706,0.4706332085799914,1.464586597380991,0.22166555981921987,0.00598733721460473,0.11994005632715563,0.0205705867406578
NTF3 activates NTRK2 (TRKB) signaling,2.2222240419935098,0.3657035244825194,0.05143737468842587,0.06184669650093062,0.0781620811304274,0.28804569730031565,1.4588771557292612,0.035537942577971195,0.7414402896583098,0.14194218883634072,0.016052457767629202
Regulation of RAS by GAPs,0.18210499156368315,0.21210917706269808,0.7724970215044618,0.04011909214555826,0.40417816738365064,0.6005955956887118,1.451093118324382,0.2228586552593793,0.007273080838337512,0.07688783812131625,0.0205705867406578
vRNP Assembly,0.9385245194148226,0.004723484962312019,0.017622319314628904,0.1571110650443636,0.1135873016027539,0.17782849760542868,1.4495097905092178,0.10084514832109612,0.015672218468715318,0.19378302384028578,0.007124279107210465
Regulation of gene expression in beta cells,0.015514608610247756,0.25786800844227253,0.02119462778943108,0.24000905263423478,0.010965951118341942,0.21286095328758559,1.4429745861492447,0.23793283651383798,0.005102950457907122,0.09962295246010483,0.0205705867406578
AKT-mediated inactivation of FOXO1A,0.04291323254440451,0.10712700013531351,0.03040140459587106,0.19835313682130531,0.021364739785469405,0.32159304100092256,1.4413952437760782,0.42045726497195907,0.01463596456215758,0.02923658724807649,0.0205705867406578
Prolonged ERK activation events,0.02708464497322396,0.20928241417382135,0.1008100999260723,0.015299220139496321,0.03561443896734106,0.0029049309729118687,1.4297931814222966,0.11498325832144392,0.06391780198832335,0.2840879829252412,0.0205705867406578
Sterols are 12-hydroxylated by CYP8B1,0.8034063760983444,0.014620145985485795,0.06773286226695673,0.018809584884707582,0.03037832900535845,0.19942010257211545,1.429261438099582,0.035931637038673955,0.03966664782335072,0.16303171350341386,0.0002524480516705716
Semaphorin interactions,2.705555624020185,0.9046901622143523,0.8060948550573452,0.04968402120470076,0.3697043620219256,0.014371846503658425,1.4255729332607465,0.13586376785841364,0.1741120852280094,1.7632478709409989,0.0205705867406578
Mitochondrial biogenesis,0.2548880751757365,0.10712700013531351,0.46028495128033053,0.12857238635194013,0.04038591592631493,0.1016342990342984,1.4255729332607465,0.042954437157975645,0.07386773682055746,0.18621664513001102,0.0002632451669283712
Regulation of the apoptosome activity,0.01096798839178034,0.17852961065298026,1.397669072096781,0.026115960118080407,0.07160120469450396,0.1139603113404419,1.4145081523225527,0.08911468664297456,0.07611526563666107,0.2221112671044339,0.017856601285202563
Formation of apoptosome,0.01096798839178034,0.17852961065298026,1.397669072096781,0.026115960118080407,0.07160120469450396,0.1139603113404419,1.4145081523225527,0.08911468664297456,0.07611526563666107,0.2221112671044339,0.017856601285202563
Signaling by NOTCH3,0.09614349668059041,0.04252423868263715,0.0660998623859191,0.5315428178043315,0.03037832900535845,0.0035864969324900845,1.4128834875533927,0.12979664481470143,0.039074679248526166,0.32683866881598567,0.011572518879454664
Stabilization of p53,0.13355745191263138,0.22440353888351006,0.6857726855522996,0.06184669650093062,0.37079980377789107,0.6218758521589632,1.4076699319069834,0.29084678300782646,0.005080796077972006,0.1106858490982667,0.0205705867406578
SUMOylation of DNA damage response and repair proteins,1.5647749301375948,0.12915954393555187,1.5624177687907586,1.8856778181693827,0.09455972549265379,4.571340271263178,1.4072423079585497,0.0017279230846426136,0.17378577076213642,0.009918187540673437,0.007124279107210465
Membrane binding and targetting of GAG proteins,1.1484891160836772,18.42315896389136,1.29190260460587,0.18444093804821116,0.038074881392991054,0.8252439935242103,1.3967905965271605,0.002150506895865547,0.30422970231981966,0.7698460383916728,0.0205705867406578
"Synthesis And Processing Of GAG, GAGPOL Polyproteins",1.1484891160836772,18.42315896389136,1.29190260460587,0.18444093804821116,0.038074881392991054,0.8252439935242103,1.3967905965271605,0.002150506895865547,0.30422970231981966,0.7698460383916728,0.0205705867406578
Reelin signalling pathway,2.664033610369288,0.17197501573855384,1.4997443030418358,0.15331098398460022,0.9823251812976678,0.3217047259185148,1.3967905965271605,0.16711296650346089,0.06391780198832335,3.1438715693371213,0.0205705867406578
Physiological factors,0.20192565089237619,0.021500846541154677,0.06438932233095312,0.0851617464398604,0.09058743407727335,0.20326712204337685,1.3914371012404794,0.05128647509850264,0.030516063692681818,0.03493254458475544,0.017856601285202563
Vpu mediated degradation of CD4,0.18236082868579898,0.19915452159338215,0.6772971389513773,0.04935723733725322,0.3697043620219256,0.5094817942691752,1.379775987738606,0.20556364706206937,0.00047053717793817194,0.05386890996406116,0.02016188346434391
TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,0.6561731858440287,0.30561499711660234,0.8171803115509528,0.25855983506133595,0.13767503070991594,0.052861359679226526,1.3740642382901171,0.07667912028584895,0.018637774816605654,0.14926769416611904,0.010196603360476397
Defective CHSY1 causes TPBS,0.4417003854922,0.4351288366592536,0.17057753583601612,2.4109806726497025,0.03561443896734106,0.12828894831293483,1.370488254943433,0.04979680326916336,0.01734078670414385,0.051745595820394646,0.02016188346434391
Synthesis of bile acids and bile salts,1.1892436901607266,0.3385708974302404,0.4034831259217389,0.044201110079444064,0.44077977013531167,0.07901405116820209,1.3684337824037693,0.16182276061534803,0.09630597423565128,1.7323700014588213,1.4211825658839458e-05
Regulation of RUNX3 expression and activity,0.17856881521758106,0.1977950983731919,0.6778290804789591,0.04935723733725322,0.37662612095010245,0.5564124034217885,1.3675306235361473,0.2228586552593793,0.007634732607947014,0.08120886866717994,0.0205705867406578
Nef Mediated CD4 Down-regulation,0.5866604229058519,0.3245564003700786,0.5871475035284993,0.48306660189027534,0.042883502253188314,0.15390805832945803,1.3518070094309944,0.02416345903927754,0.12460818710389726,0.10972495187559102,0.007124279107210465
Activation of NF-kappaB in B cells,0.15147639227526713,0.2751435637630398,0.7697585330360392,0.06184669650093062,0.37662612095010245,0.6025088955739093,1.3420125583897702,0.22318802738122587,0.0021719036314468954,0.03110305559643991,0.02016188346434391
Abacavir transport and metabolism,4.832337890318468,0.9637218846240404,0.441703379895381,1.7509424228524888,0.05470771675538882,0.5022848458062453,1.3404359872900216,0.16182276061534803,1.247215647017944,0.07521361987762754,0.0205705867406578
