Term,IntClust 1,IntClust 2,IntClust 3,IntClust 4ER+,IntClust 4ER-,IntClust 5,IntClust 6,IntClust 7,IntClust 8,IntClust 9,IntClust 10
Transcriptional Regulation by TP53,1.6651837209951026,0.7084944797547682,1.1087877269214843,1.4068856474281206,0.8206058619618655,1.7285728002153244,1.2725005149139446,0.8575954271285399,0.49239721743881,0.9150185559376178,0.9913941934827077
Downstream signaling of activated FGFR4,0.3311849243983536,0.7082551733590486,0.8920663013943194,0.1259449277291715,0.045859579060865484,0.28895080411371954,0.3398255933035258,0.28295818444076337,0.6467315184947291,0.09198302046496609,0.17945492263358925
Activated NTRK2 signals through FRS2 and FRS3,0.26809607269068,0.7078182072141656,0.5970908772575895,0.1318484395939687,0.5321873800164093,0.3327539851271049,1.6151205805718372,0.0790701281201349,0.1669718550319091,0.1529072336385072,0.17109790147915876
Antigen processing: Ubiquitination & Proteasome degradation,0.6546283602929103,0.7069243004219682,0.41634686717730984,0.5269121149809705,0.4620413965858615,0.9823649252728667,1.7454824687523012,0.2828384742853162,0.522654426353506,0.377814119090595,0.24833758843158463
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,2.522676609820964,0.7065811641034898,0.5549476622735506,1.8763658977338702,2.052704496513069,0.1957173375544399,2.1595519777248744,0.2782060817814832,0.11928797162807778,0.5636543833032923,0.3819484866449606
PTK6 Down-Regulation,1.192633075230652,0.7058159844423122,0.657273797063624,0.4579387285941767,0.599331801630646,0.04623849766941272,0.83361483253853,0.2792557052000203,0.01622016902142727,0.5357739799122951,0.16693963543891266
HIV Life Cycle,2.7007180569961706,0.7057683761653847,2.0770862512916137,3.317398050387163,2.156228783698185,0.6887794944504846,1.9552427187609187,0.5572189675000427,0.32298773072562026,1.896800328293423,1.4494839279875653
Gap junction assembly,0.12486180942098579,0.7056346261739651,0.36755130940182845,0.1423458383973818,0.060791007955730156,0.3402765598858581,0.14890796376555954,1.2305983039832198,0.24438045886214704,0.24555245137689755,0.4504776049200728
G-protein beta:gamma signalling,0.6032439940862272,0.7045169039471835,0.1648833211561453,0.8613706549472226,1.11933636478502,0.3099862842539106,0.14976716734799664,0.06893666242145072,0.6471493564758444,0.8567747382334954,0.02139120239299601
Listeria monocytogenes entry into host cells,0.2608569644480579,0.7039902701999664,0.4611841228487558,0.14551067376579835,0.11158164641951036,0.011107333254039375,0.0465247170374965,0.5161716236954169,1.0486106261738255,0.12160798998704911,0.8652237244879156
Autodegradation of Cdh1 by Cdh1:APC/C,4.783470497526663,0.7023831437022258,1.0806359983543796,3.4770774503197757,0.9146441245301948,1.6757414830629802,1.4870323534547478,2.6333897248241316,1.2775924609645444,1.2819644760229962,2.299641415900049
Erythropoietin activates Phospholipase C gamma (PLCG),0.04841578925537094,0.7014366011188881,0.7264221475112541,0.3122778873978867,0.5183907789778973,0.19743539112679118,0.6809927500602001,0.41025159599831995,0.4941537817058978,0.16846476862930176,0.2898037365258404
FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,5.0,0.6968713931927146,1.8800671064336383,3.189143636234948,0.6546252668299339,1.797558960913066,1.4377190904293515,3.0949578273659974,1.7026624123111493,1.358101647520454,1.8762641585297446
CHL1 interactions,0.9865204890420421,0.691637843559698,0.18439338060377336,0.3264396016667286,0.6125483339003173,0.3876696629008996,0.4319687135839268,0.9958956570586731,0.15721936344686044,0.6689398022578529,0.20788494963777934
RUNX3 regulates p14-ARF,0.05652232289841682,0.6908381109993574,0.06283683062910564,0.839502485829481,0.646355881190171,0.16821537899339992,0.4960489126108401,0.06890575712554675,0.059988077576553014,0.1272680612286254,0.1644460503315848
Diseases of metabolism,0.2536444086782972,0.6905550312911641,0.10142554935900745,0.6272838556062501,0.49937806081117503,0.21829123635974265,0.36111479691552684,0.3240155511362828,0.12292079417888478,0.19060056191527924,0.14436932712575373
The proton buffering model,0.31602168898929506,0.6898331941640469,0.20367314574471193,0.29990525255067424,0.023148162535660242,0.11366970419875952,0.20287717864348365,0.7157842398469567,0.24747546624371144,0.04973854237452242,0.02598205004696318
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,5.0,0.6887332810737609,2.7444782314084297,4.704505606472987,0.6261445162030572,1.6339294580137849,1.5327996364975043,3.3677792301035345,2.0958725279897283,2.019022286407297,3.3986070006621047
Type II Na+/Pi cotransporters,0.14989923944598676,0.6874233786151043,0.4464297474373892,0.5000334057883613,0.16031590301333454,0.04080587626887539,0.31221141006867653,1.012097977171049,0.0823162437061223,0.14697096687313768,1.1662870828998397
Phenylalanine metabolism,0.25284563944708516,0.6869635259178677,0.07663931022735868,0.13429829387875494,0.4733697269822357,0.2891105476247568,0.2177643648910697,0.13564734675914822,0.2608673297038643,0.6662774290599057,0.12186406293235383
SUMOylation of transcription factors,0.0975403972669409,0.6868122107650242,0.12551804952627388,0.8435661919824242,0.42832844948268173,0.22395884228669888,0.04244492551570605,0.25556543662975584,0.2041776065104006,0.1795793478517066,0.13217159538227385
Budding and maturation of HIV virion,2.030555630849061,0.6867406333470654,0.2855909891967013,0.4457146228506618,2.9358685039298695,0.23271576954679918,1.3851356128755217,0.2874926694574716,0.20095020928223073,1.0622504221801283,0.29622740765525823
Neurotransmitter release cycle,0.1269862476010837,0.6863386724444878,0.17518833147211546,0.7892940405267282,0.503398849585946,0.27956039082316775,1.0261995094232141,0.2556406092940046,0.20518257653586508,0.5934633671713694,0.5766202389701698
Growth hormone receptor signaling,0.10611532184443269,0.6860263337356368,0.14239166480873663,0.5496978134632438,0.1294416499489739,0.44004956084483215,0.2706946654148886,0.39549119035584934,0.3218781509555359,0.5657142806487528,0.14496992096637099
Interleukin-1 processing,0.40148110917571395,0.685863881879453,0.27755395822572304,0.5529605486096992,0.816838779876188,0.3095089065174251,1.3086379176689682,0.049718845687426134,0.23963740128681896,0.7632348149107963,0.15791452664531602
Eukaryotic Translation Initiation,0.22308515151533756,0.6836780616433803,0.8110819670799224,0.12913627258177052,1.6149436795489491,0.24628490027659564,0.604426494827371,0.619386459481295,0.995370455491057,0.39077815951587574,0.5201732702530453
G1 Phase,0.4460996038255349,0.6738897625239636,0.6861135334807107,0.5291189768978503,0.31558898921557715,0.1630347221415915,0.6987726665763678,0.7156080564339284,1.7756173535172666,0.4287084610941154,1.089018936433709
Defective LFNG causes SCDO3,0.2685872585558134,0.6732265899606619,0.08788557184833849,0.22774951205326877,0.5524233518731347,0.013174803976545697,0.2654718494643327,0.21016330878194564,0.04021953233943944,0.2298129189713164,0.1212261031925007
L13a-mediated translational silencing of Ceruloplasmin expression,0.20627891514336621,0.6729521671923038,0.6703762713955397,0.6252576976115993,1.8229256659287358,0.29285910462947795,1.3379542425728546,0.5319010159792469,0.7735089712003491,0.3980614012991594,0.5604733857642741
Post-translational protein modification,0.3149868548425958,0.6727476221129163,0.2111377413097439,0.27677025419633483,0.246124294899213,1.8884334570614212,0.8140039020980843,0.6775464975354161,0.44592143780000076,0.16599170655645906,0.13038236908552814
Signaling by Insulin receptor,0.6721177287458866,0.6707488805768891,0.7913628035985225,0.1441517762523351,0.3215361738634815,0.18661604734745219,2.2056653015556837,0.29227679753165514,0.45051149083860387,0.6161589840764898,0.19527756121189777
Protein localization,1.0037186514176364,0.6702461834801018,0.2807027936356564,1.4936120832140953,2.2923130236837266,0.233667526576124,1.335940837745382,0.28947557164158444,0.4912717136267595,0.7668819580518605,0.24747670484737977
RNA Polymerase II Pre-transcription Events,2.7973697893335054,0.6660621836480038,0.8701076611140753,2.9779312014643766,1.826906856853072,0.43748685158743905,2.2036358843959833,0.11572235893236557,0.13304315950535278,1.4681976088232742,0.3381796918563436
Vitamin B5 (pantothenate) metabolism,0.25920314898757035,0.6654874658572383,0.11421398808861156,0.1906943807960419,0.21978354182260962,1.7332793484471254,0.31208006331243654,0.2535568514807794,0.32234079152196965,0.15800826645370597,0.023008026518869913
RNA Polymerase II Promoter Escape,2.0297249944643276,0.6648953827822006,0.553655031658992,1.9203706462058066,2.220794132803082,0.23026448819954373,2.0418173432079025,0.33103317916622615,0.07675900681215521,0.5001742793784211,0.44762074496884346
Assembly of the ORC complex at the origin of replication,0.2829479322345927,0.6647729285055111,1.4285736831612283,1.4423498648914714,0.9523089883917942,0.23613000654246283,1.2416532045224116,0.605326493268384,0.2221149554456853,0.35728964427990234,0.6635248844822718
Synthesis of active ubiquitin: roles of E1 and E2 enzymes,1.877045660521851,0.6647599939567279,2.726323407995412,3.2748895085835197,0.9004370937710463,1.3578678831147928,1.7534351840278644,0.6672336090386878,0.8487682194657887,2.073543260310765,1.3359602817086729
G alpha (q) signalling events,1.1633763150186978,0.6644440287829537,0.645736990424447,1.1508986510721873,1.4074869238304037,0.6658064103662306,0.9402388743658773,1.012047856709601,1.9693703770682562,1.223418696409166,0.15077708228022468
Mitochondrial translation,5.0,0.6642436334518849,1.7372182877548596,5.0,5.0,1.0937984130345522,1.6677663057025343,0.28341436181873414,0.12275526333746323,2.5943290160852586,0.7506330930351053
NOTCH1 Intracellular Domain Regulates Transcription,0.6456306948106783,0.6641901982213447,0.17022071346794979,0.2480109596894355,0.267259247630152,0.25165170938381914,0.19994640845320705,0.1765675715307555,0.5997773925026053,0.27022498767735004,0.3944693855650552
Transcription of the HIV genome,2.7919476712371054,0.6638005505710363,1.7375796137372552,4.138284040373732,1.4505571443528793,0.1938005919965752,1.7690305905270907,0.1751038806607927,0.15686867495055368,1.6651953038059906,0.7607216980582101
APC/C:Cdc20 mediated degradation of mitotic proteins,5.0,0.6630767987553968,3.0803029882797115,4.016849267494746,1.0875249264991504,1.7832710716182079,1.2448218118821752,4.422316761752327,1.8589254942756213,2.441303061098271,3.340489189466205
Enzymatic degradation of dopamine by COMT,0.006997729241187487,0.6623068201711166,0.10316420689592884,0.18645876744375,1.0483655321515561,0.3217997449914964,0.10188593554589809,0.2853595618807611,0.22813988689917372,0.1866303953069594,0.25058858975952064
Synthesis of PIPs at the late endosome membrane,0.5063227469733574,0.6622636038283845,0.42009695539656833,0.265712338289761,0.12462491777918956,0.11640748859368573,0.3806358997612835,0.4817811216987118,0.04028424842771722,0.050437977969189154,0.15546664706395702
Transferrin endocytosis and recycling,1.4305013460768803,0.6621027168434584,1.0707832319359838,0.1424275438201972,0.17912464611139256,0.19135491114990869,2.0656830450668013,0.2556803981271013,0.32384658594997584,1.334508381912721,0.11111369243807884
Nitric oxide stimulates guanylate cyclase,1.0115993863990178,0.6620498131540654,0.5434853598029323,1.1097461738339776,1.0144621127634905,0.11283566191695737,0.9896395759448082,0.641742547302025,0.5142655191375657,1.2105222208833026,0.16468951421978598
Activation of TRKA receptors,0.4763790058310066,0.661730707607138,0.03112107179370793,0.5021428936503579,0.07396510875479907,0.30540174422358146,0.002504817299832309,0.03860521701258621,0.528429859723416,0.12867934446614804,0.02337030830377962
Mitochondrial translation elongation,5.0,0.6614953424233395,1.5175502838944421,5.0,5.0,0.9223968506750791,1.8277769502240688,0.39631171278176447,0.2005467367778498,3.117207761365596,0.8472763952730776
NTRK3 as a dependence receptor,0.12459207003010808,0.6614776129529608,0.014139911041177467,0.08214074258693975,0.11445064246460833,0.22870480546821467,0.6371538824939296,0.23313524498253674,0.16724104734116468,0.07112788324325002,0.1630132113304523
Class I peroxisomal membrane protein import,0.858021979644753,0.6608319497873681,0.16095498217775892,2.2205997950183063,2.3160797456414755,0.29666616092754805,1.1022808053634994,0.29456910174338896,0.5674992896930112,0.8758627721817532,0.30221485136566084
Mitochondrial translation initiation,5.0,0.6596977022206776,1.3982610201539603,5.0,5.0,1.3075308830491847,1.3548591421185583,0.5119080344592799,0.23987541565097115,3.0202977483575397,1.0584617021657792
Hemostasis,0.8275473819474605,0.6565705339807968,0.1053800402941063,1.1999480484318041,1.3585735623315398,1.4652063346404256,1.2408500635966533,1.1009216463915559,1.7026734580490528,0.9677181040539453,0.2144102735547193
Phosphorylation of Emi1,2.71748988066807,0.654878715444509,2.440189185652893,3.7563839405667596,0.9734786548416536,1.3857431877506874,1.2646294587706592,1.7968983185229912,1.805645936940953,2.202823117418631,1.7374208838318896
Dopamine Neurotransmitter Release Cycle,0.20501674493432204,0.6545584013850815,0.3539352238592022,0.5894948068280725,1.3767008499747617,0.2581051529789912,1.7415419862775028,0.1302053870403742,0.10925931068690696,0.1768283349260425,0.28570839353521943
HSF1-dependent transactivation,0.8226030974309708,0.6538901776352891,1.1646029628677577,0.8653481071637198,0.9717260056933053,0.22356029369906202,1.8709312400427134,0.25607483622372235,0.3338960268886796,1.5141863030035787,0.10411641244190795
InlA-mediated entry of Listeria monocytogenes into host cells,0.09890058452413905,0.6535778684288788,0.1178558919912479,0.39644956890393585,0.6916033959758776,0.0006770745314086368,0.29993750935807245,0.02691736483368545,0.00022120971674653413,0.4099127542988836,0.5691547040864855
Activated NTRK2 signals through RAS,0.22088468113066337,0.6535377686550726,0.3950443589970647,0.04471338977480263,0.17693318198192146,0.28249559217892933,0.886262337912808,0.11705956734391351,0.2625608725040191,0.07657928473622806,0.215820222544958
Selenoamino acid metabolism,0.2754184547803929,0.6534022456500862,0.8778022667539532,0.19579410737368286,1.2537234275560376,0.17228959714119935,1.3110385371422277,0.5764590582877727,0.4244202424683118,0.27364122951093645,0.5107033759819926
Gap junction trafficking and regulation,0.2284613188079202,0.653379778766233,0.2305526730364626,0.21973908869854647,0.269279973372137,0.6802517000693263,0.232856417647069,0.8968141143301412,0.27862730722296547,0.47557759404796596,0.34310450161844114
Wax biosynthesis,0.3334522633235418,0.6531168674293953,0.24863697354112446,0.07076542020112568,0.04352190073346874,0.33051464099476463,0.29929012446591224,0.14465905990076017,0.19015205704356775,0.8370051831999566,0.018476365410746202
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,1.008773457760314,0.6529169945294703,0.17897289939946665,1.2548230359875783,1.316711115654389,1.310531073404488,5.0,5.0,5.0,1.1840749881414034,1.2742452079870814
Glutathione synthesis and recycling,0.14758995257023436,0.6528419127896194,0.5604061371511926,0.7126353671964846,0.1624910508802991,1.2889634128926821,0.06061074112652899,0.1619981330720476,0.2562574896764688,1.0563683263309813,0.1091199853903154
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,5.0,0.6527331538405563,0.38645253636572385,1.2932008788082991,1.571973115013357,0.25973537137110164,1.1595519777248746,0.5933693193659678,0.07394985174123098,1.1699318368123988,0.22993026182426213
Phase 4 - resting membrane potential,0.0719374613756226,0.652711935510879,0.6021953405353476,0.024210286894544315,0.12010879249399922,0.19539288339305805,0.4980525452648845,0.5101982884119353,0.129154034010747,0.29425657384851134,0.2584182752259323
NIK-->noncanonical NF-kB signaling,4.3842360185016265,0.65257434518761,2.0664103186278737,3.2169703204917672,0.6230908638951485,1.7588311107329828,1.1119965396978122,2.4717085369680967,1.8414557575089874,1.011580405548937,1.4726680589194
Orc1 removal from chromatin,4.537026200148457,0.6525570785066972,4.560082809564169,5.0,0.9472831781574699,1.4565312953530365,1.443075714588851,5.0,3.4399920420263497,2.757056313582958,5.0
Fertilization,0.2978847429571632,0.651538194478968,0.2812058770212015,0.08015448579718801,0.050846494142262444,0.43776106076866594,0.12869431969562942,0.10701270438865244,0.15292671909335456,0.33554245442032693,0.2340973904586855
rRNA modification in the mitochondrion,0.3900109845495267,0.6508399860993718,0.552294613777616,1.2197481343097145,0.6868315599103113,0.0458730463280643,0.4667776934358075,0.27711869893106794,0.33000664916944195,0.35804961289036735,0.0027777958246313966
5-Phosphoribose 1-diphosphate biosynthesis,0.015925761374434005,0.649366482598364,0.07842268735043105,0.19914582138420162,0.10671078452494112,0.08713315453787475,0.19909717978192087,0.5202912546273595,0.0017549089368120168,0.04312602789551844,0.5695358490892566
TP53 Regulates Metabolic Genes,1.7290521343352743,0.6492188244331243,0.5165611446486227,1.2108742695132657,1.614065100519955,0.7563309031637524,0.8829493953069896,0.11504014166321354,0.1993695832339203,0.8885593779468585,0.40263425043694
Arachidonate production from DAG,0.1895390997892472,0.6489904383543221,0.9461427223167485,0.1145443227543799,0.38218880206065536,0.15399372437445225,0.17717425212003657,0.26809216915978074,0.009292848744439995,0.35345785783004907,0.007340921936030952
Golgi-to-ER retrograde transport,1.169745183536048,0.646896433956015,1.112130291238999,1.5103292765258658,1.4364153345786936,1.781468091465022,1.813068396808649,1.5262071124917647,0.13272344914025724,0.6495510663736773,0.5779245241086596
The fatty acid cycling model,0.41801711975062894,0.6401535213646419,0.21115914793402843,0.24714894585667332,0.021902472576717517,0.08066256149823586,0.18211660701422092,0.7734339085033729,0.24850414050625572,0.059058453506449504,0.024433680967550664
Repression of WNT target genes,0.5870916412425626,0.6386693639269322,0.2436099268115497,0.5160891276598245,0.391832261004806,0.2473252705652283,1.7569826215888549,0.26980965166511367,0.2945674028364948,0.17888127829139025,0.23045023092359618
Recruitment of NuMA to mitotic centrosomes,1.0329243917466104,0.6378408973060224,1.0416099260570866,3.4750217843405475,2.202549024702405,0.17159166347848132,0.979843916029975,0.12768716359077636,0.41466976260463595,0.6124855574527914,0.6603513930607757
Regulation of cholesterol biosynthesis by SREBP (SREBF),0.8636585930770307,0.6369206379822971,0.4830217946478526,0.9762930348218914,0.6598307618905294,1.7347229778830966,0.7383743996252413,0.18151850688357954,0.10953304775252895,0.8379668050726317,0.13491781235578976
Negative regulation of NOTCH4 signaling,4.775645160014706,0.6343819343892255,1.8090564437825245,1.7711045518509805,0.6837141395275432,1.6947440655723582,1.310071693806499,2.288423182491101,1.9258939920403648,1.4803574490971123,2.042040795189988
Classical antibody-mediated complement activation,0.03654569180815907,0.6335664596783718,0.2627305526524707,0.9845777819702166,1.4967569652129336,0.831365095872615,2.77554707505429,4.063885294363963,3.7639313171545425,0.012329886509661379,1.037527189977495
FRS-mediated FGFR2 signaling,0.12661353192623137,0.6326191654878833,0.6851543211750645,0.0706930499559022,0.288192152625127,0.2440738806081142,0.6395269298343581,0.3086246418113381,0.07905974806863213,0.09547598182594444,0.14668908040123774
Other interleukin signaling,0.9093292015256107,0.6324631958610564,0.5360039915628191,0.717980081004473,1.4998508435863644,0.38659004474412584,0.6781202293279687,0.15985771671944185,0.5219749549313099,0.7624608117828734,0.03938639339394228
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,5.0,0.6313732716360485,4.381047169861707,5.0,2.2200850005842008,1.653673516209542,1.5504622813642086,5.0,0.9394407806208719,2.5540344212260857,5.0
Metabolism of nitric oxide: eNOS activation and regulation,0.06762836931265152,0.6308579307788624,0.46663697142526667,0.33782236767479257,0.692772898490207,0.31744467662365833,0.5457709020235191,0.29090357074789625,0.20673679352578567,0.18316215160054752,0.43845272554067777
UCH proteinases,5.026508546212957,0.6306872234790935,1.3994648254606432,2.5331696803524393,1.0876566441595388,1.6743089124599224,1.1045466189339121,3.1000974670184083,0.6927966885538268,1.029922587977202,1.8142518697177066
Synaptic adhesion-like molecules,0.2451760940623775,0.6284714735561068,0.8687971563826515,0.4213992267858822,0.4593787074810225,0.2597027803112329,0.48554647472729423,0.09263912545398646,0.041667917759148854,0.45058049173087533,0.035440174192360945
Phosphorylation of the APC/C,1.752899014703408,0.6284323808572096,1.8546564875499936,2.5020139257745577,0.9382782732570919,0.4528097911751341,0.9137176165506168,0.1561542096921271,0.2810006222093868,1.2304547810632227,0.7398298655547242
Signaling by Hedgehog,0.7936088686659636,0.6282382188879759,0.37573889460535054,0.4282603415502856,1.0481075000758702,0.6469164325729099,0.7819971429458377,0.4677874637907746,0.3885237838457572,0.3021007876071302,0.25716749675704453
SLBP independent Processing of Histone Pre-mRNAs,3.477641618980913,0.6276890587628261,2.0676017994352924,2.7829305981111596,0.6836146662846456,0.8236810778478583,0.9733314530513734,0.8784732422411959,0.2139052408794409,2.0215960885828204,1.1944785278154382
SMAD4 MH2 Domain Mutants in Cancer,0.9712665849715548,0.6274725655101022,0.04777648562639561,0.13047097394635773,0.4595140422822742,0.1969486962722835,0.09533256616395791,0.3000832779098447,0.18312862961607904,0.2614874325602682,0.17556950065307264
FCERI mediated MAPK activation,0.4789245882757032,0.6271092033778526,0.21128701048108534,1.0854369166194622,1.5144059875514086,0.2805527374558302,1.3887196849891659,0.7300389115435086,1.9692341902625439,0.9624596586336197,0.2513825353854745
Insulin processing,1.0744676029619762,0.6269603124008315,0.10161257129919007,0.10064589247316123,0.6075232922280625,0.13907185484443613,1.6600594014812124,0.06689809419861992,0.08245263664118035,0.3480702782808029,0.23346678082493375
FRS-mediated FGFR3 signaling,0.22351644197711004,0.6266868940390452,1.0064445190530942,0.12823639450623267,0.24606477597601623,0.14375966418697278,0.9271821222131802,0.38599512152801335,0.25537604712280604,0.2986148426703026,0.19292631631241708
IRAK4 deficiency (TLR2/4),0.8184631329497573,0.6264642942201353,0.0035584666641763347,0.9097146297955452,1.4780888994067665,0.020475965219510592,1.2528634995119865,2.462047391755698,1.1296063919612993,0.8663730103652703,0.663389466622143
Endosomal Sorting Complex Required For Transport (ESCRT),2.943723175896507,0.6262895967021934,0.4772799980524836,0.8319005701199269,2.515878354514758,0.1677959771575411,1.462566827303576,0.399306248270438,0.12335246542442808,1.0502149033352541,0.16650269203667376
Signaling by Non-Receptor Tyrosine Kinases,0.2286050628230405,0.6262250985444944,0.2605343449920607,0.30823403662577553,0.33176927339659884,0.1616485641758168,0.09877975603099051,0.35044902003596506,0.40499273302930405,0.24044165687496638,0.25932517867897836
Abacavir metabolism,0.1442489909016024,0.6259160636391577,0.24441561228670206,0.12024816315948983,0.008255394861444412,0.08176638122661255,0.0987354144664437,0.2964038480116534,0.035902467877329876,0.47011680275662426,0.06616973143311879
CDK-mediated phosphorylation and removal of Cdc6,4.460164107151529,0.6257827065237868,2.3864148454773004,3.88215069359729,0.8682400739828626,1.795177329223051,1.315406686499094,2.46867040131794,1.6398688387622793,2.179819905980028,3.3498996123622184
Telomere C-strand synthesis initiation,2.944142423083743,0.6256310383095093,1.203567527235787,2.44889127177163,1.0543527940084243,0.07688478827329315,0.9741568006231676,0.50240600190014,0.6039323906423363,1.0981624862865016,0.8962707824471554
C-type lectin receptors (CLRs),0.6418300857877015,0.6255903971590355,0.430460747231451,0.340000718702377,1.0131540799305336,1.780153356731887,0.5231874529742891,2.4885812346960043,1.4985073607850616,0.20149955466486516,0.7823498190885021
APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,5.0,0.6255664026282708,2.4416527324420803,3.7295405303911315,1.1278088687927463,1.7504116556657516,1.1211687028065223,2.9142938215866914,1.9362933415211356,1.638265562754308,3.66021968379643
Amplification of signal from the kinetochores,5.0,0.6251249223062075,5.0,5.0,2.173616664049643,1.6243023781070414,1.5668303664145264,5.0,1.1425377862985209,2.5536419273160424,5.0
XBP1(S) activates chaperone genes,0.25090727150498204,0.6248037629606423,0.5853269224014911,0.25122085359688784,1.0201354614166576,0.4229027011001718,0.2852297972068103,0.5517772489214496,0.6883024517346562,0.15531180092120808,0.3784443731019247
Membrane Trafficking,0.27081290453466766,0.6245840433537366,0.1648478945805569,0.18473278983683802,0.3244728959999519,1.7190606996668516,1.1619234321427772,0.7359116881273581,0.22706613817658072,0.16844258190119019,0.5928246567996632
Loss of Function of SMAD4 in Cancer,0.9886062699363497,0.6245128773895184,0.03763489249007901,0.11843145290222011,0.4907026790155552,0.2345766236997117,0.10887869302224386,0.25223536526601165,0.17441367743799271,0.25470105486654215,0.17360401838769007
Sema3A PAK dependent Axon repulsion,0.16708672420898468,0.624508675603694,0.5507950475872389,0.2277221710924185,0.32367854890169884,0.6439935633174145,0.2217034857654258,0.6048238663416622,0.4152626387637923,0.31029155293161603,0.5844983055460367
Signaling by PTK6,0.2352833769700147,0.6241446751784822,0.26318647985091737,0.3034147887432336,0.30764441600316156,0.2233527458224221,0.09229623321586122,0.4281829071446258,0.36442263635855116,0.3343105972112503,0.28524739983648423
Cytokine Signaling in Immune system,1.002344170650143,0.6238641563220905,0.24099153588711675,1.2064593320459294,1.530804400573983,1.4020982804698483,1.847332850478368,2.4224468095095215,3.4507159074181226,0.9964605410143293,0.5788822722992377
Loss of phosphorylation of MECP2 at T308,0.16694704244083267,0.6230742900010017,0.1360608824904795,0.18474455384006103,0.011993269238048561,0.027634533543257785,0.40175628242425426,0.10934792225628413,0.5761127621969203,0.15305144496329878,0.11120618622356959
Downstream signaling of activated FGFR1,0.1880681356183271,0.6223891837596629,0.48276283563085953,0.09087232148079036,0.16434497126351633,0.11684131570340123,1.4964093275563561,0.3407444425541647,0.22787531993317656,0.0817083113471122,0.047340529521656356
Nucleosome assembly,5.0,0.6195538404732799,2.346240522862811,5.0,2.0953797068302165,1.6886295242446123,1.9087994397715535,2.186154231050081,0.550280918210646,2.2087227424869464,1.2256742608512532
Signaling by Hippo,0.5187381704122721,0.6156469057463498,0.19156834851577056,0.31271997689921216,0.3208952593186836,0.3016847376674317,0.44165488948161435,2.0406983456777685,0.21437315421292852,0.18749779904981967,0.7751180003191628
Estrogen biosynthesis,0.06751070471736895,0.608718543786315,0.013668754092361264,0.1845597202274396,0.6138875510318257,0.16129333223983755,0.31890294201347885,0.0564818374524877,0.8193028881824196,0.1116555197247535,0.019038167662461514
DNA Double Strand Break Response,5.0,0.6082766171369799,0.4783134298210721,1.383987134049033,1.7707798649447957,0.2657643743866375,1.245762866732704,0.7465957938952191,0.12543503875449893,1.0969982063654136,0.2303846264157497
Asparagine N-linked glycosylation,0.5287075734752245,0.6081831312690957,0.23767198552769828,0.3887425658118474,0.2461623771143131,1.6547472658485558,0.8572981552418206,0.8468484980218915,0.206517120893306,0.2091651022846816,0.2453813027141226
Translation initiation complex formation,0.13450556234437736,0.6079249260319973,0.8266133086773797,0.2730462634788258,0.8737507575672937,0.24595056096820006,0.443995473690496,0.49026451440662,0.8823873079538176,0.3387877736268116,0.7626906006677987
Interleukin-15 signaling,0.13775746554768534,0.6071390535387821,0.1383958153687586,1.0701649553855428,1.2176175981413113,0.31259523550759954,0.9176426797931044,1.2862830841562947,1.310574867728584,0.09144279169273549,0.3439400842023478
Disassembly of the destruction complex and recruitment of AXIN to the membrane,0.446800395728478,0.6064406024949126,0.3034088085244449,0.24679145211199258,0.24756947026944864,0.16845624054319608,0.6878649249062017,0.06769712018236575,0.19353718238385723,0.13778102294103353,0.17065386222263626
Loss of Function of TGFBR2 in Cancer,0.2691431653026617,0.6034228471168248,0.19219594093737308,0.21522929580161565,0.3272811395298303,0.49634624219732254,0.3421485250855055,0.37172604418189853,0.5762359307680067,0.312271758182337,0.024532781725591972
"Synthesis of IP2, IP, and Ins in the cytosol",0.15115061911698052,0.5968129165762119,0.11154998521449824,0.2632254037804003,0.21771004811358755,0.2767307192747023,0.11898112109507031,0.04488779408568516,0.07421382000632971,0.38462781662336826,0.04343133385738959
Unfolded Protein Response (UPR),0.4769130032377226,0.5952961006720889,0.9847337968621306,0.3113841738976739,1.005068680330569,1.0163109871137546,0.6594231869944261,1.2436266779809668,1.2823351463201085,0.40442669434474904,0.6135137684174495
Translesion synthesis by POLK,0.5695984356802055,0.594895743989461,0.5366870088797154,1.1396060395632293,0.8808287712641651,0.19648289178867778,0.7288824850343671,0.6348075823865504,0.4783333715573055,0.3984899185091608,2.4189902560765923
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,0.09760741382361005,0.5948942985254948,0.3177645138642532,0.20755273452704293,1.209339639159533,0.504422291199919,0.4344325292194949,0.296707408490322,0.7516035321505378,0.1979878047515504,0.207018747106134
PI-3K cascade:FGFR3,0.36947820332572173,0.5937502856726113,0.4578250229325326,0.2301914985487805,0.04568194157304328,0.024481218417784802,0.6136119235993701,0.1800676198132395,0.08997458374207988,0.06261178555768061,0.02526150506651491
