,Cluster 1 p-values,Cluster 1 q-values,Cluster 10 p-values,Cluster 10 q-values,Cluster 2 p-values,Cluster 2 q-values,Cluster 3 p-values,Cluster 3 q-values,Cluster 4ER+ p-values,Cluster 4ER+ q-values,Cluster 4ER- p-values,Cluster 4ER- q-values,Cluster 5 p-values,Cluster 5 q-values,Cluster 6 p-values,Cluster 6 q-values,Cluster 7 p-values,Cluster 7 q-values,Cluster 8 p-values,Cluster 8 q-values,Cluster 9 p-values,Cluster 9 q-values
Transport of Mature mRNAs Derived from Intronless Transcripts,7.564740501609025,6.84121781657646,7.202512614084445,7.019561987234757,0.5036607749048988,0.41832161328255796,0.7640274061606717,0.6949464870173726,8.018596158551048,7.6286441154477185,2.97286358393754,2.6898805258378284,0.5027876170857121,0.4624406692059341,2.9688393576442653,2.3204165222812434,0.5829571169942824,0.5354277547131588,27.31266468642821,26.430424838409387,4.9917073740435125,4.388389165084433
Binding and entry of HIV virion,1.1829566299269365,1.0085373439927505,61.81389681605106,61.00629058632914,1.0416980987039726,0.7691028457217647,8.722432807049808,8.145196399446878,15.33785859521571,14.640143173789431,0.5511244360649531,0.5035950737838295,1.5421290407617785,1.3402647044213412,2.8181064377537695,2.2197993745680216,0.9285351843080021,0.8408961347940809,4.774347317236916,4.5319892841384855,4.990545604208082,4.3880666119002925
Regulation of IFNG signaling,5.441660437328615,4.899368651004142,49.89879374101926,49.21342875797941,4.843013768232406,3.304356266563027,18.573769242912206,17.65315983795492,0.7257966246823442,0.6785008168472384,7.322329713645081,6.764722189437335,3.594286656910212,3.1814375295212103,1.0000848512574934,0.8041789168189984,7.377550567198927,6.860771174390039,7.659005959424376,7.333423283063849,4.987061186684338,4.385419792479774
Amino Acid conjugation,0.430480162479805,0.3921963751638003,4.541342542380158,4.399755590670188,1.4012472879999154,1.0107809825725482,0.9271602867398031,0.8335878077897785,4.368387505402709,4.117158468078136,1.655761646405955,1.4729281668128869,0.4004519242729279,0.3798694594810663,2.1301256632548604,1.6906882570716124,2.7842355380846295,2.5476924133714522,8.660700490600348,8.309093439573239,4.965313888390063,4.364508479971841
"Incretin synthesis, secretion, and inactivation",2.493463246079288,2.1731661661804447,28.518102940295343,28.09059589074863,6.487553859936529,4.429394242257137,30.395183813203193,29.12587620160175,11.442726532796303,10.902618964731692,3.53797873070948,3.2224709116768757,12.426397804649028,11.47320103248815,2.1498518741907238,1.7047340319868343,0.34491228549608444,0.33645448202978806,2.3847581553651422,2.2382111187070772,4.9569189422501845,4.356947913496686
"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",1.1286779450214939,0.9610883056238516,2.9824098938743657,2.876721683079393,2.112579004122011,1.492500788466907,31.999281455259524,30.669244437472745,9.01933786985298,8.59127007848285,6.090279050246064,5.614829768647897,4.353267657438185,3.880314328008324,2.832269361920402,2.228110311494591,13.1264294326024,12.154012954234489,21.829010419791544,21.08969346757575,4.952869005627771,4.3537307565770105
G2/M DNA replication checkpoint,14.615481284342541,13.422524173256607,6.149814144046495,5.983147553842032,0.5089052109091652,0.42126616139524403,0.5128562582151655,0.4775353941022245,3.294875722348802,3.087307938883983,4.3103972290620725,3.946380920053142,9.548372604957562,8.742108863111152,3.068960264678012,2.394045080507939,0.692780487029674,0.6312442400799579,1.1714465170590092,1.0896609245012103,4.932069516256034,4.333762453070285
Caspase-mediated cleavage of cytoskeletal proteins,1.1005154412498022,0.9375215535413091,22.406834413167704,22.04858954433665,0.49126065870537405,0.4104850537699879,4.279112230730067,3.9092467493748693,6.0383679341088925,5.712785257748365,17.26127497851538,15.852951245341007,1.562078700147914,1.3577423283545296,0.5377723107748358,0.4489095519576486,11.961575825019544,11.101133106095565,62.713278001776075,60.396469249723054,4.92514705211487,4.327669587045574
Host Interactions with Influenza Factors,8.50333240939302,7.690880503909046,34.293964712214105,33.79405979953674,1.0572684235317527,0.7790798334284333,38.2110314298096,36.51747196815448,8.537075883877694,8.127678492599259,6.843897611632048,6.314549334097442,2.991801066318536,2.6335561974874815,2.951497975263107,2.3086312218441725,8.966441696191445,8.330874181514009,15.114787110848518,14.59938206881285,4.914773385108498,4.318123936461434
Meiotic synapsis,25.69364411133735,23.989772579764402,2.2458817965699045,2.1538650010095637,5.65833297555507,3.897826724269336,8.450880142387538,7.8830342515906775,7.912600378185202,7.5246993163761315,2.155278278557901,1.9311901711889783,2.1134155313468788,1.848530695339963,2.099701832704457,1.669947458702392,9.460039690524667,8.796443452246988,0.3093469572754711,0.30892795629564435,4.911030296198061,4.315207288298778
Pyruvate metabolism and Citric Acid (TCA) cycle,1.6764802297073538,1.431185282749421,12.657322581679818,12.403471663711304,2.2045067672908947,1.5350809853524925,3.5976985894057925,3.2760861289499497,2.477211737883153,2.3111594256904398,0.6119008536337242,0.5561169355730994,0.4457016565818757,0.4157982575012284,2.7985630808462316,2.2043882513270217,0.36655776067410833,0.35359278350974066,0.4701093714520332,0.4506233336043137,4.903261202445621,4.3082630656051455
Regulation of KIT signaling,3.4580154679337,3.0555498730001185,23.175170474141748,22.80775172873364,1.0299925177513058,0.7616255692486881,15.850162267565116,15.038503493832,8.568665855307616,8.156572648533274,1.5397940620985349,1.3669364264694763,10.228604858487362,9.396095945781125,0.39781797488363435,0.35884755583265965,17.57641668491551,16.246379667128732,1.017745447271602,0.9491552564086547,4.8906149594748545,4.296440129955645
Plasma lipoprotein remodeling,8.420269660533126,7.620656806430078,47.05739623999705,46.4033453196256,0.6787087914153931,0.5250614143393892,0.4785711694108923,0.44754469113726486,0.5607876950934361,0.5311085637595248,1.1784980182221818,1.0441039186037138,21.456871969474086,19.939403766874644,4.195637320514441,3.2802291092429634,0.5443966523889565,0.5031295887372439,11.725540644525953,11.290686863812532,4.859650377161197,4.26629729714336
Protein methylation,2.1677478362361278,1.8799518971633944,7.1055374591885725,6.923861358512325,0.6447846936282419,0.5072404059142451,35.41964116351166,33.902172960912225,49.305432361284794,47.030016294389995,8.681549518835691,8.035913609497753,0.9983412639254122,0.8662239426899889,3.388205514617974,2.639598486631947,5.328635160766415,4.951345661332011,7.010377350788702,6.699606553732997,4.857074882208756,4.264541999756522
Regulation of IFNA signaling,0.5514022666146866,0.4803603739612166,11.843005479205722,11.602472982556918,1.2124520729423212,0.8855378846080721,7.654271982013431,7.112709489700646,1.5664242254857506,1.453735456088653,5.770612554241132,5.318314883246502,11.495592900862052,10.602030022745838,0.3366569328662407,0.3235476953857479,3.4116377172138375,3.1377980385539956,0.4920825411205371,0.4697400152291079,4.854500139008667,4.262785908037114
Multifunctional anion exchangers,0.6994731598094773,0.6001483519703614,59.36047973181451,58.58149007483476,1.3081520631176617,0.9489505981247348,2.4631685828515693,2.22481664885184,3.4703974512036826,3.2567079526963743,5.873226486532627,5.411330756787461,0.5461806967727688,0.4960739116038346,3.8718173267801492,3.015581056607504,4.210262828571317,3.89214923482995,2.3434350470611385,2.1992292262179762,4.845065845324531,4.254168725566558
RUNX2 regulates osteoblast differentiation,3.829366461579442,3.3976624026527147,82.75544072047364,81.68167001710692,0.9354625582087973,0.6945655676385526,5.350467739620332,4.908140805266777,24.55418335625915,23.52517633413635,3.8770694720115384,3.5416262290370604,0.8274915374779805,0.7232234173518901,4.377429055241702,3.4242322830808245,15.048073827994699,13.898582410689853,2.811211523064661,2.645159210871948,4.842494610076053,4.252413067049603
Highly calcium permeable postsynaptic nicotinic acetylcholine receptors,2.287591105666568,1.987397901170723,1.9103858671102174,1.8263191777779322,0.43899637601875446,0.38106425333786365,4.229594832675173,3.865670701416928,39.4951785302342,38.04169263830163,0.3586422877247081,0.34567731056034046,3.3162609961622214,2.9298918388758994,0.5991240798673699,0.4958330848106527,1.0748025579801137,0.9741597082130846,33.45283748341902,32.40320045976901,4.822236773849253,4.2340228455502755
Synthesis of Prostaglandins (PG) and Thromboxanes (TX),3.957004113679179,3.5140969594906184,98.24893755714635,96.82422340778382,3.1659140174180327,2.1934975390501212,9.057146070606187,8.47031160425272,3.9079341197400046,3.6760589426236985,0.4803079741580068,0.44362211840729227,0.38382041288452806,0.3656464439559415,2.4441926191552916,1.9376163850973536,4.064383417942644,3.7540407081388536,0.5990264153853487,0.5657450281940203,4.821951786240891,4.2340228455502755
Clathrin-mediated endocytosis,0.302675499110944,0.30215014898926507,40.008993593600024,39.432547531041244,2.9445572115805434,2.0393681654907514,10.388976686681117,9.756115065379607,1.7731379691403064,1.6438499379237472,4.273107612344785,3.9115053978337047,6.016797026354233,5.43876883278558,1.0995072275090068,0.8816881148571619,11.284250899974616,10.480659747989533,5.2188996210929535,4.957851333727667,4.821666807910528,4.2340228455502755
Organic anion transport,0.3236331679366847,0.31889038918188295,61.229731973643744,60.4301191195407,1.233336755972075,0.9010553167467579,0.41403131304540647,0.3945452751976869,9.978631306993828,9.516128596741886,12.605341953952244,11.6899337339143,1.7716186457933634,1.5440082605454901,0.4826332362926154,0.413122764784091,0.980069702314889,0.8867568912242614,18.17664799935275,17.557068590059444,4.819672219379953,4.2328377530264865
Interleukin-6 signaling,3.2851087327230717,2.896183391000757,5.780704471508406,5.619535353215159,2.737490450659551,1.9078200740837155,18.32857737380171,17.418308802182644,21.002671544243068,20.092402972624,1.9569909396066238,1.752788603240899,0.5633207426683723,0.5094374599471817,1.5510091797547183,1.234200427701696,1.0657368571975292,0.965357936020758,35.10234999888256,34.008257717977116,4.818532658617666,4.232506182231034
Defective CHST6 causes MCDC1,6.278930835448171,5.6847560059289615,1.2556025159987776,1.1950302971516784,0.7845553519104465,0.5882977867448456,20.738039534652938,19.728726820513128,2.929573404574137,2.740517168354088,7.601379755153697,7.033533864356836,3.614289280612836,3.199483419910543,0.40317679352571956,0.3598323140940437,1.720184735887307,1.5661842321355344,11.415670695307401,10.992292879016924,4.815969189646523,4.231554197416469
Biosynthesis of DPAn-3 SPMs,7.542038836300076,6.821827179873514,2.7821283376315398,2.6798985391490167,0.4044152181270069,0.36107073869533113,1.1253862658535538,1.0113382011937317,6.189244907826491,5.861440771472005,0.7694592381536492,0.6931997343832269,0.8564410554884743,0.7483423233418532,2.4256848220857976,1.9271019636467313,0.3456193454834437,0.3369479720684601,11.415339869012003,10.992292879016924,4.815969189646523,4.231554197416469
Nef Mediated CD8 Down-regulation,2.7519958533140567,2.4022668354055314,62.740771121377726,61.92638948930914,0.8714273144673332,0.6480402475765461,31.54850091161589,30.252881458632803,2.452806020828054,2.2882856131580884,2.5639360519979606,2.306690717846206,0.33600874001790393,0.3269099113696885,1.5444916919294422,1.2298490016329278,6.996392141428329,6.508887162206332,45.05475630757217,43.56402235821997,4.793499875349142,4.210122317809644
TBC/RABGAPs,0.5189774579647541,0.4557489954739149,6.417211620557689,6.245288286791809,2.9343006250666113,2.0324652209844074,0.3281866129630972,0.32291981931127,5.72571170855241,5.412794122736298,4.001336273228516,3.6530104697294288,0.9297903403031283,0.8080505847186964,1.1617783436366282,0.9295809228830614,10.441940514673497,9.696840594429164,1.9245363025301332,1.7997371431307811,4.792931783324279,4.210122317809644
CASP8 activity is inhibited,0.8741015779147179,0.7453771995766338,41.92345709196191,41.325150028776164,1.2447705634802906,0.9080557371953796,0.5689931257371686,0.5258799616142386,13.182838509054417,12.57359993309933,4.361920037482622,3.994501292074512,3.170744846114069,2.7934553466796657,1.183982569678285,0.9453046339869712,0.7629963823586762,0.6943209303796729,19.120020611667744,18.464077337618594,4.788956178004181,4.206947255540006
The phototransduction cascade,0.4236867791734718,0.3867730071320878,2.339158698094368,2.2458458870037403,4.011665628288326,2.7401798550219607,2.5563606783315183,2.308479537960568,0.5609095855152307,0.5311085637595248,2.9990190001274977,2.7140225194048457,0.866661932206742,0.7566790561855696,2.638191810141406,2.0885389241705643,6.0952790854257355,5.6677720358790245,3.728756003870333,3.52253696211656,4.773355327686742,4.1921454753319
Surfactant metabolism,0.4776173102305527,0.42515406522762295,0.3706657491426801,0.36433788855233307,0.6072148900947851,0.4854047122167414,2.0040527875012644,1.8038517794364908,3.257374225373665,3.0531704748552175,1.3405293328855916,1.1895582055226976,0.3650342091249241,0.3512053938201511,2.6584026619305985,2.105770042267907,0.3968319248485578,0.38040123766623823,0.6642079142440734,0.6263812790564943,4.758914152177562,4.178501902401183
Cleavage of the damaged pyrimidine ,25.673112894804525,23.989772579764402,95.21389845968548,93.89708970763246,3.4351459345699675,2.340352666235211,11.14108215533318,10.48608608881742,0.7577036433687965,0.7080666197187881,5.736218146354564,5.286876882160593,2.2544534189112633,1.974672546614016,1.140627691726649,0.9137240511130248,7.473180186251536,6.949463034375094,5.287777461201836,5.023225158619859,4.75043060959334,4.170814500245055
Protein folding,0.5537165385605176,0.481766848278685,98.18582680094894,96.77210803588787,0.42658400428938964,0.3757716227314467,1.1652947619641638,1.0474178798433507,3.2246930911675515,3.0221616356761154,0.9934502851774051,0.8858883818777568,27.41867676462713,25.482079254285715,0.6974698657693249,0.568463752434722,20.263686379259276,18.71030562076919,0.9941350464393044,0.9262799098819898,4.748734902471236,4.169913476751645
Activation of RAC1 downstream of NMDARs,2.6280480045657777,2.2916971447888557,1.6748705491319367,1.601099845765209,1.2839046903775075,0.9318268593781147,2.6198951553567214,2.3667949626951166,9.595244155988592,9.150008339481449,12.29029145601,11.395086630826809,3.30047886671187,2.9146191458263706,3.2766452804546278,2.553122595422063,0.5550196406142478,0.5119064764913177,12.163646804178732,11.716656260105038,4.7478871740802955,4.169858980511643
DNA Damage Reversal,0.6868076197721874,0.5901069557592203,2.352574311885297,2.2584820309798577,1.219449365971529,0.8903068788447814,14.206531390880818,13.44360566547167,0.3145992473359732,0.313341029704856,0.9680558761058669,0.8652958034647862,2.510082578302084,2.200167534196962,0.43755987534546115,0.38255498358792084,15.065290650695633,13.909849900877585,11.63145106305137,11.20056865079978,4.745909465678699,4.168673058075769
Defective B4GALT1 causes B4GALT1-CDG (CDG-2d),5.604655474246962,5.054259569306339,7.494120949563629,7.305388210179323,1.2548050621857034,0.9137976875029588,22.790961958809874,21.73183178162604,13.02553668968124,12.42137763925543,21.782277207275115,19.90963289297501,0.6185524007874419,0.5564203127079914,7.430575989105878,5.742121590461549,30.70237925387542,28.16372175220604,3.8697577493597715,3.656410619401454,4.735322337979987,4.158876275421209
tRNA modification in the nucleus and cytosol,0.704412885040447,0.6042977321571792,16.95410445694549,16.646746600691163,0.5135625161267298,0.42412620636334386,5.185549945631384,4.755231918750844,9.826067284180521,9.370195152827591,0.5054040074073438,0.464367155519253,1.9304187667225574,1.6875443645173436,1.352844328275849,1.0821403634688656,0.5573831475619485,0.5138298585613572,105.63869240781331,102.32188365576029,4.72052225381884,4.1448651006176025
Unwinding of DNA,11.292431952183309,10.293686535093048,23.891114497294854,23.518294620315604,0.3137591068611751,0.3061443758359711,1.9439207778813263,1.7542893558227124,2.927738700913836,2.739005961529529,0.3956847429258001,0.37488266018645017,1.5038555488043654,1.3079496143658704,1.66052329724241,1.3168423987890865,10.467667084026973,9.721401271855846,2.992083747008955,2.816411085076672,4.717846876775476,4.142977202451653
Keratinization,8.495402872938497,7.685099153290346,34.293964712214105,33.79405979953674,0.30968442819123665,0.304555792572445,2.010202009471556,1.8083376731311183,5.15995783059449,4.875767839392188,2.233397557215899,2.0040152621991623,4.799219756086384,4.305232649336466,6.210522530955641,4.809838079126541,11.434307731585935,10.625354851228744,26.4441546686807,25.58371194975672,4.7120765356839165,4.137992914935593
IRS-related events triggered by IGF1R,2.172573739122216,1.8839294064936638,19.596740330256488,19.264008612106295,0.5235919446446732,0.430952073633572,5.918620066745485,5.446288490438145,17.06916765776996,16.31702496996903,0.5225748046317713,0.47899888662179485,1.8553713130823508,1.6202698311266779,1.619253420706248,1.2878711427362275,10.34471481886669,9.608831042489287,6.064721936265522,5.77851290617845,4.699423599178629,4.126124611854037
MAP kinase activation,0.8754950219367428,0.7459248897151993,54.19999774665374,53.48307206667441,2.6965345008578034,1.876368226730856,32.93800724829528,31.560717724821245,4.079725508213621,3.8384637175531298,1.282450309140545,1.138827825499797,8.475600179493096,7.729334367321972,2.023633753875166,1.6104575179063818,11.971886214919646,11.106863898390914,2.4345577393303697,2.28417910112063,4.679778554708734,4.1072627857783885
Gene expression (Transcription),1.9345601758871425,1.663465482774988,26.216760929919214,25.81640612641612,0.8335714762633162,0.6229536214737093,11.018729159396829,10.368438387898687,1.6651741212966436,1.544421425263179,0.3480083502801642,0.3371954809979467,0.4689059671316823,0.4360764993171401,3.1686423458776267,2.4719696487983622,11.088841797623221,10.299662946441538,1.283338095706918,1.1951863017628312,4.675294634050952,4.103560673579988
MET interacts with TNS proteins,7.298760300209384,6.605200838554262,13.104823241829017,12.844538213855095,0.3861169466300333,0.34851870717840633,2.2117322208913692,1.994604109947597,0.5013185810757141,0.4772088320666216,0.6001213281935492,0.5463676608798603,4.169324234995258,3.714049893801274,0.33926087984142295,0.32521583626138256,3.0790601111217355,2.8259599184601307,23.65546235050464,22.858481592227335,4.666054038716919,4.095100481837626
RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs),1.3351147113329078,1.137005395684634,5.376914237527905,5.222968478796809,0.43238992981455204,0.37921724634963805,9.499208801165196,8.893363168107449,12.021318569843993,11.463421710188944,3.254000103593946,2.9521317013338604,0.592397171730587,0.5347042638626313,1.7280886392722867,1.369843770441232,3.494361465920639,3.2143692233182257,1.93764519586959,1.8114482416301725,4.650954826813645,4.081496048711285
Frs2-mediated activation,4.104824092889477,3.6531193154775834,87.77624399726805,86.62080324745001,2.3644831206477757,1.6297377315064623,1.082523126750819,0.9733487420867585,18.605145616265037,17.79076398419645,8.232894301736847,7.61851608612935,1.8757056083511752,1.6380781023457778,1.4041585740859832,1.1211755159862715,0.36007349234584496,0.34861610973944657,13.612228601006501,13.129840552635011,4.650116773758106,4.081496048711285
RUNX2 regulates genes involved in cell migration,4.588247756024401,4.100742776802404,25.829681294001762,25.432473565732852,3.202847917321047,2.21847762518363,22.74770952005358,21.69097215598563,2.6223445354934736,2.4479252495592876,5.033325946403942,4.6271415992401215,2.980969595285192,2.624631620766469,0.4279792626671194,0.3771668811091764,1.6224419064086908,1.48174254489601,14.701732414150982,14.19917125782988,4.650116773758106,4.081496048711285
Deubiquitination,7.765795950190303,7.027626408105354,23.68174805458786,23.310407887666656,0.9971118808457459,0.7354285976525617,1.6791587536906571,1.5137198518850954,3.2259262859823448,3.023060886236159,0.9840081284426201,0.8777854012947545,17.57238111880434,16.34193219742607,2.2839107638232754,1.8159067128220572,0.6119446458718624,0.5608968105364508,7.4116543062757065,7.09091920870796,4.640624665551326,4.0727787747544655
Nuclear signaling by ERBB4,3.784875265778693,3.356807474408563,11.498471973589337,11.263370491633665,0.8452608164625264,0.6295114193176198,35.145682713688636,33.6350539356195,5.961830899219485,5.638458377664074,17.357649051637882,15.92733102475734,40.417040283070904,37.7992015353539,1.307870834108526,1.0485549892499222,0.9960206325162814,0.9016682171425059,4.728351303124857,4.487818806476052,4.633652005301525,4.066579568817564
Interleukin-23 signaling,1.326644063164165,1.1307381287256701,27.52002362379141,27.10576165105238,2.0939207503317663,1.4829757105626633,0.9067445194691997,0.8162778545798083,17.232898053031718,16.474797871511864,0.6853805774718399,0.6182592532241192,0.831177174546328,0.7260228230464882,2.1533439656379962,1.7072911185935489,1.491053616455419,1.3600702240153588,17.00957944277833,16.431551249209676,4.628913902811823,4.062613545610148
Reproduction,27.652560703391657,25.442341333672086,1.8122649438657383,1.732748529380175,1.7884874817767713,1.2730824397411042,2.5195172203147314,2.27606017064861,0.9132228286261872,0.8478089266132693,2.109135318284767,1.890277637225895,15.0587749653943,13.972415134719553,0.972270408356539,0.7828904341551157,1.4109960408262672,1.2839582451201188,31.055982794007882,30.071612501870465,4.603041063685808,4.037511415616128
Keratan sulfate degradation,5.0255111400123464,4.505671707222989,7.313705968401221,7.129477064007936,1.430961763801486,1.0337540355325747,0.4510659290897955,0.4258480026947745,0.6988312572998459,0.6554867778681701,7.698840623707955,7.1192245143596695,3.4085103606253644,3.0133880840559444,0.8658592258024685,0.7010328692069204,0.4926442975741965,0.45709623257618714,9.859481450974954,9.476665862753174,4.59693232054232,4.032172016308736
"Biosynthesis of A2E, implicated in retinal degradation",1.6997003542857485,1.4521896143482556,35.75205715789118,35.23043299552058,2.5665611506856303,1.7788356018737932,18.758014922644826,17.832141277695182,3.7047370701970537,3.478186371075348,11.374464001350574,10.537662192254702,1.9313209461845098,1.6875443645173436,0.5154548048807006,0.4366921559564739,3.176550788064925,2.915502500699638,8.992553807595401,8.631913486017742,4.584451120974485,4.0204588001097346
Regulation of beta-cell development,3.609317475694975,3.1961412397261904,49.767797298421044,49.086472293182936,4.03902927011622,2.7475263833279686,1.4522718538368264,1.3057248171787617,0.6007463364217297,0.5681426520705017,0.38184154399354164,0.36388586835022607,19.264807552265207,17.925722405501034,0.35644869446104044,0.33608573661441454,13.804834648248566,12.750476985925973,26.884357155535156,26.008457485547353,4.538847088426759,3.9756213952666433
Activation of BIM and translocation to mitochondria ,0.3748705166076565,0.35406843386830666,3.5794752949110618,3.461598412790249,1.357091006056693,0.9798015066222893,17.130936806529725,16.2597322577503,9.959370117300205,9.499893861678451,13.933183113248484,12.895127962148292,21.70324630370864,20.14231240732811,1.3480761686092488,1.077762580890935,0.7434619512067947,0.6765849557879674,0.641619096535033,0.604705324493649,4.53085786657164,3.9691613809136896
Diseases of Cellular Senescence,0.5337401608372158,0.46759532824743716,0.44775949937225534,0.43198074298321437,0.6287750718326445,0.4965392544686591,3.7096085090337834,3.382249574647453,6.675868753028464,6.327075714969084,15.22207416054797,14.045144494896183,4.174225133278527,3.718353001925598,0.40407464302197493,0.3604987250119984,0.4303929251225036,0.4069467277809269,0.6987103844777491,0.6569825308815855,4.53085786657164,3.9691613809136896
Trafficking of AMPA receptors,1.949345397294566,1.6772938635119248,1.1089343521864459,1.053626373331704,0.4000943119274761,0.3579051789656921,1.805609249962025,1.6274189318084955,2.1499698349449443,1.9987021596142953,1.3375083873659792,1.186952174957974,2.033778826525249,1.77842255355942,4.020444363225641,3.142968305002882,5.709229050966632,5.306763456033051,1.055998718075499,0.98420883676023,4.525902953018934,3.9649690566384037
Defective CD320 causes methylmalonic aciduria,0.6834124704068077,0.5876654296293967,2.650270379126249,2.5504188344343235,2.0667298375314536,1.4667588087779557,46.67154097370512,44.25064146693865,4.480442409992953,4.223953686628216,6.111416154441255,5.634713496844991,1.393221633069878,1.20963233774935,2.89098176236387,2.267019929588078,12.196984429626776,11.31314496844816,5.984386990403639,5.701001993837567,4.484454769312253,3.9242821255050795
"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",8.175251639304781,7.397518986044535,29.14224474949306,28.70510520307209,0.3192996103425117,0.3095588089507879,44.60652102388306,42.493832254485966,2.773691022412449,2.591696640679887,3.3886645258977075,3.07917672676743,7.0865267389894395,6.430583464940287,1.9393286588955012,1.5420696332497632,10.928624688693976,10.150892035433731,16.27930663877385,15.726674019111158,4.4817173021338945,3.9223045788738964
IKK complex recruitment mediated by RIP1,0.30754182076610703,0.3058633858966866,53.73084936065655,53.01718498122371,1.953121124246574,1.3967348556167638,3.2381156910772497,2.945381926331654,9.223599031337528,8.791585643233487,10.647065170574058,9.863010797513533,0.40358852747652024,0.38234687538597706,2.1079739406892206,1.6759605525851795,10.617311054928738,9.858009504781373,14.3509613036667,13.856974196916784,4.473237030726586,3.9145829006409536
Serotonin receptors,1.2841003950686027,1.09212179242944,0.3979315471887677,0.38872968704747274,0.3012108274974377,0.30106615600915854,4.919382278783038,4.511594380941172,11.414297628178474,10.874915698514764,0.568362428998563,0.5190910220269885,2.5597486447194786,2.246400424775963,2.701743927996876,2.133898037200015,6.943535633215573,6.46051125581903,41.59309030566178,40.263053287875,4.465038780206132,3.907141920551084
Rho GTPase cycle,5.536499928209219,4.989806470943298,0.6803385525085441,0.6506594211746328,1.4268067919764553,1.0311640905611719,0.421066174433703,0.40026409169435306,9.487444213070306,9.04511727871675,0.4624460066039334,0.43051896920636423,2.458898321469059,2.1557692667072295,0.6094691093094314,0.5016388745326628,18.10566358422528,16.733337504322424,33.65099754606565,32.59186736888182,4.460669778335246,3.9035288709718543
RUNX1 regulates transcription of genes involved in interleukin signaling,0.38368576129277837,0.35957601228368596,15.387909420518428,15.09885787315596,0.7712426124507799,0.583208738745446,2.5098803428229903,2.2675223097245594,20.943845783075314,20.040336795103542,9.828924012838737,9.11471340178962,4.509151809963945,4.024212832191425,3.594828662798904,2.794591581749437,0.42484606895743465,0.4018416768237492,9.50553892593102,9.133706082290047,4.45794035584805,3.9015540872182397
Dual incision in TC-NER,2.6938166899955713,2.3487902586900717,40.94208207477918,40.35443811241893,0.5743321571289528,0.46232837355390455,0.930617434387763,0.8363641774951107,28.691857623136467,27.556892459028216,0.9680558761058669,0.8652958034647862,8.244846285360248,7.511236307275848,2.534877137227876,2.0033982201856206,2.649005393284162,2.4235118009283627,16.13295697855052,15.583304092579679,4.4565759913124685,3.900943052415178
Erythropoietin activates RAS,0.5664372025955005,0.491423881837677,12.192140407985017,11.945738977672113,2.2702661384052685,1.574891244389305,4.2956891274114115,3.9233630475085577,0.4063671206681395,0.3931863449990071,0.3725368767948346,0.3566799328033524,5.405598073624213,4.874830531813745,0.6029500311282445,0.49726182033327165,4.741409362255028,4.3954122210745235,3.5089509065390643,3.313701998673543,4.44022164442316,3.8853407307906673
Thrombin signalling through proteinase activated receptors (PARs),0.4297367656317972,0.391681614531604,4.283824300428938,4.149430200810469,1.0985899887295898,0.805856223983994,19.94657297866839,18.96822072021997,4.966784465695444,4.690973406065912,0.8467731095634351,0.7599020434183468,12.281287029197511,11.344689518856095,2.420447384881671,1.923840092314289,4.569311923423238,4.233868680448761,6.9986524084659365,6.688309698662146,4.436410418644011,3.883233486052238
Defective CSF2RB causes pulmonary surfactant metabolism dysfunction 5 (SMDP5),1.8668881263311974,1.603925800198446,0.6105085180615202,0.5844020092963523,10.573012876971152,7.865407554852888,5.347569605825549,4.905822117164227,1.7103418398988084,1.5858217004139066,1.958996573213475,1.7544575895777237,1.1545551404801386,0.9997130047911913,5.152448829590007,3.990976115002047,3.0378886171324777,2.7874057904414933,5.067015609085252,4.812412665851943,4.435866105714929,3.883233486052238
Estrogen-dependent nuclear events downstream of ESR-membrane signaling,5.186454715104646,4.655687173294178,25.274929753977723,24.884977710874395,0.5624041281807536,0.45591389595396337,0.829183554536368,0.7524245745959935,6.989955423107041,6.6321880633751125,13.799540182292173,12.772766041601669,3.011975884604909,2.6498919235309497,5.2670937813606535,4.080618797802638,7.571412052366414,7.037791991388649,5.101698785362712,4.845587873663302,4.435866105714929,3.883233486052238
Blood group systems biosynthesis,0.5072726407879922,0.4474220412959018,92.41050221068951,91.17647882895295,0.8550324160713617,0.6365212005130372,2.028071356638523,1.8248717556585288,0.6436459878067601,0.6053622004907555,14.19851721414055,13.139387036956713,1.7767684510924038,1.548804261766386,4.292542984003329,3.3588604418436456,3.333938008029021,3.063234043222037,0.6206993715794924,0.5852985860805504,4.430969432056338,3.879083664653205
Noncanonical activation of NOTCH3,0.9474049233965292,0.8034908690956832,6.054977923055161,5.888925610862448,1.494770458788895,1.0772348940534766,6.9753948169193505,6.462043180514742,13.842547523076759,13.21058413266815,5.75503928696547,5.304517873996643,8.07493818069561,7.356585364793225,1.7408068475297924,1.379685845790276,6.055968905929097,5.6318111877533745,0.6336203998509883,0.5976175761916329,4.430153052193938,3.8790128548999294
Cellular Senescence,29.984688179703873,27.248127115237665,30.313439790718157,29.86291837774933,1.16643047467841,0.8548022351291682,0.3161148918129941,0.3129624863780033,11.7333417867445,11.185910360767616,6.6527967842242655,6.137391742188599,2.8318575753395367,2.492315035713807,0.6719185907983987,0.5493465874692057,1.33624038713228,1.2161603577025448,1.3505534163582302,1.2585366207978894,4.427705848479797,3.8773099435391747
