,ER Status log adjusted q-value,PR Status log adjusted q-value,HER2 Status log adjusted q-value,Triple Neg log adjusted q-value
TP53 Regulates Transcription of DNA Repair Genes,3.7894499840871956,2.0332697802309565,7.849176468759951e-05,2.797930285082806
Synthesis of wybutosine at G37 of tRNA(Phe),5.459534751185691,3.009655887661572,0.08725798338739227,2.784239845335408
Toll Like Receptor 4 (TLR4) Cascade,3.7531795425538093,1.3167995306427107,0.054898073435270076,2.765490130349374
Initial triggering of complement,6.4945869533627585,5.031053021852877,1.1723025029145806,2.765490130349374
Gap-filling DNA repair synthesis and ligation in GG-NER,4.046127478007633,2.4710641214254534,0.04497641612566415,2.754684515220113
Platelet Aggregation (Plug Formation),7.045414509672907,4.9094816734597035,1.0071105277539423,2.7474400104354535
GRB2 events in ERBB2 signaling,3.46191791940441,0.9576029486714545,0.1734618151053512,2.743082212204953
Glutathione conjugation,6.006323052670605,3.1795544713306603,1.0009563367233418,2.7430404390641088
Sulfide oxidation to sulfate,1.6579289086965845,0.7126984277809401,0.15782087054053304,2.7234609579135163
Transferrin endocytosis and recycling,6.000070433584234,2.4588944660900127,0.5531395892045531,2.7141212687975558
"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",3.339346378312847,1.0616510410805646,0.13975772503982278,2.7128133453684122
Cell junction organization,4.937835662095375,0.9692135598939877,0.04497641612566415,2.68484333333388
Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,4.108606483794831,2.4668506320479344,0.19917967555152272,2.6761441092980434
Arachidonic acid metabolism,4.345705011316045,1.7731310337661985,0.03279103462970698,2.6761441092980434
Lipophagy,4.878003552895633,2.047332645673201,0.21015842904050686,2.6630856384827735
tRNA processing in the nucleus,2.4513727701540997,1.651782268179452,0.19179657692639848,2.6474790092472493
Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA),4.445217576958873,2.4975960840048805,0.5757157540087685,2.6355386745649416
CaMK IV-mediated phosphorylation of CREB,4.7689230473648685,2.3801532237702796,0.8036887946135364,2.633640626216154
Metabolism of carbohydrates,3.3447180903920573,0.9693529812148718,0.06545475795899763,2.6316496221597436
TNFR1-induced proapoptotic signaling,2.581201163912801,1.2158939033712184,0.07415266118968508,2.6295455828377463
Interleukin-1 signaling,3.725235216476689,1.8826571191506618,0.06545475795899763,2.617346450940452
Termination of translesion DNA synthesis,3.8174787355283177,2.2543453375539313,0.0889673629773554,2.6051652679493604
Selective autophagy,2.6784792609561547,1.981534387448373,0.17197915313881781,2.604790928313916
Sema4D mediated inhibition of cell attachment and migration,3.3643672300667307,0.5110000093069784,0.22623368425136017,2.604790928313916
TNFR1-mediated ceramide production,2.35406461006422,1.0695761815965295,0.048923064075715256,2.5905299420656083
Extension of Telomeres,3.1096399881384995,1.9146327940775028,0.004849422822564477,2.583601154136037
Signaling by FGFR3 fusions in cancer,3.7299003021828496,1.0882416760372315,0.07415266118968508,2.5620237632912213
Nef and signal transduction,5.4620588730347555,3.749192847044437,0.20357912671718575,2.548492910348028
mRNA Capping,3.4613373199280555,1.2936061420910268,0.054898073435270076,2.547562508139746
Glutamate Neurotransmitter Release Cycle,5.801606529751961,2.7848137154290007,1.7750835415902806,2.533415139078832
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),3.46191791940441,2.128722380613114,0.1258806338946804,2.5259980534062203
Gap junction trafficking and regulation,3.6022829200096997,2.16030110903537,0.15082730515373016,2.524984798184186
Activation of NOXA and translocation to mitochondria,2.410954269944228,0.6361043332596995,0.06766240231174535,2.517050824544622
Interferon Signaling,3.9743439115041554,2.384768945476393,0.06552765289749728,2.5131778596549674
Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET),8.290019035107234,5.397739571265911,3.2642801693735928,2.5131778596549674
Bile acid and bile salt metabolism,3.733523614295892,1.576550229913242,0.13737878390441077,2.512203615006422
Constitutive Signaling by EGFRvIII,3.0240614735499802,0.7691708146709488,0.20870841259042036,2.5062490360721688
Signaling by EGFRvIII in Cancer,3.0240614735499802,0.7691708146709488,0.20870841259042036,2.5062490360721688
Regulation of gene expression by Hypoxia-inducible Factor,5.143279675318234,3.445412415745283,1.0016014594284663,2.5056580696830624
Cell surface interactions at the vascular wall,5.433364448724529,3.3150381977817407,0.29231798259621655,2.477276214356581
Interleukin-18 signaling,4.693196124632774,2.4218592400466186,0.09906266321039464,2.4687723683099696
Regulation of PTEN mRNA translation,4.125420339727054,3.275052199015089,0.036642260929263364,2.4650284581974673
Synthesis of 15-eicosatetraenoic acid derivatives,1.0026292051678634,0.06153681808528534,0.8297439082626346,2.4597615602232255
Regulation of actin dynamics for phagocytic cup formation,6.204872556988286,4.081188540240069,1.1760789973964367,2.4568749167250705
Insulin receptor recycling,5.617979992166169,2.280211535895911,0.5782835519838829,2.455629198594025
G1/S DNA Damage Checkpoints,3.5133929469047738,1.8939195239374944,0.11999043647863848,2.4552539564468816
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,6.1858314021759195,4.1258106602399875,0.998226917104486,2.4537882676278144
Signaling by FGFR3,3.573192319114073,0.6202788757189399,0.1949156902626953,2.4512380338755495
CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde,4.836033364159049,2.6340015980945206,1.0159376214029519,2.4512380338755495
Recognition of DNA damage by PCNA-containing replication complex,3.213811852014936,1.8398506201972324,0.011595346306866029,2.438778217034528
TNFs bind their physiological receptors,5.334507795277556,3.646121005931567,0.3668060323075132,2.4370504021869213
Removal of the Flap Intermediate,3.0865372639991353,2.0348379333316395,0.03279103462970698,2.4225826590680652
RUNX3 regulates RUNX1-mediated transcription,4.119444469666318,1.8862395292642447,0.06545475795899763,2.418845064661387
Defective Mismatch Repair Associated With MSH2,4.497454548288297,2.05340679941473,0.05376860216397203,2.418845064661387
Condensation of Prometaphase Chromosomes,2.3778406031481016,1.9909550484642606,0.4074566409718127,2.412849602448412
Anchoring of the basal body to the plasma membrane,5.8154752611758695,3.352900724544366,1.1760789973964367,2.412849602448412
CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,4.376164444190104,1.6616449797348125,0.12829756326234137,2.406476592305338
Metabolism of water-soluble vitamins and cofactors,3.4640661905496266,1.4125961928236774,0.03274701036710449,2.4005653748811
Signaling by MST1,1.5173122358758737,1.2492060070190845,0.054898073435270076,2.3997819740613426
TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,5.935678376109625,3.659747331487866,0.7300664733671025,2.3977312287532095
Defective Mismatch Repair Associated With MSH3,3.402139274872284,1.659647077701375,0.06420190906123473,2.396499760032044
Loss of Nlp from mitotic centrosomes,5.8154752611758695,3.370338865096417,1.2350872186154143,2.3928360414896113
Loss of proteins required for interphase microtubule organization from the centrosome,5.8154752611758695,3.370338865096417,1.2350872186154143,2.3928360414896113
Lactose synthesis,2.730667842770738,1.1547509734209926,0.18704486851885097,2.3928360414896113
L1CAM interactions,3.204332777281689,1.327700163403007,0.054898073435270076,2.381679678452211
Regulation of cytoskeletal remodeling and cell spreading by IPP complex components,3.873515678067133,2.3801018413787394,0.13528336992413512,2.3800824463813823
Host Interactions of HIV factors,3.3962814112434225,1.794089109518757,0.06545475795899763,2.379340986488624
Small interfering RNA (siRNA) biogenesis,4.549059026019824,3.2142891764492068,0.04545888608974328,2.373633681569996
Signaling by NTRK2 (TRKB),4.227188469149073,1.527790440167223,0.022375902476645972,2.373633681569996
"Gamma carboxylation, hypusine formation and arylsulfatase activation",4.788467752656817,1.796788595924984,0.21649695028889462,2.362110244743411
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,2.4994251122694235,0.6123783174583347,0.13975772503982278,2.357639583722614
FasL/ CD95L signaling,3.9489757534410406,2.034013336210332,0.03119038539896085,2.3532451718216723
CD28 dependent PI3K/Akt signaling,2.31614027335294,1.422127568354519,0.3012652865984114,2.3403931235806796
Signaling by BRAF and RAF fusions,3.923016407835192,1.3107934827089804,0.12942260145783657,2.3403931235806796
Formation of xylulose-5-phosphate,2.0170518587640687,0.9595727870148273,0.01049489630706494,2.3167236178158177
Regulation of APC/C activators between G1/S and early anaphase,3.530248755658008,2.0944712044102616,0.2738556130793776,2.3118836964784966
TNF signaling,2.6008030559411712,1.3964241938968893,0.2211257378582269,2.310135346552147
Competing endogenous RNAs (ceRNAs) regulate PTEN translation,4.022914738250654,2.7698617578303275,0.018038171468953496,2.3097280203073347
TYSND1 cleaves peroxisomal proteins,4.487419179866956,3.623879564470684,0.43473204022784573,2.3093502694268055
Defective SLC7A7 causes lysinuric protein intolerance (LPI),3.083644934606139,2.741933426624871,0.26428235192634775,2.3001787708658283
Norepinephrine Neurotransmitter Release Cycle,4.551450521258439,1.9180222287300144,1.090466036324288,2.297688214182779
Formation of the Early Elongation Complex,3.166142842792555,1.5845127897723517,0.01049489630706494,2.2921752443360526
Formation of the HIV-1 Early Elongation Complex,3.166142842792555,1.5845127897723517,0.01049489630706494,2.2921752443360526
SCF(Skp2)-mediated degradation of p27/p21,3.3116218160321527,1.8049971851939082,0.1267659073290159,2.2834398770980293
Regulation of RUNX2 expression and activity,3.439243506429257,1.8625359436982225,0.1267659073290159,2.2829754574234267
Regulation of TNFR1 signaling,2.5415378481739914,1.3359235772725842,0.20700654555282616,2.2771559776175274
Diseases of Mismatch Repair (MMR),3.7018318784562223,1.7434131373811208,0.014122290820915435,2.256397239256558
TRAF6-mediated induction of TAK1 complex within TLR4 complex,3.0493480669161244,1.735705863824168,0.04473863289379828,2.2498229873743
ROBO receptors bind AKAP5,2.4594267248877704,0.9391855289525134,0.04497641612566415,2.247930830826663
Metabolism of fat-soluble vitamins,7.166147308464189,5.8483049748395075,3.5892892416585096,2.247930830826663
N-Glycan antennae elongation,4.765830581156636,4.236023480612209,0.9751812831998461,2.247930830826663
TNFR1-induced NFkappaB signaling pathway,2.5612253297284733,1.2919600738963217,0.27339676327822854,2.246401700737416
RUNX1 regulates transcription of genes involved in differentiation of keratinocytes,3.5657132191442185,2.4374034518628114,0.08254778434072103,2.2360485324302375
Autointegration results in viral DNA circles,4.699284287753242,3.031675499423319,1.0016014594284663,2.2288528959873473
Integration of viral DNA into host genomic DNA,4.699284287753242,3.031675499423319,1.0016014594284663,2.2288528959873473
Formation of HIV-1 elongation complex containing HIV-1 Tat,3.1970527256744243,1.6373605244199627,0.00043533053701579326,2.2250577552419
HIV Transcription Elongation,3.1970527256744243,1.6373605244199627,0.00043533053701579326,2.2250577552419
Tat-mediated elongation of the HIV-1 transcript,3.1970527256744243,1.6373605244199627,0.00043533053701579326,2.2250577552419
Cyclin A:Cdk2-associated events at S phase entry,2.966022079025117,1.542779278060726,0.054898073435270076,2.22281183856988
Processive synthesis on the C-strand of the telomere,3.299407264493806,2.195749272150405,0.07415266118968508,2.2189132365004127
TRAF3 deficiency - HSE,3.0553511917375746,1.6380370359975502,0.04497641612566415,2.215172212590441
Sodium-coupled phosphate cotransporters,2.5073006850798425,0.3153616707536568,0.01049489630706494,2.214058454831413
Spry regulation of FGF signaling,2.864905920011157,0.15812766212283846,0.06545475795899763,2.21372642257804
Formation of HIV elongation complex in the absence of HIV Tat,3.184405970656304,1.6175426465373308,0.00048049387642566855,2.1995495048074893
PTK6 Down-Regulation,1.579520926571159,0.2908178341746117,0.11542055086504217,2.1962356527232827
Acyl chain remodelling of PI,2.20303005232904,0.20697983282731158,0.054898073435270076,2.1903143073330265
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,3.288228076671217,2.0194273829506773,0.21891767689138908,2.178792087106377
Intracellular signaling by second messengers,3.0044554307532367,1.4223417933934477,0.01049489630706494,2.1782622987368963
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,2.5224465172253243,0.5776560854097684,0.1734618151053512,2.1782622987368963
Signaling by Ligand-Responsive EGFR Variants in Cancer,2.5228861476480184,0.577748021675141,0.1734618151053512,2.1782622987368963
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation,2.9082119645449516,1.7026277826330687,0.04239176142220174,2.1583199744114654
Alpha-oxidation of phytanate,6.9837178702279195,4.010590408295668,3.474774854930036,2.155793858065934
Interferon gamma signaling,3.4719617441980777,2.1311648213860264,0.04955451165674589,2.155724246489379
Neurotransmitter uptake and metabolism In glial cells,4.534260123052555,3.4273522568795665,0.83756771215423,2.155724246489379
Astrocytic Glutamate-Glutamine Uptake And Metabolism,4.534260123052555,3.4273522568795665,0.83756771215423,2.155724246489379
Estrogen biosynthesis,10.550275763132149,3.3628737721398325,3.798261979945212,2.151122800000085
Synthesis of bile acids and bile salts,3.1780690889600454,1.3443860769884763,0.1730915360316581,2.1499408129295885
Retinoid metabolism and transport,6.9066578289937866,5.6713391796959005,3.4729253517696885,2.149534705829326
RNA Pol II CTD phosphorylation and interaction with CE,2.909436145651764,1.0636244501054057,0.08320730792795045,2.144760766741391
RNA Pol II CTD phosphorylation and interaction with CE during HIV infection,2.909436145651764,1.0636244501054057,0.08320730792795045,2.144760766741391
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,3.2865058862902816,2.0390636630535974,0.2932883245410247,2.1359908668061807
G alpha (q) signalling events,3.0576578672357693,1.3662346347684875,0.11458777881653164,2.129284977776513
G2/M DNA replication checkpoint,4.540573242158535,2.8756791538876536,1.788169771686567,2.1279304103825933
CLEC7A (Dectin-1) signaling,3.041033092866519,1.5772045181956742,0.06266425926814073,2.1121523004456337
Glutamate and glutamine metabolism,3.4713767118295893,0.8579225811707052,0.07531254618957914,2.103180433402498
CD28 dependent Vav1 pathway,3.904613876200061,2.984717720745091,0.13975772503982278,2.0934037367274843
RHO GTPases activate CIT,2.7193393309795173,2.4534946152833674,0.13252930936008622,2.0934037367274843
SOS-mediated signalling,2.7268554681494854,0.8288125447222779,0.4500646097552264,2.0934037367274843
Downregulation of TGF-beta receptor signaling,3.2313728588545003,0.720421704411559,0.054898073435270076,2.0934037367274843
p53-Dependent G1/S DNA damage checkpoint,2.9199624777893525,1.618438315040636,0.07949710923381015,2.0854733758029305
p53-Dependent G1 DNA Damage Response,2.9199624777893525,1.618438315040636,0.07949710923381015,2.0854733758029305
Integrin signaling,5.671333811048729,3.9740036557720457,0.8866166928729241,2.0825812700607944
"Defective ABCC9 causes dilated cardiomyopathy 10, familial atrial fibrillation 12 and hypertrichotic osteochondrodysplasia",4.0764665948298795,2.1978408678171077,0.0594782884935914,2.0825812700607944
The role of GTSE1 in G2/M progression after G2 checkpoint,3.188467961255697,1.847982096564922,0.20785838772130508,2.0786926687015423
"Platelet activation, signaling and aggregation",3.448424868089102,1.5484123184273453,0.019383210094097,2.074896107311555
Cyclin E associated events during G1/S transition ,2.741196166737466,1.422127568354519,0.054898073435270076,2.074611175334809
Unfolded Protein Response (UPR),3.300469036572751,1.6198501103713085,0.1128388370682568,2.051434422123024
Activation of RAS in B cells,2.810753350604114,0.7991039512924308,0.15288487045956667,2.0448771947524227
Serotonin clearance from the synaptic cleft,3.6482469761382585,1.6912758170468516,0.5501125439578308,2.0345500876909846
Nicotinate metabolism,3.9743439115041554,1.5598878279318393,0.19152583662947212,2.0320259210744958
SUMOylation of transcription factors,1.3092987897694404,0.48883412542554244,0.018115644661316897,2.023381019091903
Alanine metabolism,2.286688911124879,0.7354461024145238,0.1347613521124304,2.021033588864547
Recruitment of NuMA to mitotic centrosomes,5.168981547696042,3.417392423574456,1.2350872186154143,2.0174402620296794
RAS signaling downstream of NF1 loss-of-function variants,2.332275397734423,0.5491641844703192,0.2173966106267556,2.0140258681850156
Signaling by FGFR,2.4392937183383925,0.6196498282703964,0.3927494421956359,2.0140258681850156
Wax biosynthesis,6.873196537991586,2.4643532112858884,1.7381862446748637,2.0107037369719243
Diseases of carbohydrate metabolism,2.916186774545293,1.2878795647640238,0.00043533053701579326,2.001446334056059
Formation of RNA Pol II elongation complex ,3.07936477858298,1.4944319402015533,0.0026182268892848267,1.9961191538036658
RNA Polymerase II Transcription Elongation,3.07936477858298,1.4944319402015533,0.0026182268892848267,1.9961191538036658
Agmatine biosynthesis,4.200827996530641,3.1612469184309204,0.23853907640227032,1.9936545601371205
FCERI mediated NF-kB activation,3.882559837847711,2.4264818393725465,0.36282310246906646,1.9841209174348295
Signaling by VEGF,2.223905388179488,0.830710374555657,0.36282310246906646,1.9839213790791566
The IPAF inflammasome,2.5226212292620294,0.7331346590158706,0.16371630145597216,1.9826584969114671
VEGFA-VEGFR2 Pathway,2.0640118405517565,0.7667102043941242,0.20733447609845146,1.9764693692372475
MET interacts with TNS proteins,3.3941980201450384,1.4628509838760246,0.022375902476645972,1.9648504758613679
Inflammasomes,2.767194082919642,0.8288125447222779,0.23556364895688855,1.9609592589111589
Neurotransmitter release cycle,4.3148344611760265,1.5527974022099302,0.7761332698868426,1.9552400028257289
Processing of Intronless Pre-mRNAs,3.5705961149280414,1.9238145540111966,0.278071717515999,1.9552400028257289
Response to elevated platelet cytosolic Ca2+,3.609368999894726,1.6745517161310501,0.03405021436505504,1.9552400028257289
SHC1 events in ERBB4 signaling,2.5415378481739914,0.6814959292819799,0.4821439767160919,1.947721730176589
TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling,3.5517225354133823,2.077458713406967,0.2744176879914643,1.9406969852158313
tRNA modification in the nucleus and cytosol,3.9363874868842386,2.048725771135451,0.0697010727812889,1.939994790952648
Downstream signaling events of B Cell Receptor (BCR),2.6887792841908853,1.4259040206794094,0.054898073435270076,1.920505236150166
Transcriptional regulation by RUNX3,2.620824375607257,1.0732436471901272,0.022375902476645972,1.9173259108546887
Aspartate and asparagine metabolism,5.800458594292208,3.3935111145937924,2.3224151672500426,1.9167437027026857
Phosphorylation of the APC/C,3.2944777356328703,2.5538239078426255,1.0826361256021038,1.9167437027026857
APC/C:Cdc20 mediated degradation of mitotic proteins,2.9055321006559014,1.7996902663661911,0.24646262176591888,1.902324567217726
Ca2+ pathway,4.486415320349222,3.2059505640311143,0.5132095571805532,1.9021910577567553
Acetylation,4.504394014456103,4.759375298594126,0.610368455649358,1.9019606630743038
SLBP independent Processing of Histone Pre-mRNAs,3.4692186618408276,1.8696997866291212,0.5378794364945978,1.8990224143347194
Toll Like Receptor 10 (TLR10) Cascade,2.9256097553743463,1.0303979175044908,0.022375902476645972,1.8990224143347194
MyD88 cascade initiated on plasma membrane,2.9256097553743463,1.0303979175044908,0.022375902476645972,1.8990224143347194
Toll Like Receptor 5 (TLR5) Cascade,2.9256097553743463,1.0303979175044908,0.022375902476645972,1.8990224143347194
TBC/RABGAPs,1.9605739394340143,1.2453240429125982,0.19152583662947212,1.8968401321916843
Regulation of cortical dendrite branching,3.5177596756837457,1.2053850936440982,0.08118346915171384,1.8902703871539426
Activated NTRK3 signals through RAS,2.588971809203455,0.7539024370838948,0.17723576752903317,1.8902703871539426
Proton-coupled neutral amino acid transporters,2.456482577946551,1.80660894875075,0.016322983761655592,1.8898834041516765
Processive synthesis on the lagging strand,2.5559172943551545,1.9792917481032575,0.047919343732466035,1.8886500753979927
Interleukin-6 family signaling,1.9244744103181224,0.2941483202255511,0.013786862687278884,1.87707261050259
Effects of PIP2 hydrolysis,1.0371063620201342,0.16799507159282492,0.10312047769175728,1.8766811594729886
IKK complex recruitment mediated by RIP1,2.532990729202994,1.0309260858779807,0.07415266118968508,1.8715895551080504
Formation of tubulin folding intermediates by CCT/TriC,3.173961940450577,2.2308743691339905,0.29231798259621655,1.8637788348864963
FCERI mediated Ca+2 mobilization,4.994347531620367,3.590014374581426,0.9759798816169148,1.8580870941005867
Activated NTRK2 signals through RAS,2.4837273131690707,0.6787238321326207,0.27339676327822854,1.8562061659317899
Transcriptional regulation of white adipocyte differentiation,2.8562843203293387,1.5844250285086674,0.01049489630706494,1.8562061659317899
Abortive elongation of HIV-1 transcript in the absence of Tat,2.7517032703968067,2.146091527480936,0.06545475795899763,1.8562061659317899
Resolution of D-loop Structures through Holliday Junction Intermediates,3.166142842792555,1.8744700326443233,0.5752773718365178,1.8532025323291175
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,4.052726514455805,2.0944040354311007,0.5438656794828016,1.847861838325318
PTK6 Regulates Proteins Involved in RNA Processing,1.1075838219319476,0.12008605723124868,0.2617043589615579,1.8453098975165767
Activation of the phototransduction cascade,4.625002815325861,1.7550997749424793,0.06545475795899763,1.8419359392265857
Signaling by FGFR2,2.386907211090733,0.5589071495726795,0.1609185390032338,1.8396920295245613
Metal sequestration by antimicrobial proteins,10.480287086722454,5.260676783799515,7.163617483895343,1.838981495084353
Resolution of D-Loop Structures,3.1474374920852677,1.8711299704316893,0.5782835519838829,1.8376418686753322
FLT3 Signaling,2.4811399529012514,1.058111985422831,0.019609270903735185,1.8352253057201977
Constitutive Signaling by Overexpressed ERBB2,2.2415918549179743,0.6529732334225208,0.19993940455106587,1.8352253057201977
VxPx cargo-targeting to cilium,2.812510309654876,1.257775539089991,0.052642385234791284,1.834999675476767
Scavenging by Class F Receptors,4.739484497373673,0.89147865497875,0.5434212744153638,1.830013573360863
Proton/oligopeptide cotransporters,5.238939257313656,3.7844565064528384,1.5725338391349648,1.8206579651705215
Synthesis of Dolichyl-phosphate,0.3908592809310381,0.016962659775107577,1.0920255782227546,1.8206579651705215
NOTCH2 intracellular domain regulates transcription,2.7329202617467963,1.0656786672971295,0.07415266118968508,1.8175569785816479
MAPK3 (ERK1) activation,2.6566721437605163,0.6265947908169005,0.0583018047324016,1.8142498880079394
Pregnenolone biosynthesis,1.220098535957893,0.5710237811020663,0.20870841259042036,1.8134013697037257
Signaling by Receptor Tyrosine Kinases,2.6504618282547714,0.7689730063799909,0.054898073435270076,1.8134013697037257
Interleukin-21 signaling,3.9302307456165417,2.847060765153598,0.19977000884411433,1.7983301494948545
Interleukin-23 signaling,3.5908782754656285,2.1311648213860264,0.04473863289379828,1.7953270292906076
SHC-mediated cascade:FGFR3,2.5137206394325613,0.6314937632010421,0.15738103945370216,1.7785423396564628
Negative regulators of DDX58/IFIH1 signaling,2.3381170246482963,1.775640842686103,0.01049489630706494,1.7658951909516563
FCERI mediated MAPK activation,4.618039323553564,3.204931096147426,0.8309892270573468,1.7582479120280148
Disinhibition of SNARE formation,2.2633816089627556,1.0623370747722283,0.2226624908432462,1.755974361721987
Dual Incision in GG-NER,2.5446796859207548,0.9996027020587296,0.054898073435270076,1.7389245916432474
APC/C:Cdc20 mediated degradation of Cyclin B,3.194396977308015,2.502158798897007,1.1748004882066263,1.7373886145601432
Recruitment of mitotic centrosome proteins and complexes,4.448240264758182,2.8661433550249376,1.0159376214029519,1.7059741142619702
Centrosome maturation,4.448240264758182,2.8661433550249376,1.0159376214029519,1.7059741142619702
Regulation of insulin secretion,2.2431843423677775,1.004488629281727,0.051906043777062524,1.703439065732551
Interferon alpha/beta signaling,2.5328311601489197,1.692076860856869,0.054898073435270076,1.6915980525708516
Regulation of TP53 Activity,2.2875078384576555,1.4900077041103474,0.013704164393968304,1.672501296049329
Acetylcholine Neurotransmitter Release Cycle,3.012482521538987,1.160037304860675,0.379955058404419,1.672501296049329
Synthesis of Prostaglandins (PG) and Thromboxanes (TX),2.345651975806533,1.5972664681737452,0.23096280582607617,1.672501296049329
AKT-mediated inactivation of FOXO1A,0.8363560276228372,0.2405218758999928,0.03405021436505504,1.669390219587697
p75 NTR receptor-mediated signalling,3.76380202431295,2.1255408377313416,0.7615252891918578,1.6657940021814308
Suppression of autophagy,2.4868208690375586,2.3801018413787394,0.054898073435270076,1.6619254022694376
Hedgehog ligand biogenesis,2.431282260113425,1.4159690247912473,0.08077330675660936,1.6579206282289236
Diseases of signal transduction,2.2155495065237236,0.8342150738876724,0.019744361013030665,1.6544598677663764
APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,2.4622313231101063,1.488660291180436,0.1734618151053512,1.6492701261028075
TFAP2 (AP-2) family regulates transcription of cell cycle factors,0.5575036475299938,0.3799752281329118,1.157340230210981,1.6389460317585154
HDL assembly,2.5071707268843046,1.0478304951637623,0.049996645374838423,1.6384081854554629
Regulation of PTEN stability and activity,2.3324870216939777,1.4600399175697762,0.07135622307000289,1.6369332034677555
Caspase activation via Death Receptors in the presence of ligand,2.35406461006422,1.3388521616757207,0.02772813139449135,1.636368165053017
Platelet degranulation ,3.1450175177197446,1.4811772862655834,0.03888365505305225,1.636368165053017
Phase 2 - plateau phase,4.803272219720383,3.814850300597397,2.403540022806385,1.636368165053017
Negative regulation of TCF-dependent signaling by DVL-interacting proteins,0.9854351672807948,0.21028455697016019,0.054898073435270076,1.6309196009883982
Semaphorin interactions,2.23114467873996,0.703766615791541,0.19179657692639848,1.6253251811590208
Response to metal ions,2.092767696129623,1.8064469211819882,0.22143850732282852,1.6247087479123103
Metallothioneins bind metals,2.045359231864449,1.8312870199078688,0.24686441256538816,1.6198553550067147
Transcription of the HIV genome,2.681635386356908,1.4358907320612302,0.024691119412183736,1.6195233881405253
SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs,2.2874728411977587,1.251635713413581,0.07415266118968508,1.6187043271013166
Pervasive developmental disorders,4.949552493500329,3.149815476308491,1.842953027489237,1.6182863413055977
Loss of function of MECP2 in Rett syndrome,4.949552493500329,3.149815476308491,1.842953027489237,1.6182863413055977
Peroxisomal protein import,2.613919720929915,1.8637399136096426,0.052642385234791284,1.6179687226629074
RAF/MAP kinase cascade,2.2741440397547987,0.9629678228325813,0.004081789447917058,1.6179687226629074
Fatty acids,3.3186465523528095,1.8518470036186936,1.0016014594284663,1.6179687226629074
Signaling by FGFR3 in disease,2.245885191524221,0.5237035903954383,0.20051934622644702,1.6105090832858067
Signaling by FGFR3 point mutants in cancer,2.2392505375727456,0.5227591988769976,0.19993940455106587,1.6044391564468046
Activation of NF-kappaB in B cells,2.2590795907428545,1.2303339863343372,0.054898073435270076,1.598550889914993
Cell-extracellular matrix interactions,3.2492972310338577,0.9589071265854524,0.08053097516447791,1.597070483402683
Signaling by NTRK3 (TRKC),1.8000097816290124,0.5380205928974066,0.1935899070831032,1.5965271410509858
Cytosolic sulfonation of small molecules,1.8919214232226875,0.7344617630622272,0.12731049976879874,1.5961764782413164
Processing of DNA double-strand break ends,2.089807926647149,1.3842601758676194,0.054898073435270076,1.5832701302463519
Signaling by TGF-beta Receptor Complex,1.562387010214586,0.27194641532309805,0.2738556130793776,1.5810270657081145
FCGR activation,4.4757032159909365,3.318350494693842,1.0159376214029519,1.5738849046836247
Binding and entry of HIV virion,2.4837273131690707,1.2569193059367902,0.06430202852626275,1.5719185054519274
Cdc20:Phospho-APC/C mediated degradation of Cyclin A,2.3381170246482963,1.4027121488182845,0.15329569429602924,1.5701170473512445
APC-Cdc20 mediated degradation of Nek2A,2.4850639052701005,2.1592205002765743,0.5531395892045531,1.5701170473512445
EPHB-mediated forward signaling,3.0119625898109237,1.2453922379220574,0.19977000884411433,1.5612876047904471
CDK-mediated phosphorylation and removal of Cdc6,2.290445193829092,1.3829459933377088,0.1347613521124304,1.5511498374447301
G2/M DNA damage checkpoint,2.177218253999164,1.443173005443571,0.11060542705940513,1.548868419131371
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,1.9242866602102642,0.7977012070473196,0.5434212744153638,1.548868419131371
Choline catabolism,5.627694219506608,4.548043321873339,3.2448479377883173,1.5481088458534344
Signaling by FGFR1,2.1227784628222715,0.3914308259043904,0.13739148989797056,1.5450874395911913
Plasma lipoprotein clearance,2.6471058645536587,1.040204976697192,0.054898073435270076,1.5441790354455909
Metabolism of polyamines,2.286688911124879,1.3171616652317122,0.08740004693882777,1.542456296498061
SCF-beta-TrCP mediated degradation of Emi1,2.2183871040694285,1.2847325568786125,0.07409782486257302,1.5396178267105995
