,PIK3CA,TP53,GATA3,CDH1,MAP3K1,KMT2C,AKT1,CBFB,RB1,BRCA1,BRCA2
Diseases of glycosylation,0.33886735300051357,40.70239258387729,2.175043960960934,0.3392233251590189,1.1230820250326092,0.3520640029725974,0.485454022711491,1.8776469708500734,3.9763317719681694,3.4736199594131176,3.3216353526834497
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,0.6632842435624907,40.701520342267294,3.4700444638810546,0.469499573093655,0.8089530784231377,0.4302354920936924,0.47799491784725945,0.6575769075358044,2.214350524662668,2.7810171856303385,2.57639217214552
SHC1 events in ERBB2 signaling,0.9908094044497522,40.530169825554154,1.8779702172365849,0.3690834678358489,0.3426997417188336,0.33660434353078134,0.6605239999831581,1.0122733251945215,3.403072654971093,2.703645256825816,1.9962569836758361
Ion transport by P-type ATPases,0.3689113803016939,40.45547474779165,2.800324284976046,1.3990331623920467,0.7688150492578361,0.3112073494659079,0.5829680581816985,1.6339980226947421,3.5499986315528456,2.7411745706185378,2.5438458824030876
HDL remodeling,0.9984015254096655,40.33343812059861,8.210883243369596,0.6865875942496171,0.6695181485128199,0.34199192148391805,0.4143732896245053,0.8030894000581479,0.6184197679527732,0.4316582117507701,0.8112842839976324
"Defective POMGNT1 causes MDDGA3, MDDGB3 and MDDGC3",0.6738259338583212,40.31801947579393,3.0717530927873233,1.0617924396835374,0.5231106762961049,0.3112073494659079,0.743637924255095,0.7981186843150744,2.781446193541282,3.4873101792534267,3.1163281524200426
Activation of PPARGC1A (PGC-1alpha) by phosphorylation,11.949276140248498,40.2228981560643,5.00919378936992,0.799552123761382,1.0660311210711555,0.41032531057875715,0.3259856794719277,0.7544206720944961,1.122399017377758,0.7611295762502678,1.2129261496087684
Lipophagy,0.5362049614173323,40.04228269167954,3.614909343591755,0.773578478277726,0.33040175044454684,0.42028689063152036,0.5332464000162305,0.30987869277982394,1.7723780114112102,1.8463863746000713,2.0857082713582877
Class A/1 (Rhodopsin-like receptors),0.4284741652900433,40.021775638501,3.465398661673319,0.4823409084285744,0.5025237195073131,0.366159150146493,0.372566317149081,0.6471625752092929,1.8224256354380375,2.1916110496486914,2.1758122903080865
Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),28.604327505047948,39.57995840564521,10.023195415027066,6.7542497291562045,8.949053174297154,2.7391340339008092,4.560780619941034,10.071103087710638,1.786862566140838,3.8784871992950287,3.311868589672435
Recognition of DNA damage by PCNA-containing replication complex,18.688655848744105,39.55870417667681,7.515377279194875,4.629744289935682,5.948516831497503,3.1128675586298598,3.9858185836147273,9.212269295666095,0.44970035602346786,1.8566837112430787,2.4066836762559203
Regulation of gene expression by Hypoxia-inducible Factor,11.603084336008797,39.55870417667681,3.970210453894163,9.464807403616993,5.006922719002723,0.919119275777731,0.5655785354371787,3.729863040842172,0.6698677861220028,2.3122264432190236,1.535098549850151
Signaling by Erythropoietin,1.19516135585113,39.54598556547098,5.484339873418561,0.3826315385728072,0.8863230831244538,0.5670683361739921,0.3670329083753159,0.3011686924814178,1.641884961555969,1.7951524890916664,1.2104300728585222
Pervasive developmental disorders,0.597452922968041,39.519332800760544,2.398182536051653,0.3807942596022914,0.33209936503963755,0.3858520040593753,0.6394394711951101,0.6871093364350791,1.8633591990114966,1.2682301488444803,2.0758930162566727
Loss of function of MECP2 in Rett syndrome,0.597452922968041,39.51845876869953,2.398182536051653,0.3807942596022914,0.33209936503963755,0.3858520040593753,0.6394394711951101,0.6871093364350791,1.8633591990114966,1.2682301488444803,2.0758930162566727
Synthesis of pyrophosphates in the cytosol,1.0149598972962195,39.51015232432678,3.788860273858702,0.8121350765787559,0.6215573414600488,0.3497013281890842,0.5378406204290743,1.9236938913254784,1.2790990874534274,2.567975388477114,1.6461363132420912
DAP12 signaling,0.6027108818315753,39.464244431661896,5.1147594719322225,0.4089985706908524,1.2290126994486614,0.36102454263408257,0.41471807415927003,0.7793187564114672,1.1694439574122961,1.4227989714581328,1.141641538145798
Extension of Telomeres,28.245285519199978,39.44109247462034,6.464771709678133,7.623033469499291,7.286428823100357,3.056083207053682,4.28756129402363,8.539854882285605,0.5169314270293611,1.5783790395635562,2.3151962470660767
Trafficking of myristoylated proteins to the cilium,0.6267857029545907,39.37343308695749,4.9620710260604195,1.2301972492198463,2.1342655420958465,0.3520640029725974,0.6906107452670912,0.6777708160201042,0.5946165044985579,0.562248765913962,0.48016904869234006
tRNA Aminoacylation,13.753407178516088,39.32621224015064,8.293387563728542,8.246879862163947,5.413539516388436,0.37692584698813136,2.0410343305519625,4.977555523371355,0.6242577591331024,1.3101367371514845,2.6561586383279256
Regulation of RUNX2 expression and activity,3.962143325229431,39.224407397625605,2.595365525944672,7.887301744766051,5.046884131478325,0.3830301086055575,0.793126174077413,2.2084511555990365,0.4206911990170488,0.38101410635505867,0.6621730062723951
RHO GTPases Activate Rhotekin and Rhophilins,3.234477716424882,39.21057241175131,3.160814768019113,0.41249701540376943,0.34839687978472483,0.752845423465029,0.3670329083753159,0.727065465354562,2.7893336071846195,3.208716623730511,1.713689708876591
Cyclin A:Cdk2-associated events at S phase entry,6.5196254943564185,39.169457017417294,2.411406994222141,7.918318796830122,4.853911106507189,0.6801265714684642,1.003855174242171,2.7603874340430674,0.5066692097999774,0.32659957145483814,0.7159598090056515
Endosomal/Vacuolar pathway,1.2458737951484191,39.10433876956977,4.4899096221923545,1.8546007523944132,2.7548813151754086,0.4472468588452909,0.6314582818506504,1.5543737284455341,0.9288039725499526,0.7498524566441283,0.6239479345645096
DAP12 interactions,0.7120482435331014,39.02912159343862,4.989096660220173,0.5568038924720515,1.397089838223831,0.37638555784955874,0.47407699108642715,1.0624424049572176,1.1090623056978024,1.1899981059339764,0.9731027121120189
C-type lectin receptors (CLRs),2.2627830708549546,39.01762280574547,1.783271935173864,4.2610494514375725,2.620737421913844,0.30497165869031145,0.44650541834728824,0.7884477523788447,1.0596075252443427,0.9385376539051844,0.5581339690016507
Interconversion of 2-oxoglutarate and 2-hydroxyglutarate,9.537815227283634,39.014889416994826,2.484057425797271,2.8022184386053777,2.2425741641137917,0.5212346985884933,0.44759693983244137,1.68711067172656,1.5446073664105926,1.2500379262958963,1.1586063146463936
Metabolism of amine-derived hormones,0.3964020932481429,38.9992374553961,5.115961237503263,1.1959866483607668,1.9824323703048774,0.660460791809234,0.6807047017378538,0.9752733880529676,0.4417220488108369,0.5293386248416734,0.363488746271858
APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,6.565904443527097,38.815442114950436,2.826978625621884,9.21916054520849,5.810532895006973,0.6787051645627814,1.0653320547354743,3.4882971444298074,0.32032708487513495,0.5744567225192866,0.9779176358635719
Chemokine receptors bind chemokines,0.973508772366376,38.769930282256176,3.162956037819394,0.5243801541110138,0.6929047750015809,0.3346582700603683,0.3080417344596008,0.34730412578978725,1.4749123508400146,1.6692883100740703,1.4269865090716056
Other interleukin signaling,1.0874880310986437,38.723525128166514,5.0232079666509835,0.3506862199786132,0.38906911577602193,0.5670683361739921,0.32833932339731,0.4303639027560735,0.9661256519840837,1.1561308798526655,1.3788134337619347
SUMOylation of RNA binding proteins,12.75370680142741,38.70425212976871,1.834840363983195,3.2048882904601372,1.068624640216407,0.8729984054491315,0.6083871022384146,1.5082107476050044,1.08783588559321,0.9044847217504384,0.5837818172526281
Defective CP causes aceruloplasminemia (ACERULOP),33.48210632040623,38.66617516935292,3.012289841569875,6.592989274495838,7.511511068622221,1.8112622297404193,2.2880171440722514,5.97156509588671,0.32198221492531515,0.45536624630369327,0.4481971524179471
Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages),33.48210632040623,38.66617516935292,3.012289841569875,6.592989274495838,7.511511068622221,1.8112622297404193,2.2880171440722514,5.97156509588671,0.32198221492531515,0.45536624630369327,0.4481971524179471
Autointegration results in viral DNA circles,10.287220636444829,38.64555519468045,9.985037133142885,6.847146126207222,7.8780689953916045,1.7397087279929189,3.266452141108051,5.744319349809016,0.7864187691018751,0.7733524097863563,1.6848514564841044
Integration of viral DNA into host genomic DNA,10.287220636444829,38.64555519468045,9.985037133142885,6.847146126207222,7.8780689953916045,1.7397087279929189,3.266452141108051,5.744319349809016,0.7864187691018751,0.7733524097863563,1.6848514564841044
Gap junction trafficking,3.1081576820298196,38.547845497703214,2.5997332663614747,1.2684280115303859,0.4384860971940217,0.43443411524376,0.35795306496085505,0.4171696744920809,2.511329453773034,2.271479532126381,1.3480586036832913
Ca2+ pathway,16.25279134167677,38.498359107526,7.787214507408016,5.718309886919703,7.202996033825085,0.7028853293134446,2.261421235706599,6.825624133789083,1.1422402367780997,2.9527486269185803,2.764138836381703
p53-Dependent G1/S DNA damage checkpoint,5.378745233036541,38.308010422143106,2.795512538779108,9.040836088529744,5.6201957457845415,0.5071914370678599,0.9928122609280249,2.980684892244334,0.33779959600305964,0.562248765913962,0.9299029630748945
p53-Dependent G1 DNA Damage Response,5.378745233036541,38.308010422143106,2.795512538779108,9.040836088529744,5.6201957457845415,0.5071914370678599,0.9928122609280249,2.980684892244334,0.33779959600305964,0.562248765913962,0.9299029630748945
CaMK IV-mediated phosphorylation of CREB,4.377834185603434,38.15506155408722,4.772476210738022,0.5125145746612157,2.0117058474202802,0.5703808381058367,0.9296333129750141,1.4151561401643244,0.7093698113223129,0.5848103246337407,0.30172433290185996
Interleukin-27 signaling,1.0199546259505203,38.028829847234846,3.3214563925877423,0.4003773951843349,1.8708173789644187,0.4909719180597586,0.3721191001440283,0.4115955361473223,1.0961194307865878,0.7748001836594545,0.6286130332578319
"Inactivation, recovery and regulation of the phototransduction cascade",4.422653521606782,37.957383593232024,3.4983786213216517,0.5410445771961265,0.7545376707346256,0.4197934908935592,0.3487832140352102,0.3417001857664718,2.892513966873124,2.313035610454903,1.4533422622186118
Regulation of signaling by CBL,3.0662542917097313,37.95512207959897,7.278788074795138,0.710828572314283,1.3359344129271198,0.365231741330255,0.9323393393048498,0.9740663315447223,0.6995671019022421,0.5925723387786774,0.7171173617972738
Regulation of actin dynamics for phagocytic cup formation,0.3496639872058678,37.80515826324672,4.896632329122239,0.31724585059792,1.3610087719418047,0.5040190202725565,0.7097834537150376,0.6808813570470789,0.7030845112579516,1.2082457872945083,0.7045546309727708
RET signaling,4.196148301576301,37.753429854598814,4.630632976099252,1.2701120464625462,0.7467499030854178,0.42028689063152036,0.6544038205149226,2.0183984893082103,3.2227407866582545,2.5633324660461856,2.2598027672536944
Unfolded Protein Response (UPR),4.872519450263849,37.661396373485886,0.9753600757877698,1.9242200297057266,1.3683574631169828,0.5183286121150201,0.4568860917644484,0.6536608552211297,2.329027189752712,2.191110892286626,1.3197223635930884
MicroRNA (miRNA) biogenesis,8.235915545176242,37.60976622468204,8.911498376713853,1.6389699412984475,3.7672654690613636,0.41175960264467243,2.486578140622278,3.808413194284713,0.5147327176634651,1.4264219708461097,1.6086021292265746
Interferon Signaling,0.6940950732623647,37.54097802090416,4.698359661800528,1.4981627765357926,2.4536155969388513,0.3884254848141213,0.6876077620208512,1.0842231876631192,0.7291612753877152,0.5600381467103895,0.5060444801075445
Cyclin E associated events during G1/S transition ,6.248426465653802,37.53103272715758,2.263206406868929,7.850184906818546,4.723473474299598,0.6768672134558908,0.975735098145057,2.6940973085945044,0.5096375524871554,0.321180163659784,0.7243525755447021
Glucocorticoid biosynthesis,17.381137609714298,37.39410903993469,1.188943328003544,0.389578832198139,1.2272779196465797,0.7753064896491002,0.3035292346902163,0.8728775944675765,4.269292759808131,3.4906727333582848,2.871207527604117
Cdc20:Phospho-APC/C mediated degradation of Cyclin A,5.9460224184040165,37.3895989277238,2.656664165301318,9.039041692021822,5.585842861881473,0.642042130539961,1.0088958476960337,3.3126014583070105,0.32237901263005675,0.5481422674181728,0.9297818839814042
Post-transcriptional silencing by small RNAs,12.923762270998214,37.2835854321978,6.049918142179243,2.2735603549889194,3.501721266904485,0.3709087590103895,0.9158788160658785,3.156105923439635,0.3601672218653225,0.48147978844554684,0.5342754824281092
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,5.727373035130744,37.25068616492317,2.3793248450772904,0.9898420513221854,0.31131378729983816,0.7106866591524865,0.3173621199093738,0.5286893029300994,1.976786745209239,1.0922858505997262,0.8821787656129724
TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,2.2642581535168413,37.241224931880716,7.181216813552171,1.0893725759623925,2.3067857632009905,0.3884254848141213,1.164858861663425,1.7440768775029354,0.32851897002574143,0.47405720341545626,0.387038702918997
FCERI mediated NF-kB activation,1.2079035682064474,37.15432145009435,3.6486047064001363,2.863073537040394,3.5460910876297858,0.4909719180597586,0.9774576802176446,1.412663690325138,0.4618623651273826,0.4977896330845794,0.3832997253803444
Wax biosynthesis,0.3115128310295177,37.10933320050766,0.973707364783115,1.9081674478705888,2.0045531453560814,0.5917086256475418,0.4646277983765955,0.41549588600129234,1.403298092694297,0.38101410635505867,1.2062031943387694
CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,0.5792011476021818,36.99967957851132,1.584273076264898,0.7019044386545387,0.4565394317600199,0.3019348217541026,1.0499882858293381,1.0198897308605581,3.5499986315528456,3.8080417970439284,2.652671210055145
Removal of the Flap Intermediate,27.44247554686773,36.967800555071165,8.106354321815115,7.0413856669316734,9.375665347084533,2.139801821664931,3.753442543861428,9.815356619795336,0.5196433320893068,1.9915590219513986,2.3970693905802154
Hemostasis,0.5768830557290093,36.95478013137655,4.029763147058046,0.608314918602767,0.31975248848799614,0.3503630242843493,0.3783607355809868,0.7360322236302006,1.8100448911630713,2.641727737309585,2.1599068966729416
Synthesis of PI,0.4480703577966565,36.93906846556872,4.433272269381877,0.7464745297074409,0.5627559208532699,0.3801634520957945,0.8607194745815456,0.6098239555560994,2.211128708512627,1.8502028284484968,1.2453364998788488
RHO GTPases Activate WASPs and WAVEs,0.9066648458059764,36.92291016730103,1.187118222821658,0.9197522895758959,0.4482234857824243,0.3289231603884259,0.8043891773343633,0.5101193163916978,2.718348055449437,3.147929092330175,2.077259884093587
Regulation of PTEN mRNA translation,14.22225470752615,36.769654336669014,6.7685887656313035,2.587591951234509,4.787781934459194,0.365231741330255,1.8679001649952323,4.138519766597069,0.9246394756662274,1.3405487478269962,1.6086021292265746
Ion homeostasis,0.4100351304671671,36.76024524737815,1.9885488292392852,1.9533976926279897,1.294550438129129,0.33369010267719446,0.8398920176769589,2.0543379033515636,3.9154437204174526,3.2910224851334857,3.1010719722443794
CDK-mediated phosphorylation and removal of Cdc6,5.458267656133265,36.64396344948088,2.6384091503361486,8.896745935863308,5.42370953866662,0.5698312985613359,1.0197487274718458,3.095043078166829,0.32837181411273125,0.5220189869800339,0.9070724875571412
Mucopolysaccharidoses,3.268291378554455,36.501997851426474,1.7552976109752558,1.9724812273846632,0.5829245896109463,0.6274472027829312,1.0864351981012106,0.6642384863516618,0.6577850087508316,0.81766133595019,0.34907808822921993
Resolution of D-loop Structures through Holliday Junction Intermediates,22.917743232413443,36.34696006348238,8.357081542461884,5.619399138981395,6.691917627263114,2.4512508104951904,3.4889116067324237,8.826202155178526,0.6727333497362109,2.668128889462973,2.6218934977456034
Activation of SMO,0.5308158841232068,36.27756261019238,3.895323805491507,1.1078137424123053,0.5572833365404213,0.33425442560095164,0.3806708530898688,2.3181430278776314,1.3094208533181606,1.620164624683326,1.6898349856866641
Resolution of D-Loop Structures,22.810840881176848,36.26954831035244,8.307587120604422,5.6312573243720685,6.6631886741198265,2.4512508104951904,3.4666099417434797,8.802606925442182,0.6577224203255232,2.633654466970173,2.5705341465358047
Regulation of IFNG signaling,2.029000823664863,36.17402860339904,3.685300095350875,0.5072634714529884,0.4901984019136889,1.0294489957657562,0.6394394711951101,0.6989846091954248,1.475640143869165,1.3660356401047418,1.215061621306614
EGFR Transactivation by Gastrin,1.034151545526117,35.86925202885614,1.954510916311155,0.38735649265489003,0.5676092885738788,0.34181953354924466,0.5524358436442959,0.9491612684071338,2.8329204742597986,2.492733353431941,1.6683568954400037
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,1.381477155747084,35.74028659476172,0.9551528249647586,0.3432745706456056,0.3564405533118342,0.44526487285369526,1.1966486817964443,1.2738374457039885,4.269292759808131,5.450114719816595,3.550107595531975
Post-translational modification: synthesis of GPI-anchored proteins,4.873319349774913,35.636664363623396,3.942721630244392,1.0340626545926999,2.495098736966311,0.546410072639065,0.7288474758172432,0.8974674187649647,0.3066264202454885,0.46021221816195074,0.48776539960499005
Diseases associated with surfactant metabolism,0.33678710872839485,35.62960230031052,2.076446768140261,1.5747583388164608,0.3426265913269385,0.42028689063152036,0.5871022013951817,2.0594330001714156,1.8352383918006672,4.817422324256439,3.6186993268821013
Abortive elongation of HIV-1 transcript in the absence of Tat,21.07208090838655,35.62386081618947,5.339030125399985,6.250921630672937,7.1693398967817386,2.188940757825057,2.7918680181217943,5.915608532845841,0.4388558232753948,1.9880645365860194,2.032289704118855
Erythropoietin activates Phospholipase C gamma (PLCG),2.6342328499711356,35.566605903089496,5.889479205735178,0.5222200526142415,0.6012549786092115,0.47276948504160626,0.3670329083753159,0.4536480134085634,2.455905592154719,2.689388833189962,1.7930880093431039
Estrogen biosynthesis,1.3854487137252327,35.46719333360895,4.631495578097805,0.35008460699787186,0.5236132520222664,0.39002420611396843,0.40655659837816677,2.099205290168344,1.0885549634335148,0.5794552041050115,0.8990739970619748
Competing endogenous RNAs (ceRNAs) regulate PTEN translation,11.509042773916622,35.16064484164227,6.2435561831377475,2.2833340042021955,4.9240258865861435,0.3134980912849747,1.3822565207414954,3.719354445187663,0.8230323643313989,1.4300372865949378,1.6043020465727613
Dopamine Neurotransmitter Release Cycle,3.0768483820963497,35.031667004652,2.4541311348195634,0.7953501664591754,1.4323384715417384,0.4477308495693242,0.3207147385287126,0.6941715403212088,1.7590820320644684,0.9226099849781881,0.5835766036685033
Diseases of carbohydrate metabolism,1.4758829280138674,34.83364948991149,1.5253547052738963,0.3434837998924072,0.6298172826107183,0.36556512881722625,0.42905867992489294,0.49627408969574816,2.483127989488813,2.0827902969358143,1.4380094200126026
CLEC7A (Dectin-1) signaling,2.4535427402981735,34.761814271270694,1.733760041976548,5.957683729515581,3.485976020291766,0.34181953354924466,0.5747368417099687,1.3294589349487878,0.691356442331336,0.502050629526881,0.332731858143852
Defective SLC7A7 causes lysinuric protein intolerance (LPI),9.02106888573015,34.76005811252525,4.9507999384403245,5.603363645119238,2.1431481299740947,0.3439769515130728,0.32833932339731,2.1539897820632534,0.946392902961718,0.6091808621637967,0.5837818172526281
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,0.5658371784763551,34.75525534913929,5.297325661843287,0.3853791965528163,1.554441252962738,0.6202428728899065,0.8705342699165639,0.7220397547207239,0.5534753907791238,1.0509682974323777,0.5317947872408064
Serotonin Neurotransmitter Release Cycle,1.9223081873943262,34.7430574788319,2.496599658267463,0.8329942186416786,1.0948915617320831,0.6413074163605416,0.34824630836792503,0.556061542052,2.1510770455449397,1.3497413065516586,0.7117990799626267
Downstream signaling events of B Cell Receptor (BCR),3.3875630874034233,34.69847322841563,1.7938331910336598,7.182504837172018,3.8891737458782485,0.3801634520957945,0.6172268034391049,1.8586354106871328,0.5589847011177563,0.4111194350866681,0.4338464725284738
RHO GTPases activate CIT,36.096872078013945,34.6873694412718,6.225249600636477,7.790967307118622,9.111334605924412,1.840207520230753,3.026787923352701,10.639921874035283,0.5372316768413987,1.1447836797832338,1.9264679994274123
CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde,5.62770566359014,34.676048865946456,4.340264330190079,0.7485178601901215,2.0164946001837065,0.9294957717242213,0.9001941151892563,2.306625382741217,1.1168846599015938,0.7753180216044468,0.3717052882756788
SHC-related events triggered by IGF1R,0.4450731200116642,34.61696175470439,1.685496551074875,0.36061105132525223,0.3911565266468213,0.42028689063152036,0.9936295584549794,1.0561407710852184,2.8721755189311153,2.9454232761968067,1.7157954872067107
Gap junction trafficking and regulation,2.333917510927694,34.54578222121979,2.140866461014396,1.0084741789733764,0.3490125207539312,0.3850575560542343,0.30242375661097143,0.3010734987586972,2.5524655851586573,2.3401950464309738,1.4181142829397502
Hedgehog ligand biogenesis,3.557369654537286,34.49373938878836,2.2702671454490533,8.047592968864477,4.825554078812341,0.38611410394019363,0.8146326453538263,2.3323344821706002,0.3704143764819093,0.40529457760754034,0.7082225609505939
Abacavir transport and metabolism,11.381423747471727,34.49197882172935,2.9818561855395105,11.514427704666137,4.5844604518403145,0.5359141078721451,0.7913676401917148,4.922343055780206,0.7225062071839301,1.3560327607912959,1.443613234804972
Binding of TCF/LEF:CTNNB1 to target gene promoters,0.5714935706091337,34.44647018357498,6.119655568367752,1.883033389023107,0.5191571674428874,0.3555659988513281,0.43223367736851775,0.481715761903789,2.433493945509329,2.7397348933135612,1.3327800295336723
Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK),0.8469588899314695,34.42133136010861,3.8861961715468762,0.42244191180432694,0.3614425166662095,0.3434599350195592,0.6246421203457396,2.081060824143871,1.3631249985549336,1.7863865390791946,0.8080937287841863
Transfer of LPS from LBP carrier to CD14,1.3176126194487507,34.419135988217306,2.8815327714654466,0.7500192902280787,0.3406886772726648,0.6474256484293706,0.4150025322090764,0.35186081151576604,0.9245633130117719,1.0242873773331094,2.5649574089468903
Serotonin clearance from the synaptic cleft,11.45724824618536,34.41867034408828,3.682123595479443,5.384353009523812,1.5735964166465053,0.3167280842661475,0.6890125027209535,4.513213420733044,1.0105812277041235,0.6162350649901785,0.8806002695362766
Processive synthesis on the C-strand of the telomere,30.385048437431372,34.37536979976642,7.451159628697518,6.4445279719002775,8.905185737808527,2.1050007689913715,3.9220190047064567,9.310902580504028,0.6852191314193131,1.9996619650377072,2.4038249913146164
Platelet Aggregation (Plug Formation),2.3353390529346196,34.35371184521122,5.764207977835687,0.3066761175937043,0.8957822096171714,0.3316155298284311,0.7453755886555261,0.931988902954256,0.37805852480875346,0.5989665008708182,0.4542499450632094
DNA Damage Bypass,14.743695173586838,34.34848678703671,4.493157839684701,4.643271576349435,4.5615690885675555,2.63117229422339,1.929401495685727,7.080662097285402,0.5208093992943682,0.7091397162726487,1.2108083276240458
Defective CYP21A2 causes Adrenal hyperplasia 3 (AH3),18.454675743581543,34.310846962170885,1.0197285110445862,0.32567038571832213,1.2869061473941243,0.8320928807571747,0.32616383553232253,1.0209632173238372,4.1477897985513685,3.2996352047818602,2.7287440418005646
Toxicity of botulinum toxin type D (BoNT/D),1.247523249693448,34.286572687445364,1.0923775393954542,0.43808934387151954,0.42003531670971234,0.5384162836472108,0.6110482865450604,0.37179077892370843,2.1186633790287157,1.353103406111545,1.3094351833921751
Toxicity of botulinum toxin type F (BoNT/F),1.247523249693448,34.286572687445364,1.0923775393954542,0.43808934387151954,0.42003531670971234,0.5384162836472108,0.6110482865450604,0.37179077892370843,2.1186633790287157,1.353103406111545,1.3094351833921751
"Interleukin-3, Interleukin-5 and GM-CSF signaling",0.9664569988515697,34.12819711601757,5.405105104030745,0.3523855480314998,0.6198661318302066,0.5225344907796894,0.4164598316119477,0.3087848060560461,1.0820366895463522,1.2795535381199858,1.3294668772119733
RUNX2 regulates osteoblast differentiation,0.9931860531449371,34.09498292768041,1.2421215820743652,0.3264729413488015,0.5439792707454533,0.3826384677410335,0.9072241158078221,1.2063606457044744,3.2548383960788754,3.4916896075295067,2.9822691776783286
Metabolism of polyamines,3.8643079739859854,33.954247419162584,2.1275900020501823,8.222048947404073,5.054652175963815,0.43220026962299296,0.8107283338672284,2.2626462786729964,0.3704143764819093,0.41165818096694745,0.7093834501060726
Toll Like Receptor 7/8 (TLR7/8) Cascade,1.2671927587425589,33.87362275926105,0.801523856607088,0.3856518752610342,0.40705066997546413,0.4564218166612109,1.2638429849653747,1.3926393643744024,4.3112317355654195,5.671378183812546,3.6186993268821013
MyD88 dependent cascade initiated on endosome,1.2671927587425589,33.87362275926105,0.801523856607088,0.3856518752610342,0.40705066997546413,0.4564218166612109,1.2638429849653747,1.3926393643744024,4.3112317355654195,5.671378183812546,3.6186993268821013
Apoptotic cleavage of cellular proteins,2.8362870584092494,33.873363590750685,0.8280248588576629,0.31724585059792,0.30673138873531774,0.3038341684372486,0.5822358622944814,1.1435642644600148,4.364221885128707,4.107155332442395,2.8260037581209234
Metabolism of carbohydrates,0.6078448513949423,33.81110258589031,0.8915918661193503,0.43808934387151954,0.5231106762961049,0.3112073494659079,0.8533934465470565,1.3491040293065149,4.183115376168493,3.7949085974303567,3.0227882176360703
Mineralocorticoid biosynthesis,18.688655848744105,33.79861993563875,0.9978963910510777,0.31724585059792,1.313152893524863,0.8218938064836663,0.3264854254559953,1.0422847495355374,4.1477897985513685,3.265388570436767,2.6932667205691874
Interferon alpha/beta signaling,1.8599975323165236,33.78613840789211,4.322187963107737,3.0144386229967877,4.49911208678293,0.40734973159592164,0.7994038644058604,1.8099975999243725,0.5206146258028759,0.31884251042099704,0.3327703607169072
CDT1 association with the CDC6:ORC:origin complex,4.120759897988834,33.75951519777798,2.507934657533205,8.714892811462098,5.449606877858191,0.4564218166612109,0.9542188056170051,2.8403242452920843,0.31577430015810365,0.5585753014376563,0.9382083269813439
Activation of RAC1,1.3233174479248884,33.547683395517815,0.31550070687940596,0.5199885288739146,0.39357482230664664,0.4649199877209181,0.8395360201535292,1.4360219595877777,3.6203188075096295,3.4636866341707995,2.4649783443745297
G2/M DNA damage checkpoint,25.667470369441755,33.40469026503814,3.829887164955385,8.480571567997483,7.514088962668266,2.692586535390177,3.1887997855434027,9.701896541753383,0.3377150244212701,0.7487416252500657,0.9206771323924375
Interleukin-2 family signaling,0.8184578469329986,33.331795468625224,5.050705382995466,0.32603489631757093,1.0977145664722332,0.5212346985884933,0.4013061646275983,0.3829067388862004,0.7864187691018751,1.0423957638009989,1.0338098044466746
CD209 (DC-SIGN) signaling,1.168532049209612,33.31514344261272,3.808808951157611,0.30965874852521225,0.7523280975376144,0.365231741330255,0.3179785170392519,0.4883863336651699,1.5194645688901338,2.241743617588776,1.6869669815023005
Metabolism of steroids,4.60292836933929,33.19177036340901,1.248612929421482,0.3706636470824275,0.685764192692097,0.8068792962408726,0.4537902693490199,0.3318653515872504,3.7734742587463845,3.446489122826175,2.920479705240479
Proton/oligopeptide cotransporters,1.3373685976482468,33.14118240782551,6.738050560406283,1.1898934600056559,0.32997495816909733,0.5740258440934211,0.8875556357763876,0.6354293161847553,2.2550210682698664,2.6529302388664204,1.92278364625919
SCF-beta-TrCP mediated degradation of Emi1,3.7159477091739372,33.07366775536315,2.446125041703077,8.360149028244296,5.224567560236865,0.40865051564457755,0.8720970705477774,2.5593480268599538,0.312783324368205,0.5551190023171663,0.9067252253318986
APC/C:Cdc20 mediated degradation of Securin,4.5628592748651435,33.07191947055833,2.3316846631396744,8.539015457824123,5.143779961942409,0.5131928093133554,0.9248896309710828,2.8304287476860344,0.32271358865708843,0.5110418142963284,0.8872460110330956
Initiation of Nuclear Envelope Reformation,8.801612242796065,33.035776664951904,3.9273252872495905,2.578870492253969,2.7621097629269853,2.7176380957699604,0.7974230004502704,3.4882971444298074,0.9023193392773026,0.5968818331594953,0.44879213314535216
Nuclear Envelope Reassembly,8.801612242796065,33.035776664951904,3.9273252872495905,2.578870492253969,2.7621097629269853,2.7176380957699604,0.7974230004502704,3.4882971444298074,0.9023193392773026,0.5968818331594953,0.44879213314535216
Cysteine formation from homocysteine,11.013144100847015,32.94889669099624,3.955063739927975,2.560556296715378,2.417890200082858,0.6467928737133055,0.5359088256237035,2.7060605196622967,0.5147327176634651,0.32617958728361657,0.6256062792032122
