,cluster 1 qvalues,cluster 10 qvalues,cluster 11 qvalues,cluster 2 qvalues,cluster 3 qvalues,cluster 4ER+ qvalues,cluster 4ER- qvalues,cluster 5 qvalues,cluster 6 qvalues,cluster 7 qvalues,cluster 8 qvalues,cluster 9 qvalues
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,40.54504059042567,41.4551750348075,0.3012475178972396,17.70239538172625,42.69083766770217,33.068175766846025,15.719988845885187,36.66715285583978,26.276968004546283,36.27683263583411,47.89499514148906,36.385167251353394
Prolactin receptor signaling,40.53003937517401,46.73631077939084,0.3012475178972396,27.184084952045644,52.91333822475106,45.367158008580745,23.210233530092687,47.69086402980632,30.487850782262043,45.88046878764523,56.86315215287502,40.71079825461114
Unfolded Protein Response (UPR),40.52311367603384,56.85288624396047,0.3012475178972396,22.510642300896677,46.36966829981257,40.33555797632945,23.983472256999956,46.667370384824565,28.78302605120014,28.67546825687761,40.94456916836565,39.766607816770744
Cytosolic tRNA aminoacylation,40.48389245720565,58.27595848649183,0.3012475178972396,24.509335692701672,41.180854580436936,38.49856783300485,29.171876088245877,51.903068241941455,28.360661537514435,38.650445487405115,48.62784836060456,44.35219227546219
Glycosaminoglycan metabolism,40.460825358367885,39.805063128891085,0.3012475178972396,24.726238449804644,38.571237989290005,21.341857373353612,11.301485775486588,41.23112008771555,26.371730048442824,44.028865700496574,54.23597664705542,41.49914267672779
Leading Strand Synthesis,40.4319698622275,57.676011960475336,0.3012475178972396,26.180431419658323,26.20038171748278,15.600599628086483,16.153542738972675,44.55148324718011,28.07171514134803,35.43672810415497,42.95254147904997,40.46181974239442
Polymerase switching on the C-strand of the telomere,40.4319698622275,57.676011960475336,0.3012475178972396,26.180431419658323,26.20038171748278,15.600599628086483,16.153542738972675,44.55148324718011,28.07171514134803,35.43672810415497,42.95254147904997,40.46181974239442
Polymerase switching,40.4319698622275,57.676011960475336,0.3012475178972396,26.180431419658323,26.20038171748278,15.600599628086483,16.153542738972675,44.55148324718011,28.07171514134803,35.43672810415497,42.95254147904997,40.46181974239442
NRAGE signals death through JNK,40.42503666338281,45.756500112336674,0.3012475178972396,25.465653650581732,46.80906917140765,37.791789847844974,19.91989136049524,46.1717492746594,29.275369376782425,42.59704477205231,49.401292029883436,40.23532184290126
NGF processing,40.41922790209353,44.74895597130757,0.3012475178972396,26.34801034135122,38.20123998863164,28.71416698973564,13.07507631563106,39.048618053856096,28.187228168115443,41.59620701388572,51.82922825016906,38.835207230197454
Expression and Processing of Neurotrophins,40.41922790209353,44.74895597130757,0.3012475178972396,26.34801034135122,38.20123998863164,28.71416698973564,13.07507631563106,39.048618053856096,28.187228168115443,41.59620701388572,51.82922825016906,38.835207230197454
Processing of Intronless Pre-mRNAs,40.37197947348428,58.27595848649183,0.3012475178972396,24.335634393595033,38.23835464284946,30.197706395595556,24.18572147012519,48.16215291761617,28.708253308368572,40.882630043650025,48.63662373698658,44.27844041130175
Recognition and association of DNA glycosylase with site containing an affected purine,40.3592155470021,38.55992039220464,0.3012475178972396,16.928410137557837,42.01828628499234,32.81967014679166,13.628664838720997,34.838056217183826,25.816606328534508,35.334436856498705,46.9453005460384,35.35207344215156
Cleavage of the damaged purine,40.3592155470021,38.55992039220464,0.3012475178972396,16.928410137557837,42.01828628499234,32.81967014679166,13.628664838720997,34.838056217183826,25.816606328534508,35.334436856498705,46.9453005460384,35.35207344215156
Depurination,40.3592155470021,38.55992039220464,0.3012475178972396,16.928410137557837,42.01828628499234,32.81967014679166,13.628664838720997,34.838056217183826,25.816606328534508,35.334436856498705,46.9453005460384,35.35207344215156
Autointegration results in viral DNA circles,40.33726671157786,55.88508713213399,0.3012475178972396,23.10240972170221,41.79810923804197,38.74066171907681,25.075932910580903,49.23736733586868,24.8096123299469,40.1435142691255,45.37000685871939,43.612792092928636
Integration of viral DNA into host genomic DNA,40.33726671157786,55.88508713213399,0.3012475178972396,23.10240972170221,41.79810923804197,38.74066171907681,25.075932910580903,49.23736733586868,24.8096123299469,40.1435142691255,45.37000685871939,43.612792092928636
Platelet Aggregation (Plug Formation),40.33142171652458,46.32139284540754,0.3012475178972396,25.764751932044145,47.689404399520534,38.42299674548378,18.871264142554054,46.099789928497756,30.857792196050678,44.743404632422894,54.17830736927983,42.077495365616016
Common Pathway of Fibrin Clot Formation,40.33142171652458,44.32050136420749,0.3012475178972396,25.450381497684607,40.297713401068876,20.9677347351126,13.150775991933186,46.794866459312146,27.6680095286804,43.30389482358741,55.8974410049054,41.58184199815742
Metabolism of non-coding RNA,40.3255663384052,56.769584202998615,0.3012475178972396,23.906635780935595,33.55182562765837,20.79070429047974,15.199277038873625,42.09169090602017,26.900257499852415,27.16288502758671,40.506394318023176,39.10139061567029
snRNP Assembly,40.3255663384052,56.769584202998615,0.3012475178972396,23.906635780935595,33.55182562765837,20.79070429047974,15.199277038873625,42.09169090602017,26.900257499852415,27.16288502758671,40.506394318023176,39.10139061567029
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,40.31860812466171,40.12260350924837,0.3012475178972396,18.734739221177612,46.77158793193938,39.34804793365227,18.878418318324385,39.895395076114134,27.411292720835917,38.54200371320787,48.86350167578348,36.58158220871159
Mitotic Metaphase/Anaphase Transition,40.31164796302858,57.95977418916855,0.3012475178972396,23.977445963493,15.856872226928198,17.38833612296593,20.035039663430037,46.95052705194058,27.09624598473334,27.42673162049618,26.368352944200435,38.80753006134857
Hemostasis,40.30577296297569,39.418540548025085,0.3012475178972396,26.09706198199384,44.83093637832703,20.177213137987227,6.771730770168297,41.67943673669761,30.243686559120967,46.06933577572318,58.70462962623125,41.733953380356446
Packaging Of Telomere Ends,40.30577296297569,38.523089522241484,0.3012475178972396,16.848467930225695,41.873274402823164,32.46375771798608,13.415378147295032,34.82679764685001,25.6689892491784,35.2876280034966,47.05342585165528,35.30332352355593
EPH-ephrin mediated repulsion of cells,40.298806232596434,42.252501944132625,0.3012475178972396,26.34801034135122,52.13679745813021,25.13424123282648,8.520030435605763,46.831231916791126,28.01133592320788,45.80859027537529,60.31409037997635,42.205282130200246
Chondroitin sulfate/dermatan sulfate metabolism,40.28378811262142,37.60161705359746,0.3012475178972396,25.5641535875508,38.39768264826335,20.66236663683554,10.136341698196343,39.685180980463684,25.616853888078207,43.77208626698376,52.94009792036451,39.121422502384114
Sema4D in semaphorin signaling,40.26877053577131,45.70407589492845,0.3012475178972396,25.14989709073344,45.30377668082835,34.98613021351601,21.994211620758296,43.21026638508235,29.300224316553447,43.423284280130474,52.09742483037699,41.212245932691054
"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism",40.2537535153598,49.217041080323796,0.3012475178972396,26.300606049758215,48.374823929327775,40.958870693322766,24.481595802611693,45.5420222571844,31.004415051185543,44.427824406361545,54.04265112071029,39.87464090014296
Signaling by NOTCH3,40.23980807496432,38.976662318323676,0.3012475178972396,25.309910807146093,49.31510979927371,39.42284595772763,16.73515250557289,43.50958623450182,29.15765745365814,43.777056664088,54.44597799224959,39.740126852492146
Erythropoietin activates STAT5,40.23980807496432,44.09930634449644,0.3012475178972396,27.314191156812576,48.41968800883413,38.54203045789617,19.74267160007646,50.33144958369406,30.139864656081272,44.42866710177066,55.2599463683904,40.86966818610313
APC/C:Cdc20 mediated degradation of mitotic proteins,40.226918471044534,54.048954069848655,0.3012475178972396,25.088697614797717,44.576196114893264,39.42284595772763,23.24833017531252,44.92871896100771,27.411292720835917,33.03110917818137,40.141823013426745,38.73237316475715
A tetrasaccharide linker sequence is required for GAG synthesis,40.226918471044534,44.0606210499181,0.3012475178972396,24.187845255702662,40.162347623864605,29.359433795061797,17.008678047322018,43.10310500909795,25.872935077809043,44.289139429376334,51.77815284234757,39.08706932065544
"Cell death signalling via NRAGE, NRIF and NADE",40.226918471044534,46.337782085109815,0.3012475178972396,25.5389689322431,47.738262933850876,39.297935296961214,20.941266387675075,45.19516960293712,29.293378161233406,42.954355438017686,51.4702031980777,39.98471616975867
Downstream signaling of activated FGFR4,40.195814954566146,44.788524697923904,0.3012475178972396,25.896435213783235,50.09938817697115,45.75012179398464,26.500223463393908,45.76391263956377,28.860048204258806,44.028865700496574,51.618858731957374,39.76108313385573
Glucagon-type ligand receptors,40.18185112702504,51.73449780480593,0.3012475178972396,25.530133598445506,29.096315203511104,19.622158790281993,16.061098827132124,45.622381800656164,30.389359739678305,37.865897076474816,46.56608690947979,43.228837558345916
Chylomicron remodeling,40.18185112702504,50.22315384111689,0.3012475178972396,26.29207565665253,46.12831576797681,40.5347103156218,26.220676063083474,47.61958134301203,28.591530701724047,43.12828441321414,53.74200008469666,42.097963552114216
RHO GTPases Activate ROCKs,40.174866580653315,47.768142387441166,0.3012475178972396,26.249346473628655,45.348026770647884,34.72118557590061,22.083668016471098,44.251491483918194,29.420950738373865,44.24792553249208,52.42774248724858,41.00907709559019
Nuclear Pore Complex (NPC) Disassembly,40.16089228457922,58.048332583889355,0.3012475178972396,22.39456153984392,32.304236373521,18.261969672125005,18.217182345687732,45.42353845173427,27.05228823121209,25.673759886485936,39.317453370176835,39.96380872262733
PTK6 Expression,40.16089228457922,44.87094630094995,0.3012475178972396,24.961725993547752,43.90875444617249,27.896223772843246,13.867587313525869,43.25447471190052,26.06658536621103,45.23203741886749,55.184251582383794,39.91763739034859
Glutamate and glutamine metabolism,40.153902559357384,35.411556714129205,0.3012475178972396,26.63476547513242,44.13554027210057,30.4356760180305,12.647980417179868,42.00904113012923,30.230602873596816,46.37989601366748,56.50858790215095,44.77688070637028
Epigenetic regulation of gene expression,40.1469111321857,44.671140900917266,0.3012475178972396,20.0919313566024,42.69083766770217,33.951416223334384,16.026099929969586,36.70723611260018,26.51103643985283,34.32861417246944,43.22693639327112,34.39323998234691
PIWI-interacting RNA (piRNA) biogenesis,40.0997634098005,54.951639232679234,0.3012475178972396,22.546230883465835,38.37247477672728,38.67771185218222,22.223387239532965,45.585593874090286,28.53743991987698,30.891799874931486,38.33077483281473,39.66953104697268
Metabolism of lipids,40.068692003781585,17.71619489795698,0.3012475178972396,27.125910039224173,52.067245822389594,30.539162496298392,10.332481871294071,43.85318954166935,30.57232773992963,48.61570094032086,60.262462703729966,40.405654538878984
Neurexins and neuroligins,40.053677543261784,42.97431641584426,0.3012475178972396,25.55532784526355,47.87174917763438,33.294493628931264,12.548822216688185,45.38914121934657,29.649622043215537,43.61442314210546,53.00469248799008,39.58457999097037
PKA activation in glucagon signalling,40.046686696134266,49.37655417122102,0.3012475178972396,25.812907219707213,48.199829200165944,41.68278382605551,22.908284781034165,44.97778219344318,29.565862642123133,42.26957645663063,52.03630827239978,40.756381505041425
Translesion synthesis by POLI,40.03167216894626,56.15631422884304,0.3012475178972396,25.105387317800915,43.25107806234795,33.61454037619302,21.082843032941334,44.88635310101968,29.26849976831871,37.69943355739221,45.01523011043043,39.426922394983386
Translesion synthesis by POLK,39.97656843674412,56.180154251642605,0.3012475178972396,25.14099707053208,43.02605915395986,33.76004708049496,21.24414131441905,44.93426639518293,29.09759823670243,37.35077571410152,44.90868922277598,39.49296108808455
PI-3K cascade:FGFR3,39.961563580467164,42.90298839185277,0.3012475178972396,25.522583226524794,48.71490262296621,45.26637962679873,24.723171880123353,42.42345735334765,29.020921199584652,44.34557901141892,50.16779969063992,39.98471616975867
Translesion synthesis by REV1,39.95457269257236,56.20398624485484,0.3012475178972396,25.09648253890916,43.00726945062263,33.49562971828813,21.075499236557725,44.868517939986134,29.26849976831871,37.47521465416496,44.90472401628729,39.50522408103278
Glycerophospholipid biosynthesis,39.93956786170564,20.598273218971567,0.3012475178972396,26.501949509368696,50.09938817697115,33.535529714582374,12.95342813338355,43.090884752193965,31.04014173704591,47.93407419906861,58.177744949813,38.9067254950148
EPHA-mediated growth cone collapse,39.932574599059436,48.065668925129074,0.3012475178972396,25.29571518330604,49.25998656932207,35.5369160569665,19.81627672651296,46.13508612066223,29.181236841324633,44.34557901141892,55.84798105816262,40.85932648279402
Extrinsic Pathway of Fibrin Clot Formation,39.918583361859994,46.16611194988299,0.3012475178972396,26.793696165300023,50.547006085160646,34.05458669452099,20.41146298224855,41.99777340978498,27.489295314487734,45.61307609662285,58.38905832794467,41.49273534287667
Activated NOTCH1 Transmits Signal to the Nucleus,39.918583361859994,41.741897474658465,0.3012475178972396,24.84618942800452,49.22774179328738,39.934502526305366,16.626286299629022,42.690588471364016,29.427761165876753,42.420911884831604,53.78955927658229,39.26933590698854
Adenylate cyclase activating pathway,39.91158540946246,47.45601109595948,0.3012475178972396,25.909537750869017,48.45411557244985,40.71369756058959,21.367124400413754,44.62176603418719,29.633208608178105,42.67150745830556,52.573782137100984,40.10820097378925
Orc1 removal from chromatin,39.89657841522891,55.623232983140326,0.3012475178972396,24.81948318665106,43.21073571775,39.805094704435156,24.371424544809187,45.63464085933807,27.191813619234864,33.58112356660162,39.46388487422884,39.1557598366664
Regulation of APC/C activators between G1/S and early anaphase,39.89158418155666,54.35785544614698,0.3012475178972396,25.056365694772758,43.87981438948091,38.91472808995728,23.19556751414479,44.67086213275731,26.94925507809385,32.040108518983224,38.94529674697422,38.610512173569276
Biological oxidations,39.89158418155666,32.488330489170345,0.3012475178972396,26.60677801342825,50.05081215469567,30.30654217110076,13.867587313525869,41.19172474940077,28.968049955058298,48.34062299717409,59.728540400063956,41.43404965738197
Formation of xylulose-5-phosphate,39.89158418155666,34.64377246535993,0.3012475178972396,24.38200280846498,43.99972250577383,29.726634613003036,10.626706260855348,41.08174009443414,26.241852724603593,45.40732582421681,52.21460499536552,39.114746606834196
Repression of WNT target genes,39.876572745713005,24.906989189355723,0.3012475178972396,27.501347188559862,51.80116557920877,44.72027676896178,21.578459885943353,43.32411357218685,31.195263988946287,48.216139042161444,57.02774432589175,39.49296108808455
Chylomicron assembly,39.82354466667577,48.809532896898155,0.3012475178972396,26.32254613720319,48.34489129049646,46.5575624324729,27.071281067093985,47.61958134301203,26.569210758387054,40.49824458911816,46.77853401425584,39.83164561887364
Sema4D induced cell migration and growth-cone collapse,39.82354466667577,46.49852409886412,0.3012475178972396,24.56467804878785,43.710467848562075,32.94851635711583,22.00038532396672,43.37400815714924,28.935731800007545,42.824257451654994,51.197065861962216,40.592346999679975
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,39.82354466667577,38.64986462523488,0.3012475178972396,25.748523476107575,45.45362054005817,34.8143493650046,12.985286755710401,39.16269252201944,27.294127512543067,43.1729252112188,54.116343739669965,38.465124543497
Diseases associated with O-glycosylation of proteins,39.79254545314201,44.12765100509353,0.3012475178972396,26.28530188431278,47.46951312269015,34.18548457903815,13.964804750404843,41.75615548511053,28.354386063807226,45.16359718415757,55.366798066132425,40.411007726089025
O-glycosylation of TSR domain-containing proteins,39.769549871488245,43.40323137482829,0.3012475178972396,26.16315813256444,43.07010912854026,27.353018185331315,10.169255634868044,40.33998766204716,25.43785517390909,44.666493156323604,52.91632230133447,39.595741582202024
Defective B3GALTL causes Peters-plus syndrome (PpS),39.76254282031954,43.46464304927729,0.3012475178972396,26.185746513266558,42.771266202168,26.93336226260852,10.141628410973757,40.357603073373035,25.453110934600005,44.671098912448414,53.07423594105872,39.60237373134134
Striated Muscle Contraction,39.75651580049741,29.42258132238765,0.3012475178972396,27.314191156812576,48.09972485434119,35.33522687015449,14.162594446497797,43.11439633578637,30.929257216236877,44.723035840628356,54.88087617891882,37.90242232070726
SUMOylation of chromatin organization proteins,39.75651580049741,54.8931804705542,0.3012475178972396,22.974825847343777,40.901619024621496,34.136071943919255,20.426137049378664,41.94533845116816,27.0167982010003,30.077528724234604,41.76000220015476,38.330653448464666
Activation of TRKA receptors,39.74950369538374,32.94971633244214,0.3012475178972396,24.735136612611488,44.1939962676874,23.27607910996617,18.88557296579886,46.8692026476434,25.864579015335813,36.79674686244724,49.649093516507655,36.42056375763052
Threonine catabolism,39.72651153465854,35.62077071443539,0.3012475178972396,27.314191156812576,48.959459228188415,41.78733128721394,20.90450856335919,48.50369834059447,28.591530701724047,46.70064741560875,53.991890666574875,38.084483152670494
G alpha (q) signalling events,39.71949826366439,37.25320106577554,0.3012475178972396,25.248903209519494,42.65442015338457,17.95008965038441,8.024388587345985,43.84092841942063,29.072487421411584,45.7194101979814,57.873814580372766,42.435346421385
G alpha (12/13) signalling events,39.71248361692664,45.36553106198706,0.3012475178972396,24.039404538348588,45.240272126170126,37.900222539798726,20.637017950111158,46.048074987916024,28.808308540299677,37.65966137558654,41.31272163524728,37.17422175401683
Antiviral mechanism by IFN-stimulated genes,39.697481908177636,57.693832327263195,0.3012475178972396,20.599400798936177,35.18101043743622,28.113340470188103,23.931871485902395,46.34059314500202,27.22738746825989,28.00966315015129,32.723663625867964,39.911032708441546
Ion transport by P-type ATPases,39.690465346723435,36.382696052865654,0.3012475178972396,26.403411448704794,49.44544414644921,36.151265314028635,17.617295183858843,43.49928689995214,30.230602873596816,47.17905450355152,57.01534713458365,40.19888912789547
NOTCH3 Activation and Transmission of Signal to the Nucleus,39.667481699499696,40.647842158685776,0.3012475178972396,23.537911109514415,48.12490489619328,36.37265064856584,16.153542738972675,42.14583937051789,28.808308540299677,42.110470872306514,54.30909348938308,39.34297164673298
FRS-mediated FGFR4 signaling,39.644503175661896,45.516852483514754,0.3012475178972396,25.212168374822294,50.29993992925196,46.328096349126064,26.27351361692513,45.585593874090286,28.545886277988455,43.08007072133802,51.48891028145319,39.30564578325922
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,39.637485833067856,58.001190269347475,0.3012475178972396,22.340951283853908,16.029723884833036,7.6178465176966,15.831827955808748,44.51356220243462,24.49599122458551,27.026992704156324,29.507821936378516,40.90747858227066
RET signaling,39.62248955188813,28.355371901681526,0.3012475178972396,25.479616134681013,50.62116610468924,39.54846607420423,15.112871674953857,45.12225439235165,29.3182284890548,46.19293856279505,55.1711263837078,39.04315519933393
The role of GTSE1 in G2/M progression after G2 checkpoint,39.61547038987698,54.12623349653356,0.3012475178972396,24.170116776222503,44.6862322825387,40.28320292931773,23.189679713062013,44.059087993233334,26.95685399524197,32.23448053769979,39.96454217999558,38.16975120855373
Nucleotide salvage,39.59250034044077,58.4451607851984,0.3012475178972396,21.668195677056012,22.97544425961884,28.219033277020763,26.220676063083474,50.40228993465675,27.65011811306937,24.992852685449336,33.760695794965166,42.61051140140416
SLBP independent Processing of Histone Pre-mRNAs,39.553593948769006,54.03284511460146,0.3012475178972396,24.023590549627894,36.347814016376354,22.969934622342027,17.145655403099983,45.24550196483168,27.242525140464988,34.16883444860257,45.09715117311564,39.38031395933004
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,39.51470565721047,54.084375362748595,0.3012475178972396,24.526063538251496,43.443556342828394,39.277386232207874,23.520284002506063,43.96557293146425,26.62134674772319,31.681180781312783,38.14897329115151,38.214163799462916
Activated NTRK2 signals through PLCG1,39.4837977517747,42.70233381315935,0.3012475178972396,20.98680223892593,38.52387049331645,20.888471461135254,21.546855790521764,48.52325383662391,23.16290241657445,34.23178507459973,42.69391064928567,37.253786449716294
VEGFR2 mediated vascular permeability,39.46976635901537,40.27906503748466,0.3012475178972396,26.940619330797944,41.851839804266056,25.001710500424345,13.26030358873656,43.99571383619325,29.134023421668633,47.07039719082601,55.8974410049054,41.527733746974604
FGFR2 alternative splicing,39.46976635901537,55.6911519297548,0.3012475178972396,19.937572703536336,33.93719790184656,22.991261499655426,14.761337880623065,43.9440876260734,27.36536811807626,26.09289530953482,33.598245786443236,36.58158220871159
HDL remodeling,39.43091421854733,30.01398068160551,0.3012475178972396,26.35277497998676,49.566915828273736,35.43368139197412,12.78373603666567,38.823215673042775,28.92140835262217,46.29557383799716,56.02403471612507,39.72579285550778
Intrinsic Pathway of Fibrin Clot Formation,39.423898644485824,44.38189372008442,0.3012475178972396,25.896435213783235,44.834515922352004,25.334225838946463,14.83546883682622,43.65577340499071,28.912995773298853,43.5795343988034,57.21162425897573,40.80850249068857
Scavenging by Class H Receptors,39.393019238363856,47.61605516106834,0.3012475178972396,23.56526690984155,38.37247477672728,26.0557349785448,13.898668428895357,40.351970242969884,26.42219936830316,39.26266383059244,51.14968927186437,40.536316609146596
PKA-mediated phosphorylation of CREB,39.37898683462853,46.084534528974025,0.3012475178972396,25.5389689322431,48.374823929327775,41.43188388069922,20.94764160308053,43.1388330359355,29.06411250947808,42.393550490427835,52.6976202343945,39.51851294116407
Intracellular signaling by second messengers,39.37898683462853,54.02156267243765,0.3012475178972396,23.81722683929381,48.46646239846143,43.42862213775404,26.13405639836582,44.90418044715547,27.897109784256024,32.32280018716698,42.75622527248145,38.528859357293754
Interconversion of 2-oxoglutarate and 2-hydroxyglutarate,39.37196882691798,50.78313883001113,0.3012475178972396,24.83728798212116,35.96851160188772,40.57432097488912,23.23368746675912,47.369561334259984,29.427761165876753,18.94311518361232,29.81572553402674,32.03183362758863
NOTCH2 Activation and Transmission of Signal to the Nucleus,39.36494962681102,42.24173725520108,0.3012475178972396,23.342543319870952,47.58795859155567,35.500595442628104,15.983923978916087,43.058953444174,28.20203170303898,40.352682913920574,53.35270785573,38.93439661440889
Keratan sulfate/keratin metabolism,39.357929242862596,49.90861057709008,0.3012475178972396,21.82529380424014,30.52804803191763,19.441268212379317,16.771522370913683,44.30271351563116,24.991996438371142,36.70033850591857,48.31954417189386,42.792264417582686
Uptake and function of diphtheria toxin,39.34295994216714,48.28434560038871,0.3012475178972396,22.180434065495763,32.06144342048972,22.635632458884597,8.113875771870816,41.40071232006321,26.475795826028,30.945559824878988,32.81741108034408,38.45086438993364
Selective autophagy,39.33593802350602,55.950323794684856,0.3012475178972396,25.673968184592947,43.58839857121496,38.879331482953106,23.307022827413387,45.24550196483168,29.028012861003685,35.68527424522605,40.0594387314241,43.237122568709616
PKA activation,39.28125514612486,49.06470347789059,0.3012475178972396,25.474521197164215,47.86403706806677,41.18098750117803,22.900915374741324,43.99009726738179,28.953785961614383,41.52747915735865,51.71474518393013,39.95836088827451
tRNA processing in the mitochondrion,39.24340108627792,43.54790033147269,0.3012475178972396,21.95199371992026,37.91873586486469,29.34319611913327,13.743097830198295,37.847329587223584,26.302180538939073,31.015458176149643,43.513990301514255,33.68911859799407
SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs,39.24340108627792,53.165456509412365,0.3012475178972396,24.25185465876907,37.28487534997051,25.643609006839238,18.660755466435813,43.34858426709328,26.810890422988827,32.01868674441104,42.95254147904997,39.697125785572254
MECP2 regulates transcription factors,39.22936149037641,46.71391614569831,0.3012475178972396,24.354377001990112,42.37289812629094,31.842555595941782,17.72746845160418,43.1200397725972,29.072487421411584,40.17453021416537,53.096347414234636,38.31062484791958
Nectin/Necl  trans heterodimerization,39.22936149037641,31.14934465542583,0.3012475178972396,23.156704260902554,46.615334378043855,27.923791861462927,7.714778516817262,36.0377872599954,28.77815015341433,41.64199995824098,52.90939331898009,37.372666180179024
APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,39.21440599872647,53.496459944398154,0.3012475178972396,23.88801645433938,43.714170403920924,38.55617420851857,21.924407004341944,42.666221934342076,26.11836706058675,29.707627676699257,37.57215284955113,37.024284505343644
VLDL assembly,39.19945182033638,48.09514990950348,0.3012475178972396,23.843772180391134,40.20540104072687,40.05924010391391,25.794329192074883,45.41125861020273,22.696693744752903,34.61783439487627,40.45454314179885,37.48229406826446
Smooth Muscle Contraction,39.18449896322744,39.06810106804825,0.3012475178972396,26.1474858182719,42.88928067141027,25.670649035224816,13.710760625787008,37.95432774876927,28.11950356951321,44.72759393717689,53.539474641593166,40.271760368106314
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,39.17747660394799,53.73313059821713,0.3012475178972396,24.014735255114157,23.812588376957752,19.2455826307371,20.76195727960061,46.80537479172124,29.451076395572606,35.05073832172377,40.87083862326075,43.32298703856546
Signaling by NOTCH2,39.17045315933165,39.392233808945946,0.3012475178972396,23.75706890936889,48.33738976610554,38.813394660223324,16.43397008204253,42.63442916390569,28.376462004753677,42.14047291383141,53.78955927658229,39.06510993858972
Signaling by PTK6,39.12470090627615,31.32232362803722,0.3012475178972396,25.972138593958853,41.59947046548684,24.733869248347006,10.316074392373881,40.199784535845836,28.878105078739676,45.71190885097752,54.74440235539934,39.85369880275459
Signaling by Non-Receptor Tyrosine Kinases,39.12470090627615,31.32232362803722,0.3012475178972396,25.972138593958853,41.59947046548684,24.733869248347006,10.316074392373881,40.199784535845836,28.878105078739676,45.71190885097752,54.74440235539934,39.85369880275459
Nucleobase biosynthesis,39.10975477414521,58.20521596570735,0.3012475178972396,22.668228140334854,39.77389682789667,25.08408793852343,22.68916464284115,46.52953652336292,26.215154227386773,28.670652019918126,47.46799248415278,42.2866890712474
Transport of the SLBP Dependant Mature mRNA,39.03147033146913,57.697102336153264,0.3012475178972396,21.012904670383556,28.153448721240046,16.507380979997272,14.714496874776662,41.02153638256818,24.99894671798969,21.365703078678283,34.79255094809597,37.23966823667511
Signaling by NTRKs,39.00952218306535,39.75065903390872,0.3012475178972396,25.114291175742718,40.69436024071861,28.41919132320558,16.828953712396284,39.41275863982219,28.734757791425732,45.29339183931947,51.718399227218754,41.46265415465466
Purine ribonucleoside monophosphate biosynthesis,39.00952218306535,57.836732431399696,0.3012475178972396,22.778434992447394,40.37031479755244,24.877876836488312,21.554200378790302,45.81285454015832,24.95764116689225,27.782437385129015,47.049454218891555,42.17068302808104
PI-3K cascade:FGFR4,39.00250347131485,43.4485980810957,0.3012475178972396,25.221059954828025,48.319901156494566,45.63441521652893,25.515033224699625,43.630293314118184,28.354386063807226,43.36182113119822,50.19027301050168,38.92771501193012
Platelet calcium homeostasis,38.995483735884136,52.35279006565721,0.3012475178972396,20.71873545525511,41.66526340248,37.29004451082732,27.8925721515543,47.05023442846649,26.206758000189993,40.716358783893824,49.756877410812585,38.60382511073235
Mitochondrial translation elongation,38.988462984269404,48.9877369251891,0.3012475178972396,21.9015838671669,40.30838172469997,27.976754254533077,13.396583719496295,39.7096833430836,26.95685399524197,32.06211166846342,40.349783319319144,37.295366055722745
Tryptophan catabolism,38.91029672919371,55.99341002027828,0.3012475178972396,21.030523559036162,30.456001051148377,39.23127183159694,29.67976205030989,50.651592621081996,25.279482584332158,26.382088529993823,33.5203446323599,39.456610485744946
Mitochondrial translation initiation,38.89538113580021,49.56881623668541,0.3012475178972396,21.892952256911762,40.239424865150674,27.807583135142487,13.590311940275827,40.023221750866306,26.900257499852415,31.614451244244133,39.64061471848222,37.316157494196524
Cdc20:Phospho-APC/C mediated degradation of Cyclin A,38.889247271418185,53.19819161082324,0.3012475178972396,23.546741889856015,43.34313708996943,38.35051082847459,21.846109187388066,41.95013902308774,25.495390552063956,29.023216758347914,36.37548791197975,36.41390177593746
Cholesterol biosynthesis,38.889247271418185,49.034963051959295,0.3012475178972396,25.018493959658002,38.024727176139415,23.134795971556187,15.239853354368174,48.886324795566814,26.71728817804524,33.564388837978726,47.141756632777685,39.881247611113025
Assembly and cell surface presentation of NMDA receptors,38.819948263316924,54.12623349653356,0.3012475178972396,22.904804522091514,39.04013239538706,33.460277224427195,20.97702769320124,46.31471711067841,26.742590514259927,28.63386626015869,37.11434772587475,36.865764920760384
"Platelet activation, signaling and aggregation",38.819948263316924,37.18998611733029,0.3012475178972396,25.063075975182613,42.72171287478962,18.97701871010054,7.029441617093215,41.039208928799034,29.013815944217246,45.244517692537386,58.01579498562851,41.107875313479354
Signaling by Hippo,38.797153512645124,43.36422571950418,0.3012475178972396,24.875050474066636,37.15698857072641,37.08978433522393,21.007397288435467,40.430239220329646,27.597401386260934,41.026567116252174,44.06719236047101,39.95836088827451
