,Cluster 1 p-values,Cluster 1 q-values,Cluster 10 p-values,Cluster 10 q-values,Cluster 2 p-values,Cluster 2 q-values,Cluster 3 p-values,Cluster 3 q-values,Cluster 4ER+ p-values,Cluster 4ER+ q-values,Cluster 4ER- p-values,Cluster 4ER- q-values,Cluster 5 p-values,Cluster 5 q-values,Cluster 6 p-values,Cluster 6 q-values,Cluster 7 p-values,Cluster 7 q-values,Cluster 8 p-values,Cluster 8 q-values,Cluster 9 p-values,Cluster 9 q-values
DDX58/IFIH1-mediated induction of interferon-alpha/beta,0.6263009587087873,0.5396855855248108,1.5158388882937812,1.4472486974308338,0.30968442819123665,0.30462953719396874,1.2701821963932218,1.1412628066325468,1.6586945235765989,1.538338313226966,0.30421641812795097,0.3026981019923042,0.9714095562422109,0.842403442907608,0.6118314449901698,0.5029802163873696,1.7587827837958414,1.5985231830746005,1.9033763952952876,1.779413758431107,1.846874954214598,1.5726417146017662
Prolonged ERK activation events,4.513986089014724,4.0366553843359,6.5990033930711425,6.425521771010167,1.3085272515600843,0.9493257865671574,1.3945055941862878,1.2526284356617083,3.3910494577101034,3.1807715594794623,6.073398032866184,5.599198520423723,0.6044283181346636,0.5445777186425732,3.7075456265157034,2.882098568296954,0.41865631186070656,0.39653418408712765,1.831716097318698,1.7119120732887216,0.3087894974936353,0.3043710630246428
Regulation of Apoptosis,6.400811434309452,5.790039837721253,29.14224474949306,28.70510520307209,0.4494596742243017,0.3852612627386526,3.4214159401898385,3.114134892602631,0.8289344238101128,0.771002301129222,1.0996161152418702,0.9739788189174067,2.0126074830609264,1.7587565650924144,0.39895064757493914,0.3589010839316628,5.298232170034643,4.923431471003934,16.27930663877385,15.726674019111158,0.3047489856881199,0.30254546858871056
Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes,12.283775272421428,11.217409199885925,97.26405290775618,95.89172682785333,0.9880869025364575,0.7293243808787171,31.603104019827587,30.290616641557207,32.62351120135675,31.403612462311784,1.026487138942837,0.9124390742830146,17.623870746870914,16.38984736513434,1.8430564619716745,1.461250861372307,10.642490414920125,9.88198416363439,16.486880507751174,15.926707863944,10.674998484549532,9.451611417658745
Adenylate cyclase activating pathway,5.693364215953523,5.140731596290832,12.06710913128552,11.82401872957862,0.5973049050884841,0.4797026321971197,7.8937137518155875,7.341827984412454,19.439752844497708,18.59129142285684,6.365140048124892,5.86853275555751,6.682498546940422,6.046931032262987,3.2048061272845816,2.495452398446228,2.055079832274783,1.8676386759447465,0.7277235732521725,0.6827564277356493,5.885592115635085,5.208946945379324
Adenylate cyclase inhibitory pathway,6.522244681111946,5.899162877982571,15.78814930511825,15.49500447126302,0.5324728802731107,0.4365563774396078,8.897017333050057,8.316605083273677,19.672245805727858,18.81783505157379,6.402401923602512,5.901170919873757,8.139985498480211,7.416462813447645,4.602449643345534,3.5987918422252725,2.6593128224591216,2.4327621233374157,2.260819334856759,2.119386813883342,7.207521084643655,6.382074026424905
Regulation of Glucokinase by Glucokinase Regulatory Protein,5.7895987690174175,5.229426125210243,98.76473270719963,97.3287375474274,0.9440319996444574,0.7000545383374513,19.55372140186348,18.59293850700358,29.53828833023167,28.385832433963085,2.1037859804932295,1.8856209542572642,6.141075285889496,5.5518077908650305,1.3243880022300782,1.0618091600404533,13.560107772401697,12.524332387596402,3.0137853163200425,2.836855650668257,4.390817002028522,3.8441235447626023
Signaling by TGF-beta Receptor Complex,0.7716604738511189,0.6589717044540215,50.22143880774901,49.534039654798704,0.9242134558824949,0.6869477112323789,0.5727032099969531,0.5288957300076687,0.5670876318443229,0.5362860018707754,0.913286157904501,0.818413005679484,0.9137470095483279,0.7950452563687073,0.9965630250909525,0.8022977971066847,12.439442905420803,11.532567276699075,6.231685906837324,5.937305525969789,1.3083652440427909,1.1098212180792482
Frs2-mediated activation,4.105090755911275,3.6533859784993803,7.7792038266485815,7.587225224009418,1.2158579399628957,0.8884990055765654,2.3523882700314878,2.121226806275322,3.5811654368758927,3.361266697830927,6.657228359914961,6.141823317879294,0.5147839536527593,0.4718688357417206,3.5299257302309592,2.749675420749467,0.3661896110782224,0.35355077017479586,2.9649235875535007,2.7898780657762665,0.8144881799133131,0.6941319695636801
ARMS-mediated activation,6.105124713646917,5.523115791182741,4.898615410116323,4.750893015550323,1.1070395008497327,0.8105920314444183,0.4725671656322788,0.4424393829341869,4.448748352824369,4.193768908066046,4.102257089165805,3.7492361644583383,3.0995662331641483,2.7297007518089518,2.2810196174411734,1.8142441230779203,0.45106594417958457,0.4222827275149253,1.512565256922754,1.4100704022941313,5.592478156635581,4.948690311711455
p38MAPK events,0.4594424022475687,0.4119130399664451,11.137967170263142,10.908229624116654,0.8980975095600353,0.6676485881817613,0.884116272127163,0.7975008989431865,3.5166523037564854,3.3015906256498293,1.260579630182087,1.1181214756084448,2.5225344617154195,2.2117636646597143,1.760401640804289,1.3937508060065644,7.862002861423125,7.309370241760434,7.388024993617144,7.068602625961436,2.9617713851739036,2.546420954516994
Packaging Of Telomere Ends,25.306403358433165,23.68856461071616,1.7235575896075654,1.6480462246645364,3.353334182118239,2.308763391914979,0.5876415300381282,0.5410456328813487,7.645537152358306,7.266747497781495,6.120729094449712,5.643398389770888,0.5235533553846189,0.47775532207375515,2.3736041786925894,1.8893043393458036,1.8696506322135125,1.699132477987101,2.911966023374725,2.7406644427313656,1.399146211824517,1.1898865895161812
Telomere Extension By Telomerase,10.46430930056576,9.525898449460875,34.80867053431666,34.30007275518786,1.5086323897410892,1.0877983700471314,19.465445840947876,18.512249068786996,29.437105169694455,28.28761375238961,15.559722864426568,14.336335797535781,0.628964710892881,0.5637941792880709,4.408843192345124,3.443517514535987,1.3305731027669312,1.2107690787369547,0.5244016114257046,0.49918368503068355,19.44058573901504,17.327896969617946
Binding and entry of HIV virion,1.1829566299269365,1.0085373439927505,10.030127929573554,9.812999818629784,0.9213388947418207,0.6855751909953205,0.930375976935789,0.8362836960303501,4.631935734920621,4.367820924792567,8.710205608292894,8.06178277292987,0.5218849802463431,0.476685529572153,4.0507447721730445,3.17168658294041,0.671668357996395,0.6127780562574313,8.750075003573247,8.396108932721466,0.8730649601154772,0.7403795623021262
"Formation of the active cofactor, UDP-glucuronate",1.49349450264488,1.2722545134460006,8.47621000697872,8.277003946615782,0.3507395827173517,0.3283167216708852,3.7600447630368112,3.430007745250034,0.3145992473359732,0.313341029704856,1.0453179048501875,0.9283857105744652,1.797311930414927,1.5675743842684404,0.5754665789925264,0.4758885217172586,0.32493324566125376,0.31999327799556954,0.35104620321695634,0.3460350993304001,1.881403591399754,1.6016875374735533
Classical antibody-mediated complement activation,0.33427839746202015,0.3251795688138048,11.553521359045673,11.318059914796784,1.5347271598073193,1.104972785805254,0.5435194832191177,0.502942689087929,9.97242639232499,9.511693501038106,8.833589145926517,8.178593079410756,6.374030814886251,5.764792238931165,2.991863463325226,2.337630164408842,6.629736393278812,6.16723368302687,38.68288955769449,37.46299081864952,0.3019892190725964,0.30151831409982005
Alternative complement activation,6.808173879217856,6.158818080054788,33.394060780504205,32.90784069713633,1.7413586227960172,1.2414537101186551,19.89903728703106,18.924651215800246,2.1597557085471037,2.0081912826193924,12.043829968551128,11.163183863538862,7.251286079818639,6.585755341763761,3.8290016544401375,2.9805402327992727,7.52398135401926,6.9939240241117995,50.98361983577727,49.11396911506647,3.832312753125131,3.335705460557749
APC/C:Cdc20 mediated degradation of Cyclin B,22.040039222540297,20.562079561224532,69.95462326131842,69.07397715630616,2.3541115822113743,1.6239515377411284,34.55395879562253,33.082248083583764,41.5397315809809,39.93049300502581,5.333402512646794,4.914770244091448,14.912099080494373,13.843263594803158,3.6641805350612993,2.852521761328183,4.706658954063617,4.363439825437852,14.35133448806238,13.857347381312461,15.937842684992658,14.036007280910454
Autodegradation of Cdh1 by Cdh1:APC/C,7.680676905914018,6.9459315167727045,30.536846150843786,30.08336025891122,0.325135962075876,0.31201846926758614,4.123017757009885,3.7690516861581056,1.224699409865488,1.1339747737882895,0.6853805774718399,0.6182592532241192,2.2564290310892625,1.9755905254747468,0.3553246440112157,0.33554469159123507,5.514960403245656,5.122430937254515,16.91834683208647,16.34504784476188,0.44601193730978794,0.40266745787811214
SCF-beta-TrCP mediated degradation of Emi1,6.510904361134153,5.890451997814463,35.19009069137101,34.674685649335345,0.462505145738798,0.3922474510119142,4.376911035898653,3.999122060294297,1.260355769372391,1.1665234672127602,1.2239067832532131,1.0866498223653784,2.64034324097537,2.320483737417729,0.40571055244211646,0.36143957776433167,5.924707074614074,5.508265451217522,17.50599501958525,16.90685677053449,0.3753473680524181,0.35079468735587194
APC/C-mediated degradation of cell cycle proteins,13.011680371902782,11.885203318020052,71.91487402291183,71.01136503494007,0.6654714924306248,0.5186696247177863,17.30635426115598,16.428878202933223,12.148557942064535,11.583797637830951,0.3160065492571433,0.3111634575724874,9.833083960773497,9.015962291338878,0.9187964599600733,0.7406061418065437,9.757786887631767,9.071406010603768,22.31841013282685,21.556695829352144,3.3889870243383444,2.943751207831201
APC/C:Cdc20 mediated degradation of Securin,8.3930728387049,7.597402170355914,35.79656396343453,35.27354559607233,0.30725726235626855,0.3036828019979704,5.574839272020158,5.114759410350018,2.0135279707146325,1.871360411322059,0.7176874436546286,0.6454032031716902,3.177552419914142,2.7987627653373304,0.40661220469827103,0.36187724014525885,6.043086978831823,5.620039988836745,18.291676667869464,17.667714835093673,0.6667196701385779,0.577283360375192
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,9.71846276044079,8.808194188821723,49.381425884557416,48.70410362177298,0.34753598258632146,0.3271328993139286,9.298245156348509,8.701595707701445,4.286564822796706,4.037941932489845,0.6404902821706766,0.5811360896523496,5.183885356353656,4.667105963544768,0.540742259308031,0.45136482568947955,7.375001022004057,6.85959597996839,20.75156131106315,20.051752900131024,1.3317337358224128,1.131200571349935
Cdc20:Phospho-APC/C mediated degradation of Cyclin A,9.46389156173614,8.580052100557525,41.84085686775709,41.2433794026878,0.3310453378768795,0.31548367446006875,6.96020831190857,6.447538992190898,3.3387242956545133,3.13014219997642,0.5225748046317713,0.47899888662179485,4.198777620965094,3.7423068754830657,0.49778461383149003,0.42326876676139874,6.672531792680527,6.20636927581057,18.939279410280257,18.28805164924519,0.8938351497975764,0.757439030582878
Transport and synthesis of PAPS,2.85047043120746,2.4893494294679432,55.269064766193225,54.538843318811956,0.4909583139861387,0.410434839381145,2.308926861841902,2.082376162720196,0.3558228084773758,0.3494949478870288,15.041026578249749,13.879553863661789,0.4150404059242088,0.3915942085826322,3.478235984924573,2.7079698963496823,4.200417298046174,3.8831740342191345,6.83083694688694,6.523479090632612,4.301482437954098,3.762100508290387
Glutathione synthesis and recycling,1.6090450040831255,1.3728627389519092,13.977913949075216,13.707990387859903,1.0384383313966108,0.7669525581302462,2.66013460579008,2.402664567896551,19.155295051562323,18.317052795103145,0.6132067882508541,0.5571847048528082,27.854218024085135,25.879831952854317,0.3312761669205406,0.3200337283828225,5.3278338611083145,4.950544361673911,1.4965676678820399,1.396188746705269,0.8374275803181349,0.7123492216279691
Polymerase switching on the C-strand of the telomere,9.56452841279073,8.672601297368775,86.11272094028187,84.98343290906531,3.2183879658772105,2.2279150747529397,32.87352109139965,31.515753731667722,40.893358207894934,39.34332269026415,2.67793562848373,2.410732489025681,5.837319868860438,5.271790220790758,2.5129189758954977,1.9878008728625935,5.34333735203144,4.964547697454627,2.912279641121995,2.7406672951831546,7.909730672792815,6.994322461521337
Processive synthesis on the C-strand of the telomere,11.43958063981845,10.425967945185917,63.80954249126459,62.98966338728478,4.426560770387461,3.0018466210249195,34.008731664913995,32.58401751555145,40.197561681646796,38.7068277322946,4.106676704114555,3.753183463447644,6.194594756727877,5.601241676710041,1.8360476212249308,1.4553283393003449,2.6529809813478846,2.4271353058905945,1.8891833401621556,1.765777491171551,8.862484864306339,7.8267094795010435
Telomere C-strand (Lagging Strand) Synthesis,14.301407039572215,13.114932056014199,77.01690941872654,76.04449294035862,3.5341175992161644,2.402000277980741,32.67003217934221,31.31701125463474,46.202178457615176,44.18639970122614,4.313192459598687,3.94869171720779,6.766780521327915,6.129399665887012,2.023633753875166,1.6099149888140876,3.7239934161695545,3.4341262920755615,2.992083747008955,2.816411085076672,8.361751253187103,7.399050940281483
Telomere C-strand synthesis initiation,15.616328431175923,14.382305038423253,44.25877652461127,43.6303875619773,2.3480073883874746,1.622263242100723,22.90361716627615,21.839661428719502,35.97244049870307,34.628759573921464,4.298179913145597,3.9351308501848408,2.9756587422372838,2.6201745713704403,1.7265538916860683,1.3692635166060445,0.9496256490690465,0.8594168018832132,1.9245363035010072,1.7997371431307811,6.5498027185336385,5.803536902082793
Removal of the Flap Intermediate from the C-strand,11.064470813752282,10.08211581285019,76.49465773809673,75.52809700437787,4.130868198640769,2.7945045503567876,30.4878438789987,29.212427812103904,41.94712027936115,40.31155276468372,5.168261956027083,4.7550857200582985,7.949000090521038,7.237496384609125,1.4018092759845044,1.1200298061338505,6.707299278981246,6.238063186070336,1.4716043361658182,1.3728056270971596,7.532060443498229,6.663958011350286
Membrane binding and targetting of GAG proteins,6.743943509795246,6.101995898480035,47.55755894720171,46.89684839716152,1.078306951630799,0.7933104709081473,5.037902290695164,4.619270022139818,18.405887596374715,17.61021692802573,13.306321920813186,12.32732858866958,0.3034029914295833,0.3029839904497566,7.579709657840056,5.827357566435638,11.708192712529657,10.882745654310908,8.12535607122392,7.788550690754643,49.22681890046742,46.387131403134056
"Synthesis And Processing Of GAG, GAGPOL Polyproteins",6.744293600802679,6.101995898480035,47.55911886977103,46.89744855252938,1.0784736255589615,0.7933104709081473,5.038333750520924,4.619270022139818,18.40633816620926,17.61021692802573,13.305680847117998,12.32732858866958,0.3034954071438505,0.3029839904497566,7.579709657840056,5.827357566435638,11.708192712529657,10.882745654310908,8.12535607122392,7.788550690754643,49.22681890046742,46.387131403134056
Activation of C3 and C5,7.877661258620631,7.12433359196202,59.31159470954889,58.535115432286744,0.8110582132813896,0.6055119748874327,31.567833952281987,30.259625371990882,0.4880216928665151,0.46523803490881566,13.785168091730073,12.762825565838643,7.215336188382377,6.550773777332679,1.0574868475680583,0.8495812231823496,7.955968793342062,7.39731466325643,39.91491480300139,38.639498736106596,3.502677683580514,3.037738532257258
"Plasma lipoprotein assembly, remodeling, and clearance",1.4584657134809602,1.2417851255812855,8.615160846597277,8.414295271483311,1.090348120452562,0.8000726329228366,3.9557862022938552,3.613949444538902,8.532267653025626,8.123943919851254,7.033360119030297,6.493978189366586,1.6938990206016944,1.474347578242092,3.7964207072360647,2.9538282192592975,7.658622221190533,7.118514653125922,13.258237005260671,12.789617370199048,4.952290591872083,4.353152342821324
Assembly Of The HIV Virion,3.444463081322347,3.042526146809375,23.6812026522877,23.309862485366498,0.3518655964473652,0.3284193991057885,4.286409577486979,3.91605309044703,13.412441945291638,12.799783710078415,5.624806124658419,5.180736200078066,0.6328889666133267,0.5669879142611605,3.6742840299367527,2.8599023978681632,6.0116606334852785,5.589721538177509,4.583136421841583,4.347314716699447,38.59267997355192,35.97484122583491
Integration of viral DNA into host genomic DNA,5.850678403293307,5.285148755223626,45.9432290875345,45.29851819341719,0.5148092001927664,0.42460035334710167,15.750800661088277,14.944536919241868,18.89127929599155,18.061608919415715,0.4696281218281823,0.4358943445106317,14.049616509247924,13.018365066202676,1.7408068475297924,1.379685845790276,2.0122993719990756,1.8274299151564781,15.982559279026534,15.437338007854766,13.5859420759972,12.01185553168626
Interactions of Vpr with host cellular proteins,7.1029069911977665,6.426579676115166,100.1916322600485,98.68100348197936,1.0831469497729995,0.7965329830767286,21.394908561349705,20.35685341024951,30.086949463809034,28.92242905613907,1.843582219457835,1.648446362335005,9.040915374881669,8.261214894242158,0.9930489152982267,0.7997651441879365,13.106951783650459,12.1403910499316,6.064721936265522,5.77851290617845,5.820627311898823,5.150222286068871
Interactions of Tat with host cellular proteins,1.7257048409640765,1.4752220142730923,14.977994886286345,14.694207578916233,0.6617902126840951,0.5177536758047465,1.082523126750819,0.9733487420867585,1.4924356733754087,1.38460543859864,1.073185919214555,0.9522768195707666,0.6261069807342209,0.5621512596610918,1.4905041925518554,1.1873751377900257,5.112851790916844,4.749319375531126,5.719897081322015,5.44250244844513,1.381305944326243,1.1740757391776075
Activation of ATR in response to replication stress,12.042542829908923,10.995247022073817,99.62439833794792,98.14009849860115,2.166854590435656,1.5271465600346616,43.4755683908844,41.556699647503414,43.86643696501891,42.068142152843784,0.9901982193032247,0.8831724820987176,17.735700831357295,16.494439040696804,2.534877137227876,2.0033982201856206,6.5457877244688385,6.089915593115911,12.228738990792127,11.781161958470081,11.504001091695185,10.19579251140408
Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,3.258338142570348,2.8709483162316185,10.249168688953217,10.029964265774606,0.6065200510674981,0.4850573573628956,16.277101813432886,15.44459290072665,13.944074361468807,13.309410685789619,0.35719658369091767,0.3446628821150237,3.54636382552791,3.139111102716063,0.3321330906103696,0.3206757080039712,0.4421094696007504,0.41533532891024627,1.0322635471213244,0.9629370557453565,5.4912811828109565,4.851166040382801
Regulation of APC/C activators between G1/S and early anaphase,10.612353041642946,9.663867703923739,53.24146879208737,52.531041405144954,0.4141397213212404,0.3680098054129246,10.014606164213369,9.393279088650543,5.933142971938473,5.610651372555088,0.4968179812333661,0.4580765600690065,6.068865754299904,5.486856831835729,0.586171457725272,0.4852645188762814,7.606361276031608,7.070589462599718,20.663011731820372,19.97254334714239,1.4013859616382127,1.191787179233059
APC/C:Cdc20 mediated degradation of mitotic proteins,10.889118811409608,9.920614922404747,48.94829522752363,48.27592506493844,0.4472780493119138,0.38458625841193167,9.475822145616284,8.871056058577619,5.867642991610018,5.5490935779806945,0.3578048154478998,0.3450555296124768,5.665771474181372,5.114631276887364,0.6417525444343795,0.5271595681824889,7.517540588602392,6.988900207690538,19.137796866139894,18.480904314156724,1.5505807188016187,1.3226727056616636
Phosphorylation of the APC/C,22.458119305400366,20.96085448888921,68.56750764329959,67.70401723129362,2.641434828270377,1.8346035153705307,33.20360358252053,31.80587292284358,41.11937461814807,39.53495962591802,4.712988998821785,4.325087937012715,14.958434214567488,13.882174710797067,4.004844308368359,3.1305153253797853,5.279345128136991,4.90553596945001,14.64321372976302,14.143308817085657,14.257873428177785,12.57453313170435
Phosphorylation of Emi1,13.143717955629056,12.003000462631716,88.92671533105042,87.74344548736761,2.227073441134821,1.5482395843625336,40.04691800889187,38.27417730118913,38.01307112710884,36.610076227439535,0.7915842827892614,0.71181632211543,19.026411286245754,17.713923907975374,1.9307951368527945,1.5378286498279459,4.973168949152567,4.617306392833376,17.420814953023957,16.82664012350475,11.777945723632756,10.438860576868581
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,11.230267653045662,10.23567819572656,52.37107824253597,51.67021954213935,0.462311493341095,0.3922474510119142,10.55606235149023,9.918681496049327,6.726793221362008,6.3761262020480185,0.3529587149632109,0.3410711248110805,6.28776486252114,5.685285870213351,0.6756950283657359,0.552452668247029,7.774535905758027,7.2271044797811435,19.666718519139224,18.999337586059035,1.7610740869237715,1.4988783894276372
Unwinding of DNA,11.292431952183309,10.293686535093048,86.90856599396746,85.7707341892076,2.1542194571360636,1.5213578358345536,46.508440279540594,44.191631527487566,36.075015787816675,34.7219948631092,0.5151556229367268,0.4722736509842302,13.725810950847508,12.71435356824111,3.2341395999208316,2.5204752204879917,5.679315214151628,5.278433673795721,12.377074525494725,11.924776854500095,14.097793426283742,12.443742505912294
Conjugation of salicylate with glycine,0.3063067949574244,0.30504857732630714,0.4277646794527662,0.4157689151129445,0.6718835973765953,0.5194277011080103,1.388734498740295,1.2483064389305432,2.4227002835383766,2.2615311652451306,0.5285803733929791,0.48384540883996696,0.6510522331515554,0.580033807663407,1.4545965239913738,1.1598035117560719,0.41687441820474475,0.39588040456372986,2.779500651861574,2.6152859777360216,2.511334183962482,2.144890286285583
Conjugation of benzoate with glycine,1.3713029620274655,1.167099211509018,7.202804028192271,7.0198534013425835,0.9220948153473886,0.6855751909953205,0.9024349035725636,0.8129997237341703,2.400912749282761,2.2403501876270835,1.163186776428784,1.0299325579946235,4.344431216516756,3.8720996402094148,1.4023512118067358,1.1200298061338505,0.5550196407308716,0.5119064766079415,3.040876858812737,2.8607886739161215,1.1855016667937883,1.0050963628747562
Conjugation of phenylacetate with glutamine,1.4410654571564496,1.2301073794885709,1.8784363327948195,1.7951313410829317,0.35226834230924414,0.32860107370715286,1.6007071069380368,1.4422608469802642,0.5060313920583158,0.4808134656632948,2.356591594888147,2.1178769932415356,0.36529658209964083,0.3512515385196004,0.8771821180051004,0.7092843590614346,0.459652439559649,0.4289529908891689,0.4381221907928348,0.4245094961603015,0.33159260032327215,0.32013521771687375
Interactions of Rev with host cellular proteins,7.054751058695105,6.383364575991175,93.6979273130204,92.41854505890801,1.1788898433132566,0.8625151687395531,17.87971574837311,16.979547503658367,25.422016791416475,24.367659129093884,2.395500511835867,2.1546035212656225,5.300628941507048,4.775510838474143,1.809851997643161,1.436117070651536,11.53479300667703,10.721774937681188,5.529387855685893,5.257510649782031,3.8905128591405918,3.389281855411837
Retrograde neurotrophin signalling,0.888856533960992,0.7570229726062309,2.7819562812822682,2.679726482799745,1.089844758377942,0.7999776342839492,1.718522004353089,1.546598670587209,0.7356326376606029,0.6876357893473612,1.7275108722424424,1.5400697159124057,1.4804996620085595,1.2862344340242915,1.027192947928756,0.82584535284489,1.9878928480604396,1.8058984663278776,0.7256843100189571,0.6809493454659448,1.31806039885044,1.1181912933481737
Autointegration results in viral DNA circles,5.850678403293307,5.285148755223626,45.9432290875345,45.29851819341719,0.5149131806238763,0.42460035334710167,15.750800661088277,14.944536919241868,18.89127929599155,18.061608919415715,0.4696281218281823,0.4358943445106317,14.049616509247924,13.018365066202676,1.7408068475297924,1.379685845790276,2.0122993719990756,1.8274299151564781,15.982954096849983,15.437338007854766,13.5859420759972,12.01185553168626
Signaling by EGFR,1.2915871039707194,1.098629992884783,72.53218100221571,71.61331225883472,2.3618212391969897,1.628545485006933,2.04383151678092,1.8389570410605791,7.863912356360591,7.477543199074269,11.403994675283144,10.564307177949784,4.149985327454979,3.6976876564603485,1.265343603448324,1.0126182873588978,16.14224671981223,14.90098492915174,35.17770134590376,34.078376538064646,5.6215771090815005,4.973154273718479
Chondroitin sulfate/dermatan sulfate metabolism,8.820929132117323,7.981241634783963,1.0950171634106334,1.040422116834028,2.6965345008578034,1.876368226730856,10.82660122390809,10.184653612592879,15.365320304199733,14.666559648858803,9.27856269817769,8.59319771513784,1.9591080175828641,1.7104851272760038,0.6078618297520281,0.5002999264523796,4.702418579272746,4.360121519957052,5.934415314888004,5.652235019460303,8.31188292403634,7.356802008000911
APC-Cdc20 mediated degradation of Nek2A,21.944638709418733,20.47292799737997,67.12383440809559,66.27389327639668,2.009818930132344,1.4300286012446646,31.309049652532135,30.01754676574388,39.73530159639641,38.26359088435764,7.175675916278325,6.626764780243394,11.84231779037364,10.923449046992655,3.8763739819999787,3.0167558661396057,6.165344741609053,5.735590367606989,8.950925693427257,8.5926808245962,14.380987434202721,12.666238673477661
APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,9.89089170727782,8.975483496006342,44.19564236190388,43.57079871261822,0.3541250313646855,0.32936872098213066,7.674051561421006,7.131029254349177,4.115386004411519,3.873027971313088,0.42986950374570926,0.40367686784599444,4.509151809963945,4.024212832191425,0.5268768294591585,0.44314325343995,7.0668928245669465,6.5768065926829165,18.31794928481342,17.693105635527758,1.0816487764274612,0.9177396207681864
GRB2 events in EGFR signaling,0.46305405584708104,0.4142057097343137,70.25960660323855,69.37255013118794,1.954550821171867,1.3974099138084752,3.441804467298079,3.13239439868286,4.4390537861410095,4.185202868172497,7.604712937177455,7.036092212130634,1.3460416541215152,1.1719351478061086,2.3578616692885483,1.8775186763335903,13.451541899844063,12.426989219147517,23.17400957891874,22.3874005250688,1.6632086653126872,1.4171763761030995
SRP-dependent cotranslational protein targeting to membrane,0.5290732636948459,0.46390273209003574,0.8608365819187217,0.8210079736255825,0.611278432576464,0.48512765033691185,5.391355801103099,4.9467033217983705,1.4188366520322768,1.3142155043832124,2.7311369483219385,2.4592597424180767,2.8926509722569915,2.546653831076487,1.335410838894668,1.0689818431031035,0.3167220138060437,0.3148333177454414,0.755821755384729,0.7071227331401851,0.6756607708918951,0.5831260331331307
DARPP-32 events,2.669070430221201,2.3276934866774415,0.35603884965881655,0.35119575797416064,0.6531302573271897,0.5124593207553125,2.15294888915627,1.940968540756903,20.287711790380758,19.405471942361935,4.064966298093588,3.7142992787795985,1.7757664079335305,1.5478022186075127,2.565957884197707,2.0273003825283284,3.457901306510995,3.1801098764553846,2.2391861362197627,2.0984686432224215,4.283043642208527,3.7458313814133297
GAB1 signalosome,1.4343729438481683,1.2244347362738002,74.77467667945203,73.82522384842503,0.6621577481635226,0.5177536758047465,22.70785884591902,21.65350118359643,3.4873114582735334,3.2732793211039524,25.78209223817354,23.243434736504163,13.458121894135642,12.46353243681654,0.7142118795406096,0.5815264817272586,11.436320937512711,10.628714707790792,71.20134110888984,68.48659234816476,0.7848855635960181,0.6686537382978441
SHC1 events in EGFR signaling,0.5163781034876328,0.4548784548391105,69.1031183920977,68.23501595994976,1.9994175498080355,1.4221811422051052,3.3594537814226104,3.0596783686683686,4.779411478668434,4.509877593999592,7.625205469116001,7.053471508645036,1.2959270403279863,1.1276737687902647,2.3199860198325064,1.8451620723695983,13.54249514430396,12.511243701258712,22.58033433211755,21.806351007023707,1.785412170191395,1.5188213452590873
Vpu mediated degradation of CD4,5.992586462892754,5.4169293096915165,30.275668347173983,29.825737409458462,0.49156312684677594,0.4104850537699879,3.4838404929113667,3.170922907095255,0.6921744639078193,0.6495235611184771,1.4423563801852655,1.283004396266469,2.069613585619311,1.808565298254024,0.48373809556529684,0.4138279070683122,5.440658192482104,5.05377900051367,17.187890934522347,16.600246972162093,0.30663347240671235,0.3033761622430677
Vif-mediated degradation of APOBEC3G,6.448211175762925,5.8295029693332925,29.233364974733362,28.793927568550114,0.40939183387938544,0.3644246883628623,3.495274648994173,3.181926429050657,0.7073692094599753,0.6626538127653798,1.0598882637984177,0.9404817030466237,2.044024431176177,1.78753570781144,0.33976880200697684,0.325290978638354,5.4101758098339365,5.025333172509087,17.810425131551952,17.198624338832264,0.3827482423949602,0.356802987681924
APOBEC3G mediated resistance to HIV-1 infection,6.390606152768423,5.781367576813337,53.94437055083051,53.22853469446424,0.6223969787843667,0.4925914303019169,14.144199534412124,13.386099352892268,7.29112550081886,6.924194452802713,1.3163013333595168,1.1679900648295274,13.041273062626109,12.066886991395291,2.395101273709728,1.9067046890887414,4.62571089980803,4.286625753043855,33.272006533561864,32.23165958568209,10.549801502092109,9.337593714912723
Nuclear import of Rev protein,6.388226191190216,5.779838339271907,91.77887972767407,90.5484308062958,1.089173831795238,0.7997869166422696,16.837905012912383,15.981994103615909,26.21983338705939,25.150997901368175,2.588499476979009,2.3274511896137215,3.988872654355795,3.5528774945835644,1.7040355306184545,1.3505422899515438,11.036220957937873,10.250891122927106,3.6827632440617912,3.479229184473119,3.6569817920212713,3.1752291416883653
Extension of Telomeres,16.331748250194327,15.064157520811484,78.30981457624634,77.31106915915608,3.470169536410639,2.3585968030166424,35.59603048493542,34.05737298326604,49.92442388588161,47.56185764326791,7.902570089804359,7.314115119772565,4.283328321729268,3.815938983473145,3.168933060948224,2.4722603638689593,3.8558326144310207,3.5564745918885348,2.0467031141085044,1.9143018474678022,13.488229123540046,11.95675020649779
