,cluster 4ER+ log adjusted q-value,cluster 9 log adjusted q-value,cluster 7 log adjusted q-value,cluster 3 log adjusted q-value,cluster 8 log adjusted q-value,cluster 10 log adjusted q-value,cluster 1 log adjusted q-value,cluster 2 log adjusted q-value,cluster 5 log adjusted q-value,cluster 4ER- log adjusted q-value,cluster 6 log adjusted q-value;
Uptake and function of anthrax toxins,0.469082934340401,0.31692439918609516,1.6340723868910525,0.3861917421038416,0.3726312003584851,0.3620735944925361,0.8496740301116309,0.35971925328583354,0.31837078236812505,0.5462577028713769,0.3058816822504121;
Paradoxical activation of RAF signaling by kinase inactive BRAF,0.3672789551152327,0.30402224815377643,1.8718226839668777,0.31645988626650506,0.37205774949981,0.4214928495246554,0.8489247055704229,0.3445913271108731,0.32426094406474487,0.3866317659379911,0.3058816822504121;
Defective SLC3A1 causes cystinuria (CSNU),0.45967369374994027,0.49023002456961257,0.3869111277921452,1.132441599487645,0.397151474618249,0.4141701923235453,0.8487713337955525,0.35440324608796253,0.3904434595475933,0.3448062407408486,0.3058816822504121;
RIPK1-mediated regulated necrosis,0.3044039864101217,0.6667335201465007,1.0373342112474155,0.3388488933313274,0.31685370967227006,0.3154827146412667,0.8486025904037912,0.38454701793058893,0.4881499224650157,0.49695366037282207,0.3058816822504121;
HuR (ELAVL1) binds and stabilizes mRNA,0.4489840067171152,0.3791687430799317,0.35275308129702004,0.39026723080694775,0.32162569628297455,0.47055855225156185,0.8486025904037912,0.35971925328583354,0.5509514948484421,0.4540611718827999,0.3058816822504121;
Defective SLC7A9 causes cystinuria (CSNU),0.4565686304537262,0.4884606935737067,0.37607450446298996,1.1391272219911779,0.3964344348823373,0.41548903650203944,0.8480947640355947,0.35357383253505825,0.3917839996697921,0.3439018182909123,0.3058816822504121;
p53-Independent G1/S DNA damage checkpoint,0.3711723153579064,0.5016280373708235,0.5080281462892785,0.6432246813744723,0.6526875770884857,0.8459312116920314,0.8429055120029566,0.3030615030174226,0.33154605935666304,0.5819951510366843,0.3030467691849685;
p53-Independent DNA Damage Response,0.37274229533255165,0.5016280373708235,0.5111303216523466,0.6432246813744723,0.6526875770884857,0.8459312116920314,0.8429055120029566,0.30318050255984674,0.33154605935666304,0.5904752280237027,0.3030467691849685;
Ubiquitin Mediated Degradation of Phosphorylated Cdc25A,0.37298018217520823,0.49882509403717307,0.5045580962716097,0.6408716818388634,0.6606648610106033,0.8459312116920314,0.8411240074042257,0.3027579187486238,0.33154605935666304,0.6001022687195487,0.3030467691849685;
Ceramide signalling,1.8167858547118845,0.3579101535729101,0.5358814324116861,0.39485276920195894,0.3726312003584851,0.31776991236841967,0.8391186983302411,0.35971925328583354,0.33154605935666304,0.8084765055104299,0.3032374359194824;
mRNA 3'-end processing,0.45031287653699437,0.3142762591661267,0.7802377786070451,0.6114469800652148,0.39026309562416256,0.3619469067314098,0.8391186983302411,0.3323267677217555,0.3667930924250126,0.32429151923420935,0.3058816822504121;
Deactivation of the beta-catenin transactivating complex,5.43040520996255,1.5023412461456176,0.4129105594128844,0.3503872330012344,0.7576852196375048,0.3061210216620263,0.8389200684966519,0.5795150420091576,0.4881499224650157,0.9783819662800657,0.3058816822504121;
HCN channels,1.1201070353001332,0.32979575975804937,1.9365202542765205,0.5259000391854405,0.4652531729958008,0.49024514376462613,0.8370188835091148,0.7808545639669524,0.41003154150330823,0.83732525579712,0.3058816822504121;
Triglyceride biosynthesis,1.11620765558179,0.5073445985405695,0.9248738113059218,0.3628766921649118,0.5358107092946165,0.715283727475772,0.8368598813394694,0.8265111326269738,0.48872304360099805,0.3109481832046546,0.3058816822504121;
Suppression of autophagy,0.3481518561848366,0.3142762591661267,0.3648511899524546,0.4697453280545078,1.1439209393511929,0.474224940380697,0.8323549074311578,0.4147150908432823,0.3329607429278685,0.4835502797846719,0.3058816822504121;
TICAM1, RIP1-mediated IKK complex recruitment,0.9158906917920631,0.4660251239708507,0.8322617489258197,0.5879866812394244,0.3918027183993316,0.4677097622537639,0.8321377169488834,0.6166031083213451,0.3522221105554151,0.4353740121305991,0.3058816822504121;
ERBB2 Activates PTK6 Signaling,1.8995179115583956,0.9203031332514169,1.037247511104453,0.3733837620133376,0.48365622352261173,0.9791760437254866,0.8321377169488834,0.34600861213325285,0.33154605935666304,0.8811554113958093,0.3058816822504121;
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,0.35199476354612796,0.576173559427021,0.39316139250370125,0.4392846139050585,0.6689626772894115,0.8205962637560629,0.8321377169488834,0.3646829165254219,0.32397177416554596,0.46947200515560084,0.3058816822504121;
Keratinization,0.3117629957183809,0.3393935927201346,0.8052404472273882,0.3881184602725714,0.4479997200725016,3.6463143324478393,0.8321377169488834,0.3646829165254219,0.441266538994127,0.4451611421708856,0.3058816822504121;
Transport of Mature mRNA derived from an Intron-Containing Transcript,0.3672789551152327,0.3021233944379066,0.40487844146094454,0.3881184602725714,0.39078536832471683,0.4018096526242101,0.8321377169488834,0.34398443282195684,0.605967398728144,0.4523752385250782,0.3058816822504121;
MET Receptor Activation,1.9470140752866025,0.42498593976503624,0.3780087693032461,0.38834181595987294,0.3900512129307848,0.3111782497541377,0.8312519959352009,0.38454701793058893,0.7209288851344792,1.1825458727854834,0.3058816822504121;
Signaling by Ligand-Responsive EGFR Variants in Cancer,0.44351687530887374,0.3707383434838009,0.6765362912914509,0.3952396679299647,0.3446537762589258,0.5683890433722195,0.8286091949567093,0.4628527562793292,0.4051903053373253,0.4451611421708856,0.3058816822504121;
Serotonin receptors,0.3081642843377598,0.3691439136623758,0.6196405466110851,1.0776922874067056,0.40109453410937307,0.3620735944925361,0.8277251206886224,0.8265111326269738,0.4156689500982106,0.4209700519911368,0.3058816822504121;
Alanine metabolism,0.3479743390395984,1.0267839428606045,0.5257917995352324,0.708600123500403,0.33664443463132226,1.0060496764132285,0.8253000385152822,0.36046186142273234,0.4326147371542654,0.38300722113202923,0.3058816822504121;
Synaptic adhesion-like molecules,0.6228686233239953,0.8705631581546994,0.4018400955900535,0.3628766921649118,0.34998183722912907,0.888151598314085,0.8240020971020523,0.35331581607193274,0.3973359698996325,1.030872221906576,0.3032374359194824;
SUMOylation of transcription cofactors,0.3932382844445701,0.3051715086707191,0.8781730033946207,0.3816686884212616,0.3726312003584851,0.3131733022391502,0.823206465793397,0.35369056721333986,0.3444643675395693,0.32532264275231887,0.3058816822504121;
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,0.44351687530887374,0.369781887516653,0.6774436904910512,0.39710621317627126,0.3458323878495951,0.5646191142917181,0.8222518023588535,0.4628527562793292,0.39838117936895323,0.4523752385250782,0.3058816822504121;
PIP3 activates AKT signaling,0.3288559388871276,0.7925878159421703,0.6541994802932344,0.4296023820159213,0.5458802062090196,0.4306777496994055,0.8222518023588535,0.4595775962539899,0.327558860071622,0.3596609925416212,0.3030467691849685;
Defective CYP21A2 causes Adrenal hyperplasia 3 (AH3),0.3407996132956933,0.5160538865147885,0.783086348819216,1.683303352904159,1.1558361138746849,0.8398834316151859,0.8222518023588535,0.8821346624304645,0.41922428215661073,0.6592194040715842,0.3058816822504121;
Signaling by Interleukins,0.6201674709820884,0.4753617019431409,1.346597298888214,0.3163292158034775,1.4497014587581227,1.437240749725188,0.8217074628439128,0.6834181834101111,0.31808512104917774,2.1813418051271998,0.3058816822504121;
Activation of the TFAP2 (AP-2) family of transcription factors,0.39952318228467737,0.31575954172831694,0.3067161466326659,0.34242551078476546,0.6718297994418723,0.36661029332342004,0.8182235389487389,0.3317123913477366,0.6459758662785066,0.44022807337003683,0.3058816822504121;
Growth hormone receptor signaling,0.37784732019519435,0.5067139839757604,3.0583390208778325,0.3861917421038416,1.4527835083452083,2.5488277324593978,0.8182235389487389,0.36710932947589353,0.33154605935666304,2.4447012532792813,0.3058816822504121;
PERK regulates gene expression,1.603124623320052,1.9505556825001291,0.6371763478650965,2.625486939365583,0.45810052203947244,0.4467220717805114,0.8182235389487389,0.6834181834101111,0.3293878277257215,0.6409956176175208,0.3058816822504121;
Signaling by EGFR in Cancer,0.3697786288314644,0.6151614309327488,1.169503780015496,0.38147026278566154,0.4677023943293453,1.277116723750645,0.8180287994582087,0.33814610392581557,0.32815084485870327,0.45032973087605116,0.3058816822504121;
Host Interactions with Influenza Factors,2.8953410763550713,0.6748754522273666,2.1671547506808206,1.6332026463389901,0.3868892941028258,4.316479479523637,0.8175136652064391,0.9213781162046868,0.32855021388126704,0.7325121903592762,0.3058816822504121;
Acyl chain remodeling of DAG and TAG,0.6919161119295903,0.4155240941545764,0.4018400955900535,0.5084365731528091,0.33910487705697223,0.38104536656071447,0.8175136652064391,0.30676358637777745,0.418328270869041,0.4238184686536508,0.3058816822504121;
TGFBR2 MSI Frameshift Mutants in Cancer,2.210072766170513,0.8154380545274866,0.3538601237188543,0.3534925376343175,0.3439134979171695,0.5168045402496553,0.8175136652064391,0.45640854842187634,0.37085161505583414,0.41104584371777314,0.3058816822504121;
NS1 Mediated Effects on Host Pathways,2.8953410763550713,0.6748639225787441,2.165624764806423,1.6332026463389901,0.3868892941028258,4.316479479523637,0.8175136652064391,0.9401324887614957,0.32892132877066294,0.7325121903592762,0.3058816822504121;
SLIT2:ROBO1 increases RHOA activity,1.7910442909887387,0.45199084089717,1.8634477644547396,0.35287359016834924,0.3784031339598603,0.43075902825616436,0.8173019453802473,0.3108923324961582,0.34010467491250734,1.2561339572121097,0.3058816822504121;
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon,0.3969149687117272,0.3051715086707191,0.3538601237188543,0.3259138448761465,0.33140832466933967,0.5646191142917181,0.8163914203969319,0.5487000001707596,0.4409695697459638,1.31566242757387,0.3058816822504121;
Cytosolic sulfonation of small molecules,0.3126277267514732,0.3378343987873051,4.069315731527992,0.33629937585789416,0.4393593943366305,0.39361766140753845,0.8147895894703467,0.5053548155512009,0.45174765924593724,0.35516643484308213,0.3058816822504121;
Serotonin Neurotransmitter Release Cycle,0.4715749455752863,0.315650141649467,0.30940075881351375,0.5879866812394244,0.3439134979171695,0.3829935829538375,0.8145467925398002,0.3425206096678787,0.37721347556427365,0.4716648533813419,0.3058816822504121;
Viral Messenger RNA Synthesis,2.198956635377355,0.32228541996852034,1.8763118837089128,1.9546483118621103,0.3439134979171695,4.181834275178987,0.8144497687328974,0.35971925328583354,0.3329607429278685,0.46947200515560084,0.3058816822504121;
Phospholipase C-mediated cascade; FGFR2,0.48313498722766435,0.5698796886264856,0.5111303216523466,0.6114469800652148,0.5094891698509291,0.3693748414877889,0.8141663803742692,0.3272468962834211,0.36419136224313775,0.3999098848210651,0.3030467691849685
Transport of the SLBP independent Mature mRNA,3.041426167161493,0.3351332739777284,1.858161098708219,2.176705698633408,0.3726312003584851,4.434155846068263,0.8140751122041814,0.32753430183444365,0.37818098826263175,0.4540611718827999,0.3058816822504121;
Creation of C4 and C2 activators,0.8164242322505203,0.9001342152941485,0.31188141411333176,0.39485276920195894,1.4172697856175807,0.46851592783482815,0.8140751122041814,0.37363972655453026,0.4881499224650157,1.121605189596718,0.3058816822504121;
Cysteine formation from homocysteine,0.6922448735016377,0.3165159964142589,0.35516354224109725,0.5168399129149951,0.5835026754832157,1.3695662623898615,0.8131412981960602,0.3376553213397365,0.33154605935666304,0.3806709461682284,0.3032374359194824;
Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,1.1372853568996961,0.49882509403717307,1.4090442824121523,1.7896761711040297,0.3722027189435112,0.5145174956340497,0.8090010066211496,0.6794930686051921,0.6042626547165951,0.4404591951700404,0.3058816822504121;
DNA Damage Reversal,1.7874104207120947,1.0346589951790564,0.5439930076286128,1.2139380577533165,0.3726312003584851,0.31756868525892934,0.805567422144937,0.4147150908432823,0.3667930924250126,0.37944120195443587,0.3058816822504121;
Role of LAT2/NTAL/LAB on calcium mobilization,0.8574980245024258,0.3815328977541353,1.1088565736270573,0.5375314615485541,1.3961847524716604,0.474224940380697,0.8045661271526884,0.35971925328583354,0.3900183977157809,1.1356409598867205,0.3058816822504121;
HS-GAG biosynthesis,0.35395902962098935,0.7678534252093862,0.3638088415947402,0.35457616746105136,0.9280318932209153,0.6494417602692866,0.8045661271526884,0.38454701793058893,1.6856890370120492,2.9665313475613817,0.3058816822504121;
CD22 mediated BCR regulation,0.7310097309575617,1.3687513583296684,0.480879486544494,0.518409827601242,1.3375113665528906,0.42924963491620954,0.8031327256436698,0.5238886509233606,0.4881499224650157,1.1931978617360253,0.3058816822504121;
Signaling by Retinoic Acid,0.6188386975716889,0.5698796886264856,0.36678512690310255,0.3881184602725714,0.33627276072485157,0.3508313973814462,0.8015359801187396,0.5613944991412845,0.6052596979838009,0.3240658633672765,0.3058816822504121;
Nef mediated downregulation of MHC class I complex cell surface expression,1.0837802485733614,0.42498593976503624,0.3977798126437877,0.33564575743536246,0.8647811005884589,0.37237779320036696,0.800740854889925,0.515231060699031,0.5779762566294223,0.4232200116160087,0.3058816822504121;
FGFR1b ligand binding and activation,0.8072884376667768,0.46978811903228695,1.45366218336228,0.3573763260808044,0.3119959467823231,0.312405934491624,0.800740854889925,0.3307172929743609,0.858026547560071,0.4540611718827999,2.6756222339641442;
FGFR3b ligand binding and activation,0.3775870832267736,0.36305624463054287,0.9199579265695127,0.43287052576841767,0.3726312003584851,0.3243961835685163,0.799433134523663,0.8090438287512713,0.3121738255632173,0.4451611421708856,0.3032374359194824;
Biosynthesis of DHA-derived sulfido conjugates,0.6633439444158509,0.6447356876307219,0.48346237348866605,0.6043340415024114,0.43466048072129243,0.30701965150343463,0.799433134523663,0.37910748651356085,0.329509855487524,0.4232200116160087,0.3058816822504121;
Biosynthesis of maresin conjugates in tissue regeneration (MCTR),0.6635617905334938,0.6506211158397309,0.49321656382231527,0.6038541887701641,0.4393593943366305,0.30741925342711224,0.7977564435309636,0.378954871891739,0.33026951036094776,0.4237641280246898,0.3058816822504121;
Toll Like Receptor 2 (TLR2) Cascade,0.30625377870353887,0.4445315318218932,1.5643463147942942,0.3503872330012344,0.8715268134458334,1.1440271903015207,0.7970097646166914,0.5578106790042832,0.3061107917419532,1.0847504988898473,0.3058816822504121;
Hh mutants that don't undergo autocatalytic processing are degraded by ERAD,0.9432838371716857,0.32644608695254396,0.8881774991924806,0.3259138448761465,0.6223309115427085,0.70206723630419,0.79582397067592,0.352267490683119,0.5423130576971075,0.7302267570893407,0.3058816822504121;
CYP2E1 reactions,0.33735313748191564,0.6126757225476752,3.1256015750428547,0.3861917421038416,0.397151474618249,0.32139120730383397,0.7928221234658543,0.3622738748717201,0.3240295640978132,0.41171584476224793,0.3058816822504121;
Vif-mediated degradation of APOBEC3G,0.41033301975759273,0.4973390331284095,0.7391101653549697,0.3232519888569888,0.6776561166140836,0.6944258360475921,0.7928221234658543,0.343749190305229,0.8560717364167322,0.548103519364266,0.3058816822504121;
Degradation of DVL,0.4442528007617474,0.30955187441848364,0.4065906431250117,0.3115144235208682,0.6513359473202913,0.6702561517274862,0.7926055825874246,0.31952514275847455,0.4881499224650157,0.5858048402406467,0.30140128990347;
GLI3 is processed to GLI3R by the proteasome,0.5751813989481973,0.3393935927201346,0.35275308129702004,0.32289368140643626,0.6692056431172262,0.7730147984895923,0.7888953399271353,0.3317123913477366,0.48700045296036676,0.4435340852011034,0.3058816822504121;
CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,0.8951729777990884,0.3659796444425064,3.474789829106181,0.5109471607838141,0.397151474618249,0.7305728899620716,0.7851320389724611,0.31539388260432966,0.31120063727890246,0.4209700519911368,0.3058816822504121;
PI-3K cascade:FGFR3,0.5010655922836115,0.6441853723194954,0.5340409034698799,0.49786442742870163,0.4146172972667351,0.30146276932778043,0.7829300431284795,0.6834181834101111,0.3404697512215013,0.31895786627672174,0.3032374359194824;
Degradation of GLI2 by the proteasome,0.8072884376667768,0.3010748960204856,1.1081772974668507,0.3232519888569888,0.6278261191361808,0.727804073060917,0.7807525110281487,0.32986775016343167,0.8059290852393105,0.661829187469421,0.3058816822504121;
EGFR Transactivation by Gastrin,0.4373746700048119,0.35817300272844155,1.4422302729943435,0.40508555541811875,0.6365226938672327,1.2605005628128787,0.7784309181348757,0.4478369225572017,0.4884401207480335,0.8529629531955053,0.3058816822504121;
SHC1 events in ERBB2 signaling,0.4217790971947763,0.9285413398621923,1.8734113197925235,0.49786442742870163,0.6776561166140836,1.7596946033347172,0.7757418304479694,0.31203325779164937,0.3065164849314509,0.7131212844176323,0.3058816822504121;
Sulfide oxidation to sulfate,0.9972316535966268,0.5261728792807606,0.8720417368224088,0.5879866812394244,0.7545067537691059,0.43249212968595374,0.7757418304479694,0.35971925328583354,0.5004823565456522,0.9007292583478218,0.3058816822504121;
SLC-mediated transmembrane transport,0.47061787251554776,0.36231980452174045,2.411391835264811,3.2685196876777582,1.5260476677623513,5.264229354273752,0.7757418304479694,0.4815076222783336,0.6720910999788908,2.7541605265695863,0.3024439670208732;
Carnitine synthesis,0.4770618959027905,0.3781360705648972,2.612080435887825,0.34187428482479,0.753199844868681,0.44372094909371484,0.7757418304479694,0.6658934010577968,0.4644723627826459,0.4121812366547547,0.3058816822504121;
Gap junction assembly,0.32648569807719524,0.6748639225787441,1.2346712003995064,2.2453324898857696,1.1160230815244887,2.1013692742223733,0.7757418304479694,0.5718121961194007,1.7145004784687619,0.4170778848741611,0.3058816822504121;
SCF-beta-TrCP mediated degradation of Emi1,0.378064225064369,0.4616324653259054,0.7500066157472146,0.6039833361262053,0.6761194459288201,0.8813681710037167,0.7745592354695257,0.31482486972733703,0.32855021388126704,0.44065582267788694,0.3058816822504121;
Melanin biosynthesis,0.3672789551152327,1.2397120796373553,0.47620779881555453,0.5287159761412032,0.3439134979171695,0.321223791693833,0.774184278288681,0.7796931658740366,0.3522221105554151,0.4523752385250782,0.3058816822504121;
Phenylalanine metabolism,0.48448207652563874,0.43246941553297696,0.366949816375034,0.8204438826608905,1.0423639475701816,1.4806066665647906,0.7727186172075964,0.3404366042983231,0.8059290852393105,0.9286390457962913,0.3058816822504121;
Defects in cobalamin (B12) metabolism,0.5375980675526403,0.42498593976503624,1.2020317108771463,0.4303767648874029,0.36233576861030226,0.4300466631842503,0.7727186172075964,0.9652238352966773,1.1740238920195396,0.3109481832046546,0.3058816822504121;
Apoptotic factor-mediated response,0.751754083961834,0.3294692550550253,0.4201686359858995,0.3881184602725714,0.33140832466933967,0.4398451825355376,0.7727186172075964,0.33696163270265517,0.36419136224313775,0.4232200116160087,0.3058816822504121;
Regulation of ornithine decarboxylase (ODC),0.5018773643065748,0.3688191716225742,0.3329387001691024,0.34523110574342525,0.6477998746815469,0.7362014428337754,0.7595021276578693,0.31482486972733703,0.5653234991684049,0.5070909379859709,0.3058816822504121;
TNFR2 non-canonical NF-kB pathway,0.38232763216433213,0.4179128650456059,0.44896251260719916,0.3468013020091587,1.1099716963084914,0.8852698768301113,0.7595021276578693,0.34311895659229713,0.36912070063627533,1.3306282568439491,0.3058816822504121;
Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling,0.3812752525395024,0.3057534806262932,1.4884460794727319,0.4785623264034495,0.45873877254042,3.325319267883124,0.7595021276578693,0.754498870576167,0.3178323774360328,2.4424617640482627,0.3058816822504121;
FBXW7 Mutants and NOTCH1 in Cancer,0.3794194863285861,0.3057534806262932,1.4937353575819188,0.4787629375979512,0.45873877254042,3.325319267883124,0.7595021276578693,0.761143084226597,0.31751321075844985,2.4424617640482627,0.3058816822504121;
Regulation of Apoptosis,0.4875425241158012,0.33402483609309025,0.7405497402194402,0.3259138448761465,0.6326764164089309,0.7026410464999637,0.7595021276578693,0.31539388260432966,0.7740546118678892,0.5244669103630071,0.3032374359194824;
Nucleotide Excision Repair,0.5207997001917796,0.4920142274166592,0.3825478653928037,0.6290221373827818,0.33140832466933967,0.3410850662423667,0.7595021276578693,0.32008659068880624,0.30320189929542807,0.3281579980837237,0.3058816822504121;
Signaling by NTRK3 (TRKC),0.3194411920163444,0.9900473145611959,1.0149029969129846,0.8615737011253088,0.3728262573756636,0.4127644252979026,0.7595021276578693,0.34398443282195684,0.3327832096024327,0.3109481832046546,0.3058816822504121;
SHC-mediated cascade:FGFR2,0.31186750211813125,0.3010748960204856,0.9443850209880829,0.3945960662795339,0.37572915566633974,0.48151769849856507,0.7595021276578693,0.4487304213364941,0.32397177416554596,0.3600587774940227,0.3030467691849685;
IKBKB deficiency causes SCID,0.4822664362971935,0.6748754522273666,1.0707885287000203,0.6675991867173691,0.3119959467823231,0.3620735944925361,0.7595021276578693,0.8386828002913995,0.42933067375325595,0.589177003658062,0.3058816822504121;
Interleukin-2 signaling,0.9895905770638133,0.30402224815377643,0.4763371513150519,0.380333723709027,1.0079842539256374,0.3880965446374992,0.7595021276578693,0.31539388260432966,0.31808512104917774,2.7980008285229334,0.30249811228335877;
Zinc influx into cells by the SLC39 gene family,0.40324195892511366,0.8471359067348253,3.5047245306337906,0.3271459557820616,0.330372459861341,0.4794000133923282,0.7595021276578693,0.43791357279423887,0.6577271283436212,0.4170778848741611,0.3058816822504121;
CTLA4 inhibitory signaling,0.47453674885557934,0.6813926051109291,0.30134832367833375,0.3347645018815191,1.4089716811145514,1.429074647254128,0.7595021276578693,0.4274366816141549,0.45174765924593724,1.6182057087046102,0.3058816822504121;
Neutrophil degranulation,0.8740151034321074,0.9394394484219818,1.3087269907221424,0.3271459557820616,1.239479955932051,0.8355252322315516,0.7595021276578693,0.4628527562793292,0.4026596990050985,2.2960819303063684,0.3058816822504121;
Toll Like Receptor TLR1:TLR2 Cascade,0.311283752599729,0.4445315318218932,1.5621779857084854,0.3503872330012344,0.8715268134458334,1.1440271903015207,0.7591351859401954,0.5582073633842422,0.3061107917419532,1.0847504988898473,0.3058816822504121;
IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR),0.4817292801788386,0.6748754522273666,1.1081772974668507,0.6739582054110552,0.3119959467823231,0.3620735944925361,0.7586155693203555,0.8317163119950952,0.42884493895991277,0.5851179785892223,0.3058816822504121;
Serotonin and melatonin biosynthesis,0.737234817812786,0.39651361378525823,0.36180188645199246,0.8325728134683127,0.35830085846035925,0.3712967479661517,0.7585405554141191,0.31539388260432966,0.32815084485870327,0.34335514650734517,0.3058816822504121;
Translation initiation complex formation,0.3887383370256969,0.301642737608084,1.2664242412085094,0.3612995601475251,0.3439134979171695,0.49788523180365735,0.7563841572112756,0.6285814395938571,0.32819706770507,0.3878945009222701,0.3058816822504121;
Binding and entry of HIV virion,0.3971734923445716,0.5717648254254253,0.6503741717742904,0.3906615914818883,0.35830085846035925,0.30836634995479767,0.7558613221779444,0.30980925894012945,0.44233412632640934,1.21219404816517,0.3058816822504121;
Phase I - Functionalization of compounds,1.473354178762333,0.6667335201465007,1.6694235073695038,0.3388488933313274,1.5828289611196062,1.0829141512581968,0.7558011760672825,0.3445913271108731,0.3061107917419532,2.2593550654011274,0.3058816822504121;
Defective ST3GAL3 causes MCT12 and EIEE15,1.4880462630977418,1.2032771054264193,1.951348190804263,2.629076272493864,0.32297793958928395,0.3338497085090671,0.7558011760672825,0.34311923132904953,0.33154605935666304,0.3286979716130023,0.3058816822504121;
Ion channel transport,0.382661322523146,0.3393935927201346,6.141570040292085,0.33741769099486835,1.0702835859303041,3.5661809475438275,0.7554515803694287,2.1126085293724817,0.9644846059805651,2.1972219634687944,0.3058816822504121;
Axonal growth inhibition (RHOA activation),0.7011912520187482,0.30402224815377643,0.451301273526655,1.1792918363963194,0.47902190640086667,0.3455123857306245,0.7545039243026552,0.39361440195896213,0.36419136224313775,0.3117369630687721,0.3058816822504121;
mRNA decay by 5' to 3' exoribonuclease,1.1365783624670363,0.4916469925647314,0.7243536117804112,1.1633498441602939,0.35646676400014793,2.8242544401475214,0.7545039243026552,0.5993574392337823,0.33154605935666304,0.3126363644087619,0.3032374359194824;
Metallothioneins bind metals,2.478999639403361,0.30844391279468925,0.3025960133980849,0.35726975603122774,1.5061060989817545,0.6307025544677579,0.7496763890106327,0.9221426572870339,0.3900183977157809,0.30603264219956966,0.3058816822504121;
Intra-Golgi traffic,0.6080489904843976,0.6151614309327488,1.8437272037867236,0.36760429667486116,0.6101308047348644,0.468029122621951,0.7481470021475535,0.37731415007330193,0.33154605935666304,0.6183593246693948,0.3058816822504121;
Extra-nuclear estrogen signaling,2.1858677614026787,0.6255863960340599,2.066464377214288,0.5934319195341671,0.9810357787120494,0.7305728899620716,0.7481470021475535,0.6370660872345657,0.3227320418931485,1.748177700993418,0.3058816822504121;
Hedgehog ligand biogenesis,0.5877105209035316,0.4155240941545764,0.5555381760798851,0.5084365731528091,0.7460829399514947,0.8813681710037167,0.7450594696913315,0.3317123913477366,0.3089310108463698,0.3286979716130023,0.3030467691849685;
Defective ABCC6 causes pseudoxanthoma elasticum (PXE),0.31959300312778277,0.8801008526206888,1.0874656267528842,0.32289368140643626,0.33664443463132226,0.38104536656071447,0.7409234487188037,0.31482486972733703,0.32426094406474487,0.33947331721842144,0.3058816822504121;
Heme biosynthesis,0.41368428722655964,0.6151614309327488,0.42507367602014473,0.39485276920195894,0.8184237073582252,0.31763670856740067,0.7293832915769082,0.8253612893047934,0.3167022141326965,0.32837788404645557,0.3058816822504121;
SHC-related events triggered by IGF1R,0.34778150135032254,0.59842826146496,1.5309896907524476,0.8655799992205404,0.3726312003584851,0.8601756721033803,0.7293832915769082,0.36710932947589353,0.31075100083854396,0.31015939694194117,0.3038105965870218;
Autodegradation of the E3 ubiquitin ligase COP1,0.5494083030290889,0.3203499212257818,0.5950270739792122,0.3213115419718923,0.6231688405270283,0.7026410464999637,0.7293722425344301,0.3251934547032587,0.4834775083772459,0.67103617616946,0.3032374359194824;
Transcriptional regulation of white adipocyte differentiation,0.47959881088156225,0.3393935927201346,0.9749224672435733,0.3861917421038416,0.3542809798398846,0.6609860355446091,0.7290186859666419,0.6652097340320369,0.36938299849264533,0.3380674904376626,0.3058816822504121;
Defective ABCC8 can cause hypoglycemias and hyperglycemias,0.4476355475197084,0.5113201656506292,1.726946968850598,0.3781533650620131,0.6269560508788569,1.4280897653334224,0.7290077262391089,1.044299525814588,0.441266538994127,1.1562074796831707,0.3058816822504121;
Cholesterol biosynthesis via desmosterol,3.159900279365289,0.8306568667285524,0.7923662097912963,2.7590857997482385,0.32162569628297455,0.6519587578748341,0.7222638342698987,0.6665031139237775,2.989752403292134,0.31846271886699135,0.3030467691849685;
Regulation of activated PAK-2p34 by proteasome mediated degradation,0.500133810884987,0.33402483609309025,0.5017359945597698,0.3219369464324067,0.6273431526178614,0.70206723630419,0.7212877135807099,0.3251934547032587,0.539731828546328,0.6638900922726186,0.3030467691849685;
NR1D1 (REV-ERBA) represses gene expression,0.31449879932068264,0.4081569957992947,1.7236398388371843,0.481054275110977,0.3712409546165301,0.35765380914162076,0.7212877135807099,0.9408642598773541,0.5811663370377547,0.4523752385250782,0.3058816822504121;
Hh mutants abrogate ligand secretion,0.4397502331886933,0.388169017711386,0.824931137133459,0.42329081273942404,0.697971698746192,0.7762920576970408,0.7211578669322246,0.3251934547032587,0.45174765924593724,0.4121812366547547,0.3058816822504121;
AUF1 (hnRNP D0) binds and destabilizes mRNA,0.4934957412491837,0.30844391279468925,0.4702734346865812,0.3156748741478961,0.6326764164089309,0.7062972612850885,0.7208074248377759,0.3317123913477366,0.7735404879884075,0.5816479321842641,0.3058816822504121;
Neurofascin interactions,0.3400679662812288,0.5415108956193776,1.073527017168443,0.46569355143615376,0.33664443463132226,0.5042473154489974,0.720757556068464,0.5753977044168755,0.33154605935666304,0.353801888386797,0.3058816822504121;
