,BRCA1,TP53,BRCA2,RB1,PIK3CA,GATA3
Neurexins and neuroligins,0.2155999611797254,-0.0,0.11690006840930688,0.061811120389111116,-0.0,0.025356223083519893
vRNP Assembly,0.21520630779974234,-0.0,-0.0,0.09185794010935641,0.008107656452964213,0.014741962707506296
G alpha (s) signalling events,0.2151288633137637,-0.0,0.10155526601653783,0.019188229203352173,0.010804881891176153,0.015341612335063223
GPCR ligand binding,0.21484161154105774,-0.0,0.2586383146136677,0.051806223860670964,0.0010910049450876284,0.09123813178530549
DEx/H-box helicases activate type I IFN and inflammatory cytokines production,0.2144757902551042,0.08102128444085427,0.01941801412750754,0.026994828199408703,-0.0,0.1493296084516548
COPII-mediated vesicle transport,0.2141292568960849,-0.0,-0.0,0.13288841942817595,0.05304922772013197,0.614037803037787
GPCR downstream signalling,0.2138284076757429,-0.0,0.1337226870728258,0.03440941826912918,0.01257160244283619,-0.0
RUNX3 regulates CDKN1A transcription,0.21336130941838338,-0.0,-0.0,0.10038754152947087,0.0028244903970188625,0.13284428885137012
Signaling by Nuclear Receptors,0.2116984257550566,-0.0,-0.0,0.2235946419890347,-0.0,0.39511521083673923
Xenobiotics,0.21044673985264617,0.014714149808053014,1.73243473304805,0.05975972841858149,-0.0,-0.0
Signaling by TGF-beta Receptor Complex,0.2104153711042627,0.027735667326750223,0.04743939147123113,0.1369097218294871,-0.0,0.6506544811633919
Innate Immune System,0.21003791686834894,0.6919430918642699,0.03007539990716546,0.010149828260511756,0.0063085909331291575,0.6282440010285871
ER to Golgi Anterograde Transport,0.2098869550400768,-0.0,0.07444581326849418,0.2247813818779657,0.12407663576197803,0.5934513452735615
APC/C:Cdc20 mediated degradation of Securin,0.20801818231420613,-0.0,0.048156863613594225,0.01887546444697081,0.0016570806498729773,0.6117712524403676
Formation of the cornified envelope,0.20766679243196362,-0.0,0.05620493721468654,0.05106413027467016,0.12366905006149138,0.21997501419610654
Death Receptor Signalling,0.20765290149401408,0.08488708895596948,0.04264489472669883,0.3040406350167198,0.1127284592178866,0.02870623860121918
GRB2 events in EGFR signaling,0.20749442326453768,-0.0,-0.0,0.017488464247401952,0.008377680115453803,0.10183369006559109
Manipulation of host energy metabolism,0.20721104072884416,-0.0,-0.0,0.0666968040344974,-0.0,0.3063993314541306
Lysine catabolism,0.20690798905419366,-0.0,0.0006253843619797502,0.13777639640934553,0.0067897272075527985,0.026406712997777616
Signaling by FGFR4 in disease,0.20686155600138068,-0.0,0.024996106590300594,0.02744319624250544,-0.0,-0.0
CTLA4 inhibitory signaling,0.20666762875656505,-0.0,-0.0,0.10010178624945201,-0.0,0.00783999428733807
MyD88 deficiency (TLR2/4),0.2063851453453978,0.008980355683872641,0.37176791683658417,0.19961961435246228,-0.0,-0.0
Homologous DNA Pairing and Strand Exchange,0.2063821216899515,0.08491677155860496,-0.0,0.03207354407605612,-0.0,0.1057663555221817
Molybdenum cofactor biosynthesis,0.20627061147064754,-0.0,-0.0,0.02059446683253784,0.01694511901601806,0.04092787691960239
Aggrephagy,0.20625471015590913,0.01896394237135338,0.25604339902809065,0.2892492440020268,-0.0,0.37651260102698336
Glycogen storage disease type II (GAA),0.2060592206948526,0.009067777511211548,-0.0,0.1547244884992985,-0.0,0.019282453587702305
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",0.20572577564799294,0.005917282088064027,-0.0,0.3479580115625308,-0.0,0.13959123336394066
Nonhomologous End-Joining (NHEJ),0.20561784357961818,0.017370187432765756,0.03942716513573772,0.05547049056595395,0.08101619095289568,0.18950746856558884
Regulation of gene expression in beta cells,0.20558425198631952,-0.0,0.00869966082633026,0.3028762979945917,0.18017032117221843,-0.0
ROS and RNS production in phagocytes,0.20553881839498636,0.08405235481663535,-0.0,0.024905752620221818,-0.0,0.23159622525114018
Signaling by NOTCH4,0.20542149230182788,-0.0,0.04006180640370571,0.1831104551536787,-0.0,0.6307455108279288
Prevention of phagosomal-lysosomal fusion,0.2053622687873631,0.04822680868123983,0.8807396879805626,0.32303492528748523,-0.0,0.005479489973568656
Muscle contraction,0.2046266655681167,-0.0,0.7517248422706345,0.09637777525155788,0.0014816088118703448,0.5075223887142122
Hyaluronan uptake and degradation,0.20345901038395375,0.0814898842719893,0.10905646043918667,0.05967046156027579,-0.0,0.09522719239206923
Activation of RAC1 downstream of NMDARs,0.20328723593540854,0.017322554974253564,-0.0,0.03459170216765183,0.013300989187208309,-0.0
Mucopolysaccharidoses,0.20295682927884223,0.0980145831191486,0.42705896857070863,0.03113664847212945,-0.0,-0.0
Activation and oligomerization of BAK protein,0.20226671387049217,-0.0,-0.0,0.03313729434444678,-0.0,0.026866232783112877
LDL remodeling,0.20224819691615473,0.07648439964657563,-0.0,0.012602688361588614,-0.0,-0.0
Transport of Mature mRNA Derived from an Intronless Transcript,0.2018243788799342,0.00557705777465979,0.10995673422998106,0.11771168367612662,0.05115070132011048,0.024621113682013848
Neurotransmitter receptors and postsynaptic signal transmission,0.2014981677288225,0.12939164181998117,-0.0,0.011086701878265682,0.021133338881064313,0.45666182335267286
Signalling to RAS,0.20133245607869982,-0.0,0.12796148197982682,0.025238855968285685,-0.0,0.03899568162617787
Dopamine Neurotransmitter Release Cycle,0.20087250021391798,0.01443427094581889,0.0035730435108778484,0.030926847790397553,0.09186909525511341,0.638048430468584
Signaling by TGF-beta family members,0.20040339089581666,-0.0,0.030888519031415967,0.10387637070892622,-0.0,0.6254898715081487
Transport of glycerol from adipocytes to the liver by Aquaporins,0.20036285960374922,0.07904979447239006,0.05553771488306118,0.03187213092129748,-0.0,0.30508986793910486
Regulation of mitotic cell cycle,0.19920659378529665,-0.0,-0.0,0.035711734294893355,0.010845249926373484,0.670926634491824
ISG15 antiviral mechanism,0.19911709634621258,0.010941835783767376,0.12605959720760726,0.5358568381563912,-0.0,0.22332131246170858
Loss of function of MECP2 in Rett syndrome,0.19855906786880742,-0.0,0.05848407750025084,0.3302557031732382,0.13341632180468543,0.01133955407108704
Signalling to STAT3,0.19723290664011042,0.0740213303818648,-0.0,0.12324860104437307,-0.0,0.5924297668865223
PIP3 activates AKT signaling,0.19714083953246447,-0.0,0.06320172596823032,0.3008306139104447,0.005313680186376335,0.20983914746691146
RNF mutants show enhanced WNT signaling and proliferation,0.19692649200204093,-0.0,-0.0,0.19153629746150144,0.24660123050775737,0.19066604090673062
Transport of Mature mRNAs Derived from Intronless Transcripts,0.19673601542233463,0.007460553837942451,0.09729130503390183,0.03313638352661523,0.02917528869762149,0.2397620747809883
Defects in vitamin and cofactor metabolism,0.1939596986353899,0.11012930589817148,-0.0,0.15891724422890788,0.29448020633321786,0.10968531054314651
Interleukin-6 family signaling,0.19374610542512127,0.05576226849254003,0.987164709059062,0.028709573776427147,-0.0,0.14074120255719186
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,0.19358273668181092,0.018024118839237612,0.22222138828686083,0.2967411600330174,0.0003079105605366406,0.27066665921004834
TRAF3-dependent IRF activation pathway,0.1935751472420629,0.02875771309598507,-0.0,0.5139633410514095,1.94965506206453e-05,0.961242566158969
MAP kinase activation,0.19325013496574406,0.02971693524475641,0.22334306453955818,0.13773497389883788,-0.0,0.9692170122381961
Type II Na+/Pi cotransporters,0.19235229471400023,-0.0,0.07480263170845851,0.014535558278008462,0.12746949686022166,0.0911469889785807
Classical Kir channels,0.1921552833415146,0.02840096949609766,3.849098205008404e-05,0.06917555194410092,-0.0,0.03338461196858786
Biosynthesis of DPAn-3-derived maresins,0.19215521961901205,0.015786644307922863,-0.0,0.023915784496121154,-0.0,0.02102243605780043
PI3K/AKT Signaling in Cancer,0.1913893004570987,-0.0,-0.0,0.06660329976530022,-0.0,0.20400290009734412
Adenylate cyclase inhibitory pathway,0.19135527767118524,0.08422514306382681,0.015072554943047281,0.010630142466663849,-0.0,0.01987096120745147
IRAK2 mediated activation of TAK1 complex,0.19120886111312269,0.01573209951168349,0.39450427113725695,0.44387852272073164,0.2790051148042069,0.5001984660223217
Transport of the SLBP independent Mature mRNA,0.1908050008131953,0.017566512481999932,0.21662919006382952,0.05101076391808702,0.03511350255970272,0.013526806530548557
PKB-mediated events,0.19049893343610047,0.04005750685907536,0.018891188891070075,0.033976855551242836,0.013170548971978701,0.20459110550945567
TRAF6 mediated IRF7 activation,0.19001217466865233,0.08946730875547806,0.007585124181575543,0.2886873691632591,0.12801155234333833,0.2328059588334171
Molecules associated with elastic fibres,0.18876264961543932,0.008915086743059119,0.000293141698837317,0.09177622360334853,0.002687420233506661,1.4153201018325212
Transport of the SLBP Dependant Mature mRNA,0.18863351593350655,0.018765133693246186,0.19113089487601165,0.06994275438111033,0.009074941779863946,0.1947030219728437
Activation of kainate receptors upon glutamate binding,0.18832700787661777,-0.0,0.051782143794708774,0.027776404936955615,0.0027475449720393277,0.413460304573198
FCERI mediated NF-kB activation,0.18813177121076585,-0.0,0.09103282400199408,0.245974488023559,0.004524063836658513,0.3554532319146373
Fatty acyl-CoA biosynthesis,0.1880002013431343,0.16853757214866205,-0.0,0.025233360933021122,-0.0,0.4973540974253848
Proton/oligopeptide cotransporters,0.1879279350703929,-0.0,5.390480778054976e-05,0.05082136640021597,-0.0,0.015596183377737174
Other semaphorin interactions,0.18774741621412575,0.008190898746595903,0.06648930698358531,0.006740924562659834,-0.0,0.1896476626458006
p75 NTR receptor-mediated signalling,0.18763722498096097,0.07265754914504433,0.0498776469875263,0.26812402049398465,0.12752043190647155,0.026104976489666656
Antiviral mechanism by IFN-stimulated genes,0.18743580011602376,0.07862493956359473,0.06199412357050273,0.4840956825289901,-0.0,0.2210291136277769
Displacement of DNA glycosylase by APEX1,0.18735101278862143,-0.0,0.16650363241723468,0.0061447811491965225,-0.0,-0.0
Regulation of MECP2 expression and activity,0.18728983126493476,-0.0,0.015061100649904763,0.3093630320287349,0.018668991885704565,0.019850233707080785
RNA Polymerase II HIV Promoter Escape,0.18727919290311065,-0.0,0.07263644668982573,0.09079124693080173,-0.0,0.5038324750251229
Signaling by Insulin receptor,0.18699032718474318,0.055634530517363126,0.11622045238996048,0.1453369999571819,0.00019543713410540527,0.17560238413558418
G2/M Transition,0.186308914081616,0.08669668910338779,-0.0,0.20890735875143343,-0.0,0.39496956802337474
Intestinal hexose absorption,0.18598124710752922,-0.0,0.06310298796574328,0.09366969118952627,-0.0,0.011740510307857931
Interleukin-12 family signaling,0.18583007386320494,0.035376214641268756,0.03295608783963678,0.05247339534644321,-0.0,0.2727401959005346
RNA Polymerase III Transcription Initiation,0.18564945933276217,-0.0,0.05305776030407116,0.3270779425855985,-0.0,0.01082022609876647
HuR (ELAVL1) binds and stabilizes mRNA,0.1855773584357242,-0.0,0.03566330051924949,0.11100417255098186,0.003231281615396474,0.027162281380415793
Defective ST3GAL3 causes MCT12 and EIEE15,0.18542103394512882,-0.0,-0.0,0.052333106633782774,0.12771207389173703,0.24225458028262595
Abacavir transmembrane transport,0.18539071183393863,0.015495334692721222,-0.0,0.03855192416262007,-0.0,-0.0
Signal attenuation,0.1852082670738045,-0.0,0.024081051166877355,0.03590883349738669,-0.0,-0.0
Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion,0.18487959145119498,-0.0,0.14086665757649208,0.08834439081115512,-0.0,0.10857598015855635
Prefoldin mediated transfer of substrate  to CCT/TriC,0.1842775875914023,0.021864532489092387,-0.0,0.02870928206550236,0.1890654251320663,0.9736578317018023
AMPK inhibits chREBP transcriptional activation activity,0.1841495734531371,0.2334177691270801,0.10813969190939493,0.0269137766360522,0.09546779040682786,-0.0
Signaling by Receptor Tyrosine Kinases,0.18374769137357255,0.1722331783543045,-0.0,0.01040211387310222,-0.0,0.6736263189315904
Chromosome Maintenance,0.1833451639603622,0.015415466506825432,0.007871171683264799,0.06954311078491275,0.17181715193507477,0.014991296922029449
Degradation of AXIN,0.1833099936568418,-0.0,0.22342009498632937,0.15040312402395234,0.0031687372806947535,0.6087348133237385
CLEC7A/inflammasome pathway,0.1818345661918514,0.177221163270657,0.4911451324120807,0.19745957422625326,0.0059427021656894095,0.12941108858693798
Negative regulation of MAPK pathway,0.18154860830772962,-0.0,0.08864140927907807,0.4333092781707719,-0.0,0.36615832174948787
TCF7L2 mutants don't bind CTBP,0.18128814504252916,-0.0,0.0014252884812410126,0.15686606200305295,0.017231928257337523,-0.0
MAPK1/MAPK3 signaling,0.181062372344097,-0.0,0.10903257430009149,0.2779266080611211,0.0011766543494046713,0.49620864677227733
VLDL clearance,0.18089286656950918,-0.0,-0.0,0.007590214219587819,-0.0,0.06071810135239938
MECP2 regulates neuronal receptors and channels,0.18046804757846627,0.015842681725192924,-0.0,0.09151134274143925,-0.0,0.004833969614774771
MAPK family signaling cascades,0.18044496219166917,-0.0,0.10586960052744501,0.31099899246269125,0.0041983865595239395,0.6497611256929398
RHO GTPases Activate NADPH Oxidases,0.18030370535773121,-0.0,0.0002669726530110964,0.004795031487225203,-0.0,0.002491742826898442
Creatine metabolism,0.17868134538980307,-0.0,0.2603051180413638,0.03222103673301932,-0.0,0.36948620983342695
TNFR1-mediated ceramide production,0.17855996203455046,-0.0,0.2538181417737729,0.12911583541301674,0.009658684009513363,0.215434657126025
ADP signalling through P2Y purinoceptor 12,0.17851261751265474,-0.0,0.23186954048799266,0.19132758099306274,0.015701168294908485,0.2481197017058322
Toll-like Receptor Cascades,0.17838105575199012,0.06656313217798275,0.1699971103428544,0.050576594686960234,-0.0,0.33975909077085575
Diseases associated with surfactant metabolism,0.17809225188587327,-0.0,0.014642245698020577,0.10445689497020431,-0.0,0.10425241151887157
Mitotic Anaphase,0.17504688216442324,0.046191825095105,0.1592418175142715,0.21320322972090686,-0.0,0.5312729318824152
Endosomal Sorting Complex Required For Transport (ESCRT),0.1749826539982712,-0.0,0.2548273657705848,0.10363716179490856,0.004332218503449135,0.6123954056229894
Elastic fibre formation,0.17492535211025506,-0.0,0.008671759531495342,0.09596575742207189,0.06827604995345771,1.0649378140640215
Protein folding,0.17406090910862893,-0.0,-0.0,0.01675363589720951,0.009154899716551364,0.49798185035342096
RHO GTPase Effectors,0.17397615480874273,0.08430962280040087,0.16291993407392127,0.024289532195177887,0.27504943742479776,0.4740005233130546
Signalling to ERKs,0.17364935321035307,-0.0,0.018921689786662362,0.017125475057643832,-0.0,0.08654726179226778
TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation,0.17357525259776274,0.0004850221908914495,-0.0,0.11332925626969531,-0.0,0.02916040480627639
Intracellular metabolism of fatty acids regulates insulin secretion,0.1732619339527481,0.03984487024930456,0.09655970434878941,0.09218407028591083,0.09337800635784789,0.612560168187853
Signaling by NODAL,0.1731287707671546,-0.0,0.0007612171554417212,0.20965938668516457,0.021305904536559703,0.0234981006912051
Intracellular signaling by second messengers,0.1730805664519548,-0.0,0.038884862088564766,0.2898805953381629,0.013874177293789687,0.24455551926741054
NOD1/2 Signaling Pathway,0.17307306916689527,0.04702883603009823,0.07927086609234879,0.17475220195761235,-0.0,0.7187178992278525
MET Receptor Activation,0.17281755175259939,0.08930187464247807,0.00022661518830009893,0.20756303822755764,0.0046321136033773405,0.6258475969135142
VLDLR internalisation and degradation,0.17266386116976573,-0.0,0.1386290045684846,0.009950135291076908,-0.0,0.023638235114620945
Unfolded Protein Response (UPR),0.17253463303466737,-0.0,-0.0,0.04772169610684189,-0.0,0.01767879370584011
Downregulation of ERBB2:ERBB3 signaling,0.17236247111811434,-0.0,0.1677233621883749,0.5160962864789278,0.3325143027085565,0.0004286033134732875
phospho-PLA2 pathway,0.17236057661078924,0.008207149191042656,0.008844112308539763,0.1976538123717187,-0.0,0.04652669436038086
Glycolysis,0.17207408979777433,0.08381876459828945,-0.0,0.14704946050484413,0.0018348251169466017,0.32000994788292897
CLEC7A (Dectin-1) induces NFAT activation,0.1719113346611298,-0.0,0.001010183377166527,0.1123035601488995,0.016395002828732262,0.026187459966469564
Alternative complement activation,0.17187073381885712,0.010521752261625744,-0.0,0.02904245995951363,-0.0,0.03958285469205243
Regulated proteolysis of p75NTR,0.17185566298435864,0.0826816063884961,0.03818969354085842,0.03520632170535755,0.010050905137482153,0.19144617146274145
Oncogene Induced Senescence,0.1717586358223062,-0.0,0.1967007135605614,0.13861874660189666,-0.0,0.05365122648684641
HDR through Homologous Recombination (HRR),0.1713157754796545,0.07489583490388224,0.0082983883662371,0.09994211019930928,-0.0,-0.0
Suppression of phagosomal maturation,0.17123639412634753,-0.0,0.2072549051856486,0.29754183260110023,-0.0,0.027974171235563866
Prolactin receptor signaling,0.17115033712627795,-0.0,0.009833763109864321,0.007083590576549624,-0.0,0.07980297089476064
Toll Like Receptor 9 (TLR9) Cascade,0.17114813133958445,0.08120701194710071,0.2423416120295443,0.07008697264342878,-0.0,0.6255947581093007
G alpha (12/13) signalling events,0.1709135524567326,0.0205319296842857,0.004105276869499931,0.10329612848466245,0.06533456090824154,0.057431550009660826
RAF-independent MAPK1/3 activation,0.17055691392634853,-0.0,0.07453514820118155,0.08404308553721661,0.014175469831459156,0.7013596064343184
Regulation of pyruvate dehydrogenase (PDH) complex,0.1705226759686665,0.0819420494607125,-0.0,0.010525370065324714,0.308242730764565,0.646767299204904
Degradation of DVL,0.17050774759270249,-0.0,0.07978345690607017,0.21160588271112793,-0.0,0.6710440565418668
Propionyl-CoA catabolism,0.17025611564003226,0.015539121105609389,0.008408353790669527,0.03249238164235871,0.06264777013724666,0.13987681263271456
Signaling by FGFR1 in disease,0.17017618518320124,-0.0,0.030128356906621197,0.24552157710927416,0.0753137682844131,0.0901300311473615
Autointegration results in viral DNA circles,0.1700666536842639,-0.0,0.020522423076307496,0.10038714730883803,0.08491733197282604,0.2739364842915485
Transcriptional activation of mitochondrial biogenesis,0.1700579774284222,0.049120578497190606,-0.0,0.24655191560702297,-0.0,0.016513160513130214
SUMOylation,0.1695961819573859,0.0663955388345719,-0.0,0.2886931964286773,-0.0,0.009813927858503347
Signaling by GPCR,0.16950585795798334,-0.0,0.14607250974018432,0.03083053533586192,0.012375457141555087,-0.0
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,0.16933533085044494,-0.0,0.012824587806881678,0.03538376146740264,0.002314258747704561,0.613765362849452
Netrin mediated repulsion signals,0.16923649892276008,-0.0,0.30345852015738356,0.18922300143103243,-0.0,-0.0
Diseases of carbohydrate metabolism,0.16911633080184757,0.1612948226152535,-0.0,0.2444996695395236,-0.0,0.04071209455667392
Nucleobase catabolism,0.16891627705825557,-0.0,0.06207848102104567,0.07222743606449243,-0.0,0.11011589133766742
Endogenous sterols,0.16864009684148962,0.08650305500779118,0.14631682982323652,0.14608164686205372,-0.0,0.19241384902532593
Mitochondrial ABC transporters,0.16811882350481633,0.0164167750872321,-0.0,0.1865220611811863,0.2104255975429413,0.023833068263807274
Antagonism of Activin by Follistatin,0.16790091826292916,-0.0,0.22742488698624092,0.0028095279095398623,0.045058492252499686,0.5142450900105614
Scavenging by Class B Receptors,0.16761393364145463,0.08087443321360262,-0.0,0.18699337024683665,-0.0,-0.0
Pink/Parkin Mediated Mitophagy,0.16754643056157817,-0.0,0.09589502718640293,0.11046714714670541,-0.0,0.08634976317100103
Zinc efflux and compartmentalization by the SLC30 family,0.16741820538146057,0.08033587641401975,-0.0,0.029397120515679075,0.05508395240875955,0.1369989743195653
Negative regulation of TCF-dependent signaling by WNT ligand antagonists,0.16698193316511004,-0.0,-0.0,0.19922834969026007,-0.0,0.11634737292497718
Pausing and recovery of Tat-mediated HIV elongation,0.16660947561881628,-0.0,-0.0,0.034787693495215044,-0.0,0.024787747020767664
Neuronal System,0.16657233958391188,0.46295706346148535,-0.0,0.028545700219321613,0.0002535983577962936,0.5194955102097126
Metallothioneins bind metals,0.1658146459195883,0.005228881827209741,0.8008542848216947,0.002140207383792061,-0.0,1.0818369254272864
Metabolism of non-coding RNA,0.16448588421909544,0.008263107322606456,0.01854975083685861,0.0788575744191459,-0.0,0.003500636467053143
Amine Oxidase reactions,0.1640127433980926,-0.0,0.0103733324738343,0.12500298977525526,0.00045739606273105104,0.00947038168731504
Transmission across Chemical Synapses,0.16387616223988385,0.3239795948579624,-0.0,0.01131902154039033,0.017927721586362872,0.49834342367491385
NOTCH3 Intracellular Domain Regulates Transcription,0.163628874972745,-0.0,0.3773922276017714,0.15262244492956104,0.33407146884760736,0.006407147776778929
Cell-Cell communication,0.16362020892312748,0.0729624690435528,0.019313985178917675,0.08347830728770905,-0.0,0.6375712402713775
Response of Mtb to phagocytosis,0.16356711196942406,-0.0,0.2248858082899831,0.2996583713395828,-0.0,-0.0
RAB GEFs exchange GTP for GDP on RABs,0.16353692283941343,0.07337518545148691,0.04357305638525552,0.20558076522173793,0.07853145670935152,0.10341017867419226
Synthesis of Dolichyl-phosphate,0.1630653562489065,-0.0,-0.0,0.013027165382142259,0.12524662138067885,-0.0
Deadenylation of mRNA,0.16297322162923158,0.01751434062204996,0.0041904873662236344,0.03074291683930945,-0.0,0.03622887343973952
Signaling by moderate kinase activity BRAF mutants,0.1629670147833598,-0.0,0.21896300600103932,0.21078990433604713,0.012906821004411595,0.011191873111818981
Synthesis of diphthamide-EEF2,0.16292106817026666,-0.0,0.10281386521806227,0.3139167027574455,0.061197799713321864,0.0830798366777051
Activated NTRK3 signals through RAS,0.16244538496326297,0.00522829039885703,-0.0,0.01788587979568937,0.002581919857922842,-0.0
Cytosolic tRNA aminoacylation,0.1622796285713386,0.08042845434664449,-0.0,0.04351498548042346,-0.0,0.006586411336718422
Regulation of lipid metabolism by PPARalpha,0.16038119007482177,0.08243504848645637,-0.0,0.2510230614279089,-0.0,0.016556726951268422
ABO blood group biosynthesis,0.1596724182631824,0.02747755178707101,0.2527228772311146,0.13775967198312464,0.000300323408898076,0.21642588503036225
RHO GTPases activate KTN1,0.15958405486012708,0.009219987958677879,0.022539211077904783,0.09701996712233667,-0.0,0.7284686091186723
Defective SLC7A9 causes cystinuria (CSNU),0.15933899730512052,-0.0,0.01799810214660317,0.10084742406224635,0.018032089767189605,-0.0
PKA activation,0.15931619932654156,0.07272028223459835,0.08543673834900427,0.007667095015282454,-0.0,0.029807507456573012
Integration of viral DNA into host genomic DNA,0.15925382595186274,-0.0,0.017403858470412908,0.10278357170570268,0.043739149951595745,0.26865061959384773
Binding and Uptake of Ligands by Scavenger Receptors,0.1591193548583958,0.014754851978549866,-0.0,0.03533552818132377,0.0048410273571518276,0.27587927507221904
EPH-Ephrin signaling,0.1590448814035141,0.08335696460856007,0.03673665239356173,0.06623245706949821,0.007187183210011479,0.6996725914678563
SHC1 events in EGFR signaling,0.15868169612361252,-0.0,-0.0,0.0069634120583048735,-0.0,0.09641513911507271
Semaphorin interactions,0.1585846742940665,-0.0,-0.0,0.08447365576919863,-0.0,0.007269374451163731
RUNX3 Regulates Immune Response and Cell Migration,0.15855548000238928,-0.0,0.005180520579366059,0.015367258166548759,-0.0,-0.0
Regulation of beta-cell development,0.15847241739457146,-0.0,0.23918292823777165,0.2510486286932531,0.1324501009228244,0.039390416393765344
Defective LARGE causes MDDGA6 and MDDGB6,0.15815352497550125,0.015536736628227904,0.005804460807830136,0.08114713521458972,-0.0,0.3320182556891196
Inhibition of Signaling by Overexpressed EGFR,0.1580707944539174,-0.0,-0.0,0.05034069464173643,0.01762332896059647,0.22694401126555527
HIV elongation arrest and recovery,0.15790313837111422,0.06638272076423077,-0.0,0.21203428805953392,-0.0,0.01705792968137443
Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD),0.157824070847254,0.0014336703060884852,-0.0,0.2055349397129252,-0.0,0.2737539946392144
Circadian Clock,0.15747518304054445,0.011439329595427612,-0.0,0.30332879079040237,-0.0,0.2845010502207731
Transport to the Golgi and subsequent modification,0.15739718921092194,0.08443120763159548,0.10137097416459943,0.26256302748326427,0.12526833859036526,0.6675646855925406
IRAK4 deficiency (TLR5),0.157259971401478,-0.0,0.0007309131131017174,0.007425444473667985,0.02609335116317855,0.017502108157969067
Synaptic adhesion-like molecules,0.15724838957209622,-0.0,-0.0,0.008932569237546881,-0.0,-0.0
Tat-mediated HIV elongation arrest and recovery,0.15723340552569706,0.11874475260396439,-0.0,0.034753637104524525,-0.0,0.008021682002257181
Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD,0.15715842982686226,0.018722940706019882,0.06996380154667303,0.05281521388668155,0.028931794908715915,0.34387786963674877
betaKlotho-mediated ligand binding,0.15698797759764335,-0.0,0.04088537741765966,0.11240248756912985,-0.0,0.01060134228599236
Carboxyterminal post-translational modifications of tubulin,0.15684360461822155,-0.0,0.149465505191145,0.2392535960152416,-0.0,0.0026962247859298872
MyD88 dependent cascade initiated on endosome,0.1567551308286616,0.08323414530722809,0.26466665776098397,0.06864549613157686,-0.0,0.5796444798003265
Fertilization,0.15669389485974228,-0.0,0.5839640783621226,0.01774185439318426,0.02300890791986178,0.006906057806903802
Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA,0.15667740943476427,0.12421134613815465,0.2788241431639238,0.18049739675059456,-0.0,0.18852250038513846
IRE1alpha activates chaperones,0.15654339260127795,-0.0,-0.0,0.006176581529783467,-0.0,0.013974024030487165
Signaling by RAS mutants,0.15639267834097648,-0.0,0.23076127571306565,0.22112572749612436,-0.0,0.009835778116107075
EGFR downregulation,0.15585849040925323,0.012420107349502647,0.07897437828566976,0.030723534869232676,0.008194710096103862,0.7745684154567766
Pausing and recovery of HIV elongation,0.15581375896044178,-0.0,-0.0,0.1481609112706774,-0.0,0.023441792787566296
Paradoxical activation of RAF signaling by kinase inactive BRAF,0.15546130530061214,-0.0,0.22465223001011628,0.22074190469030588,-0.0,0.00502525787160887
Nucleotide salvage,0.15458083806755285,-0.0,0.0425205099133041,0.0553078552002682,0.00177095619022874,0.009169583508516781
Regulation of insulin secretion,0.1543213537234671,-0.0,0.1464126098404761,0.02858340643448279,0.009536718116814986,0.42753004725912225
mRNA decay by 5' to 3' exoribonuclease,0.1498585023510598,-0.0,0.01568953965018842,0.12633698094223586,-0.0,0.024250367663959233
Regulation of TP53 Activity through Methylation,0.14920042950123513,-0.0,0.7576736497406801,0.28748339649910976,-0.0,0.16654433329000473
XBP1(S) activates chaperone genes,0.14896373587538037,-0.0,-0.0,0.011134735571122389,-0.0,0.10322350917120175
Glucagon-type ligand receptors,0.14865868168669683,-0.0,0.07085074332402679,0.053206589619511,-0.0,0.5349425596443146
Thyroxine biosynthesis,0.1486378063690029,0.008084411290608258,0.0001473632592476791,0.18601802290016453,0.0008043931961422401,0.017270241354917382
Glycogen breakdown (glycogenolysis),0.14858559672830077,0.08125132327211289,0.1323510283060584,0.10215665901948673,0.12764089243906263,0.010518306741451875
Diseases of Immune System,0.14845934431435984,0.07361617533946699,0.14877608395839145,0.03605113503797828,-0.0,0.029155528561602678
SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion,0.14821386403032105,-0.0,0.16820650575378573,0.007023912525076183,0.005784783966707895,0.0054431241943463035
Termination of O-glycan biosynthesis,0.14813394832651922,0.07765111186930075,0.07217123486493185,0.14912400042873522,-0.0,-0.0
ATF6 (ATF6-alpha) activates chaperones,0.14792250257082018,-0.0,0.07951405470100163,0.11331046692236495,-0.0,0.310743106199188
Ub-specific processing proteases,0.14786118283336958,0.0776779746666804,0.010699697920790056,0.031552376669406086,-0.0,0.3848639577574609
CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde,0.14767444844672561,0.007897900339628585,-0.0,0.03568194899798691,-0.0,0.2543110660348177
Synthesis of PS,0.14764465342999084,-0.0,-0.0,0.04342787404204125,-0.0,0.015380762252899095
Antigen processing-Cross presentation,0.1476157906360405,-0.0,0.25766190449763177,0.20439470343438254,0.007917935088051744,0.3057594908011706
