,ER Status qvalues,PR Status qvalues,HER2 Status qvalues,Triple Neg qvalues,ER-/PR-/HER2+ qvalues
Detoxification of Reactive Oxygen Species,53.75992145836074,25.01622768446365,4.132464501672398,49.3549795030267,4.038806418605499
Post-transcriptional silencing by small RNAs,53.69530588538163,29.701232963251964,1.2294905726705072,48.33467008637419,5.540536816719615
Regulation of actin dynamics for phagocytic cup formation,53.68577986341856,33.497220386823486,13.719961323722575,32.86293928004716,13.834706858481416
Programmed Cell Death,53.51984747881502,26.792756632068475,5.391306105272147,49.46181981630776,3.2927465467381816
APC/C-mediated degradation of cell cycle proteins,53.372431264591185,30.369763900694046,12.13899675467321,44.04749886495777,5.995968568965081
Regulation of mitotic cell cycle,53.372431264591185,30.369763900694046,12.13899675467321,44.04749886495777,5.995968568965081
TP53 Regulates Transcription of Cell Death Genes,53.354910108002215,17.896665665830508,2.9132577418038603,47.340053816604254,4.233316111680802
Dectin-2 family,53.2547887960619,33.2439667497185,2.646139223610991,47.23958686166071,4.101155352626445
DAP12 signaling,52.766418827315015,34.50417951852,6.733401109061485,40.33703044750335,6.879253123729498
Polo-like kinase mediated events,52.73305477207093,38.21226403475746,14.192770914740942,42.22690758033969,9.19093077410758
Presynaptic depolarization and calcium channel opening,52.676410898479965,13.379224032462595,3.809446423636109,76.89845990298218,1.8191910472279913
Metabolism of carbohydrates,52.55183552816984,17.42502880708211,1.4504729388485376,52.393934247502024,1.869077888721114
Fc epsilon receptor (FCERI) signaling,52.518536156126686,30.437711641970264,9.208016730911213,39.11810070270633,7.791243050127716
Interleukin-20 family signaling,52.508491556415926,30.17237967408725,5.6401281743298695,40.32725569856867,7.349150062444482
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,52.46235998126717,33.39597611761441,12.131338350735062,31.911824778510514,13.565144090945733
L1CAM interactions,52.413802553499465,21.68896984825537,1.5730637545443071,50.27278225661592,1.8635004282543872
TNFR2 non-canonical NF-kB pathway,52.36037908867869,29.47815828646408,6.577072858610975,41.94602595323786,6.882943044821108
Transport of glycerol from adipocytes to the liver by Aquaporins,52.2312958824697,25.27423594966776,14.702222770654323,38.83677187738541,9.367059328944455
Membrane binding and targetting of GAG proteins,52.20114060444616,10.825043066582651,0.4329112585651733,51.44607451597472,2.0108469952176855
"Synthesis And Processing Of GAG, GAGPOL Polyproteins",52.200876223289534,10.825043066582651,0.4329112585651733,51.44607451597472,2.010823873423484
G0 and Early G1,52.16218991025346,31.953860225151328,11.744984167651305,45.32345440714946,5.23013682298773
Anchoring of the basal body to the plasma membrane,52.13509766256334,29.194977430691136,15.769038382692287,32.891497028644544,15.066191966647589
TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,52.09704236300554,31.494755729474683,11.034863568154783,33.61146002500925,12.448424728600619
Presynaptic phase of homologous DNA pairing and strand exchange,51.956112503972875,27.396940248397186,11.806541544256289,41.839060942069295,7.685795566755241
Interleukin-27 signaling,51.953406732418316,26.88648280228126,3.2015575562263363,41.730248639320806,6.6167706883930055
Muscle contraction,51.94461467619722,15.250368163954796,1.7242723191326346,44.42752916048808,3.5029389460187685
Orc1 removal from chromatin,51.89020450475711,28.4449537618875,9.689138618336592,43.713003468807564,5.088807705473846
Signaling by NTRK2 (TRKB),51.77567068206629,20.614464088080755,3.4465646138011086,40.16830942986856,6.362199065028071
Loss of proteins required for interphase microtubule organization from the centrosome,51.750212758532584,29.229989171230287,16.12767947041873,32.1216013988887,15.365702106767639
Loss of Nlp from mitotic centrosomes,51.750212758532584,29.229989171230287,16.12767947041873,32.1216013988887,15.365702106767639
tRNA modification in the nucleus and cytosol,51.70472207201317,26.739632167166583,3.5867507444544144,42.0251545552292,8.952254763857114
CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde,51.70472207201317,28.57012677829034,13.570312799686873,40.309994930973616,8.784199961316595
Interleukin-1 family signaling,51.57462895346142,24.088446815715116,4.914308849764552,46.63067794541023,3.5280404603275994
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,51.51192502894688,23.908308607522883,10.658655545032298,35.74483094742701,8.629392798387792
Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4,51.489543135337286,25.093607140991804,2.023855199797528,51.538370292518536,2.275312600256242
Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4,51.489543135337286,25.093607140991804,2.023855199797528,51.538370292518536,2.275312600256242
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",51.434757078288754,29.453328419187454,4.543157889625427,46.96012346991896,3.5593403227287785
DAP12 interactions,51.33765691058161,32.86580946012277,5.983887966841776,40.48733770409031,6.036674345491203
Mismatch Repair,51.32889833233324,31.505977125226153,5.983887966841776,43.200714580789914,6.821105208029486
NEP/NS2 Interacts with the Cellular Export Machinery,51.232501696422005,22.1326290306897,5.793538225615078,46.52828050966994,4.195217406485091
Apoptosis,51.12653960044484,25.51313980951878,5.085046506114406,47.6300998758657,3.0196766455178787
Regulation of gene expression by Hypoxia-inducible Factor,50.99898701838379,33.65104033474418,13.638311327828138,38.111250107826514,12.723627562404632
O-linked glycosylation,50.76991283786617,19.49006312894323,3.301542682226895,40.27153540769713,4.647467429894946
Signal regulatory protein family interactions,50.641609291808834,25.845201232893924,4.509387442378992,42.27522144390751,5.645113798590016
Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,50.640112656331475,27.053524038625557,16.44830114813492,35.446492804878524,10.23130164858514
PECAM1 interactions,50.60979103885356,29.28206076276971,5.15624681170401,36.518981561626745,8.182643881946333
CD28 co-stimulation,50.57467566527491,27.326125545677755,2.9917846796538416,47.61862976498959,2.6309862224411256
Gap junction trafficking and regulation,50.41665346607788,27.829509945431248,6.502458434320853,46.22010338164572,2.8061096544691315
Antigen processing-Cross presentation,50.27862626709242,28.719305698277097,4.760894161713404,46.09076717667403,3.391445722247741
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,50.25080352588976,34.730879308010145,10.587801864906531,45.252933499052645,4.626008371687846
Homologous DNA Pairing and Strand Exchange,50.21282074060136,26.614863661431635,10.212141745426425,41.91253334536134,6.517305283292087
Scavenging by Class F Receptors,49.88952967243401,12.144879435974778,10.58569779004538,30.725443604798603,14.454970168723374
Ca2+ pathway,49.8320247489691,33.756809655589194,10.161613025769105,34.52185243650305,13.334254162385974
Disorders of transmembrane transporters,49.73705254442957,25.54508115662097,6.065912940902873,45.53866350451804,3.3142002714777377
Small interfering RNA (siRNA) biogenesis,49.701643923328305,30.943317547526792,2.392578365815464,41.52254367365779,6.409523431437138
Integrin signaling,49.54975717034877,33.315322921517954,12.062370401633826,29.276728448470163,12.982672170929112
Signaling by FGFR3,49.51975846123753,12.759371717452975,0.6401888589218353,46.36401283554233,2.322342942659264
Transcriptional regulation by RUNX2,49.37586029215889,22.318284579277798,6.062863551858868,44.23362603133115,3.4571522370596237
Assembly of the pre-replicative complex,49.24342319247791,27.836533910508617,9.82888846155301,40.74302608057612,5.1813881898719
Unfolded Protein Response (UPR),49.20108640356423,23.925493585581986,6.780593633355958,41.955333858808636,5.448706406553368
Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB,49.087801371446986,27.633802780658804,19.221212099882244,27.663906130718292,18.22106597677987
Interactions of Rev with host cellular proteins,49.0177621058819,21.105922630534995,5.824609911648087,44.6084347820603,3.812892778424793
Activated NTRK3 signals through PI3K,48.943640616318305,55.255694007129364,27.794879459789104,24.110480574886168,24.583866700165768
Proton/oligopeptide cotransporters,48.88963127252909,32.298242918673935,17.473917162106662,26.632939219482555,16.97687113879116
RNA Polymerase III Transcription Initiation From Type 1 Promoter,48.86277718608616,18.097504452015723,0.9560742237031398,54.374073852484244,1.225791744622568
Signaling by Non-Receptor Tyrosine Kinases,48.844184168005235,17.484332473834503,1.0424113571818212,45.12491181449099,2.3667128005005433
Signaling by PTK6,48.8367952664142,17.481952781855984,1.0422961098434658,45.12058800984103,2.3662640847420784
E2F mediated regulation of DNA replication,48.82527851140952,33.90045189004183,13.334742828531393,37.01013047537138,8.992020377795738
SUMOylation of DNA damage response and repair proteins,48.80963548949919,24.0652823652291,2.2674227368513904,50.7773151428661,1.6715198086765524
Recruitment of NuMA to mitotic centrosomes,48.80637037664232,30.709738233400234,15.798466206118837,30.114597184111567,14.909854810432401
Regulation of beta-cell development,48.73711514253157,24.63942542313702,1.397232978151613,46.417951531923634,2.540338874740238
Cell surface interactions at the vascular wall,48.62730702836937,27.336508946288372,7.623320103857762,32.26735181024287,9.852746699365216
Synaptic adhesion-like molecules,48.54759794311903,13.742893301194481,0.6546005886407876,52.69244084792945,1.3108240326214968
The role of Nef in HIV-1 replication and disease pathogenesis,48.53375765374847,25.84690219463034,3.745581693010043,39.48126250465504,5.104232788295723
Interleukin-10 signaling,48.447078097511294,28.04441158190781,1.930636791550928,46.94024773573446,2.9671193555913074
tRNA processing,48.39333509256771,32.11694675048453,5.807133831121959,46.29336724274482,4.041949199886721
Signaling by ERBB2 in Cancer,48.19661478713539,15.730446354341941,0.633954616340053,48.76790803096843,1.7160677180179542
RNA Polymerase III Transcription Initiation From Type 2 Promoter,48.02777264887814,17.671327701141937,0.9137059240076035,53.66822680965641,1.1683564141471972
Toll Like Receptor 4 (TLR4) Cascade,48.00465211629047,18.735442098981075,1.4324170662494093,45.98729236224046,2.2161154031716217
Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),47.94881947231422,28.795126671736647,5.984799898459662,40.52026526207663,6.335587726141442
Trafficking and processing of endosomal TLR,47.92279608923708,34.09594062433649,6.5356410522735215,39.161972357250086,5.84395161270592
G2/M DNA replication checkpoint,47.92013324740702,29.222051505513193,19.484260886246474,32.854168275606284,11.124434627118925
Acetylcholine Neurotransmitter Release Cycle,47.911046061606825,18.161894783385815,5.664591724666254,45.06834497584917,3.399504390465931
p75 NTR receptor-mediated signalling,47.810926782180104,26.549317022580407,12.254628504186215,32.29599450020131,9.190283534582678
ER-Phagosome pathway,47.633706353929675,27.004705776005043,4.564453106759553,43.60788571021327,3.2443665260193115
Signaling by ERBB2 KD Mutants,47.633706353929675,15.748912693563994,0.32666712111486845,50.03759896153014,1.2895207954760008
Hedgehog 'off' state,47.62813563004169,26.361974707225095,8.276593216376426,40.06562191671288,4.700004923657644
SUMOylation of chromatin organization proteins,47.612086929224,23.311596026140432,3.2112683665180444,44.09759597657486,4.046513879244967
Nef and signal transduction,47.580329408288975,31.115143497879913,7.441262154138334,32.28329029192118,9.581654608904994
Resolution of Abasic Sites (AP sites),47.57533947823367,29.84480830407468,8.976016904000664,37.570820342769665,7.080002245424918
SUMOylation of SUMOylation proteins,47.49998389777617,19.641297262023482,4.500395435925582,45.22509666056979,3.050733427652592
Diseases of Immune System,47.37441160906144,22.21277256481022,1.8171382216801628,43.88764306754235,3.2157531482330532
Diseases associated with the TLR signaling cascade,47.37441160906144,22.21277256481022,1.8171382216801628,43.88764306754235,3.2157531482330532
Triglyceride biosynthesis,47.148522559229534,24.755911003797827,0.6647440034786273,51.07247239937324,1.3397809921190271
Metabolism of ingested H2SeO4 and H2SeO3 into H2Se,47.09376346737797,25.160149264426,27.066743568426265,21.686514055726548,19.114183098453736
Autointegration results in viral DNA circles,47.091926620399434,28.238221388878614,14.94010117322842,31.654221009727543,9.959721506871867
Integration of viral DNA into host genomic DNA,47.091926620399434,28.238221388878614,14.94010117322842,31.654221009727543,9.959721506871867
Vitamin B2 (riboflavin) metabolism,46.90830076680887,30.981217830091122,23.896508940977874,26.067030973168364,17.50283874684383
Cross-presentation of particulate exogenous antigens (phagosomes),46.7982787320983,28.573744867158446,5.003288433374569,39.34085722600903,4.773020790449549
Interleukin-2 signaling,46.5168267360736,28.6109713531262,5.322241415921713,34.471403723196055,6.688958513941054
Defective Mismatch Repair Associated With MSH3,46.46128802226221,22.59354710437355,1.2544554877346623,44.138467797676114,2.9864459092714317
Caspase activation via extrinsic apoptotic signalling pathway,46.38165757880427,27.4727555022427,5.08276845342293,39.60361433424007,4.781411118750731
Cysteine formation from homocysteine,46.33423529673722,27.171218971117785,3.3091580643059286,42.77502181280758,3.3935335518309553
Signaling by FGFR3 fusions in cancer,46.30232849251662,16.528666621157623,1.5337491145363957,41.82085850347401,3.2337157334190527
Interleukin-15 signaling,46.21538165060317,21.538873111211796,2.15183046334819,39.152324443368464,3.79827605581132
Assembly of the ORC complex at the origin of replication,46.06210577467149,30.638772176771806,12.068863018011681,29.01903494584888,13.933256928477899
Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK),45.923372183683746,35.46580916728074,24.959475799865533,27.83419949141582,13.238123276169674
Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),45.908174079844336,28.680713187806617,5.368632866455128,39.05565152175992,5.964235335317195
"Defective ABCC9 causes dilated cardiomyopathy 10, familial atrial fibrillation 12 and hypertrichotic osteochondrodysplasia",45.84386478641566,24.482449047946652,3.3071088823927393,33.37300800934027,6.7858417052758115
Tyrosine catabolism,45.76248676563411,25.56391283686833,0.8930781545843188,62.0583188153615,0.7885180511244001
"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",45.68574077621457,16.766957939694016,1.0751116194446193,46.24518903670584,1.9774138380303643
VEGFR2 mediated cell proliferation,45.64608022112105,19.149687649139484,0.847935883235195,45.571545425648225,1.4215999864435098
Metabolism of amine-derived hormones,45.63946811121282,28.764372604138774,68.61433029563214,7.957955610430474,48.27830080042057
C-type lectin receptors (CLRs),45.59071664641678,22.94752293363602,3.8131036008993857,42.35504369307164,2.7560085130645833
TNFs bind their physiological receptors,45.46464059259713,29.83168027985569,7.7986661565169415,31.499398068657207,9.53747848029758
mTORC1-mediated signalling,45.37621785600697,33.43234894582311,19.13296499554178,27.94091680544619,15.952997458330362
Polymerase switching on the C-strand of the telomere,45.33201644097075,27.691301950932793,4.874179583764061,40.39799723622758,4.703091939950137
Polymerase switching,45.33201644097075,27.691301950932793,4.874179583764061,40.39799723622758,4.703091939950137
Leading Strand Synthesis,45.33201644097075,27.691301950932793,4.874179583764061,40.39799723622758,4.703091939950137
HDR through Homologous Recombination (HRR),45.261303863199565,25.723368509413618,9.257259349967471,37.52466195722292,6.246634917779182
Tie2 Signaling,45.1946140625766,18.735442098981075,0.7725725090943006,45.740085929002284,1.6440453330697153
Catecholamine biosynthesis,45.17839281975615,25.590647142199025,59.83833107722334,7.596683714886162,47.35223829165648
PI3K events in ERBB2 signaling,45.099873417398776,10.02226588167692,1.1327465695395562,47.202443766464796,1.0453946235877452
HDR through Single Strand Annealing (SSA),45.09725409157435,25.093607140991804,10.611018704835327,37.136978528947836,6.52420481954443
Transport of nucleotide sugars,45.02729015306733,12.898667777973783,0.35542450885864335,46.043021074609435,2.255937846896468
Centrosome maturation,44.56898416738587,27.107065158750657,13.955636448159016,27.784837581801927,13.411224164283865
Recruitment of mitotic centrosome proteins and complexes,44.56898416738587,27.107065158750657,13.955636448159016,27.784837581801927,13.411224164283865
Regulation of PAK-2p34 activity by PS-GAP/RHG10,44.56863069522635,23.54620778647475,8.808576593610704,18.639637118008615,21.799684700785132
Endosomal/Vacuolar pathway,44.568275867238484,26.61694365635246,4.231445376272891,39.878644249798846,3.260673073932588
Nuclear import of Rev protein,44.54822535767519,18.490301142276014,4.268001619714732,42.49693974455371,2.8411308571586216
Fructose metabolism,44.54111683690751,20.54013345247336,0.6319505884589949,46.74731517528949,0.9271248133931179
GRB2 events in ERBB2 signaling,44.45922254060131,14.81570103823893,0.3697973144589644,43.85170564723214,1.9273494367622963
G alpha (z) signalling events,44.447623450836474,20.982280914800562,2.0469075388647413,37.571255953614795,3.50002768590808
Downregulation of TGF-beta receptor signaling,44.43714855204689,12.037806972378604,5.628654806661791,36.59376801064994,4.88771767936977
WNT ligand biogenesis and trafficking,44.29474160385317,14.991623931610498,18.106922511904806,20.371951080719263,16.59570631909615
Synthesis of IPs in the nucleus,44.230451795872455,30.824210387827954,8.174673718680962,28.169101616155316,14.81366069107226
Serotonin clearance from the synaptic cleft,44.193100734794626,19.041178587768115,8.685636297121132,38.465483658128726,4.643152732709156
FCERI mediated Ca+2 mobilization,44.076268159134855,29.544735162794698,11.628883771408255,25.70593656860162,12.62633280625437
Nicotinate metabolism,43.614362211837644,16.883947323504533,6.663880715296597,30.814391987476153,7.041247195410974
Regulation of PTEN mRNA translation,43.31839667779848,30.864851673141075,1.8557946557198937,37.45121426117169,5.662749756145878
Toll Like Receptor 5 (TLR5) Cascade,43.30401721392709,16.803367117850105,1.7242723191326346,38.25167224074978,2.7560085130645833
MyD88 cascade initiated on plasma membrane,43.30401721392709,16.803367117850105,1.7242723191326346,38.25167224074978,2.7560085130645833
Toll Like Receptor 10 (TLR10) Cascade,43.30401721392709,16.803367117850105,1.7242723191326346,38.25167224074978,2.7560085130645833
RUNX2 regulates bone development,43.26373771955803,7.340719233479534,0.38574166997933496,50.085239713469,0.3912495204891879
RUNX3 regulates RUNX1-mediated transcription,43.143174734986296,19.122697721760826,3.7348202872460665,37.011172551908935,5.3694918601713955
Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes,43.06977985509831,25.958785582023875,12.849199610180177,31.560752107912467,7.573477955665225
Downstream signal transduction,43.01413257163205,13.905747628383619,0.3409316055115237,50.4872067526712,0.3817859995981336
RNA Polymerase III Chain Elongation,42.83736977644923,29.501819266187233,4.9894926888171325,38.02179676491534,5.1257983648631065
Intracellular signaling by second messengers,42.837286715606304,20.517378290962327,3.2296750122190634,40.08656634992636,2.472057663740726
N-Glycan antennae elongation,42.81983070442779,35.31499826535387,12.111780987739833,31.518559684161215,8.9252864336136
TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,42.76159029029942,37.46567772743911,7.001423266862325,40.138630783188304,4.598255269562407
Defective Mismatch Repair Associated With MSH2,42.34950646126808,18.798693555187864,3.0954562036986415,33.36349096007002,6.536547107070018
FCERI mediated MAPK activation,42.34421399399174,27.169514108326698,10.589743340986546,25.278549911054885,11.495451044381346
Competing endogenous RNAs (ceRNAs) regulate PTEN translation,42.31096325322305,26.79142482459224,2.1011658969803406,36.21593538689781,5.890958310238677
AMPK inhibits chREBP transcriptional activation activity,42.25526527321809,20.689203109385005,6.452461971183545,22.45959886345954,12.723627562404632
SUMOylation of RNA binding proteins,42.245594607258894,20.206288705813627,1.7172502923609438,42.30629724286829,2.691262717391045
IRS activation,42.23647158121211,33.86103694968884,31.342355598190593,18.1690091838793,25.321696843217822
Resolution of AP sites via the multiple-nucleotide patch replacement pathway,42.157294156502296,26.283706807283878,6.67799129659424,35.209217640135925,5.32502577315685
Cholesterol biosynthesis,42.09458983829759,33.780680708500185,35.28193112772972,16.677423358508655,27.582978463365652
"Defective POMGNT1 causes MDDGA3, MDDGB3 and MDDGC3",42.09094723309646,25.161849648564317,10.120448654097437,24.757698074174574,10.83012135605699
ERBB2 Activates PTK6 Signaling,42.061071059858435,12.14286766200942,2.8568243021481665,51.156475900533835,0.3817859995981336
mRNA Editing,42.00990481574006,26.48332931902565,3.261502161691638,41.86298923359732,2.601443002887415
Formation of tubulin folding intermediates by CCT/TriC,41.76035528167336,27.262946725704058,10.234644420986324,31.582133593543688,5.964235335317195
Dopamine Neurotransmitter Release Cycle,41.39927568549823,11.364110292054837,3.129873907535429,40.02914139364036,2.2719534906932948
Host Interactions of HIV factors,41.3176484574328,20.055835918914685,5.0596937947243505,37.18214580256144,2.8206684424227584
Arachidonic acid metabolism,41.31728865581638,17.10700738099395,3.45193645659905,33.60929989146896,4.379187313595859
Loss of MECP2 binding ability to 5mC-DNA,41.24602176135873,19.764314783419323,15.017336552559282,21.22941078605055,18.4627979825444
Fatty acids,41.17427642478578,19.745829630364174,13.215213084502098,31.658447458917053,8.882228214047347
Constitutive Signaling by EGFRvIII,40.76843688202191,13.466132341160852,0.5545951153857226,41.48098227852851,1.4714494705715087
Signaling by EGFRvIII in Cancer,40.753021311982494,13.460355099105758,0.5534243837763597,41.4793062539623,1.4682343216394969
Formation of the Editosome,40.74585114218888,27.660558652782868,2.9909924690263847,38.09765070139635,3.242813111432951
mRNA Editing: C to U Conversion,40.74585114218888,27.660558652782868,2.9909924690263847,38.09765070139635,3.242813111432951
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,40.735812961004314,12.711187198856493,0.5391234445876828,48.884715871108,0.4450509459695362
MyD88 deficiency (TLR2/4),40.725506294236226,20.929215432460037,1.3252023129935022,41.20646158176707,1.9380095291018375
DNA Double-Strand Break Repair,40.701226864866065,23.15781649471318,7.913860229705837,35.380647084522664,3.8388575086953867
Interferon Signaling,40.64177436191813,23.62581689476544,4.794230297909402,34.654285278980055,4.034813387021609
Response to elevated platelet cytosolic Ca2+,40.61215111181351,16.9500875509317,3.601976942618852,29.33197580312217,4.92836549952902
FCGR activation,40.53694231780094,27.702458285587678,11.800743181832301,23.147441437479493,12.351566971378455
Cilium Assembly,40.46475079862468,20.797525848509387,1.7914567536918509,39.55702628896903,1.9716472693890068
VxPx cargo-targeting to cilium,40.46009990457358,18.658207338668483,1.3150380428698194,36.49540338452312,2.5629948451130735
Interleukin-1 signaling,40.43937852494042,19.65049169979661,4.525288919535499,37.15297701300456,2.639784187182532
IRAK4 deficiency (TLR2/4),40.342127583085464,20.72482305436928,1.313513614234237,40.92531670048899,1.8939515280442365
GRB2:SOS provides linkage to MAPK signaling for Integrins ,40.28881940653262,17.224886717817082,21.266142505183016,16.051211869587572,20.397540184090733
PCNA-Dependent Long Patch Base Excision Repair,40.254246666899164,24.265873489499196,5.410351065269167,35.614078732846366,3.964953674681469
Processing of Intronless Pre-mRNAs,40.03030337045102,22.102900642464284,8.10081193308262,31.91947705456537,6.9106066058421485
Regulation of cortical dendrite branching,40.01501958002384,15.779625842360282,3.2715171024588163,31.016974858796516,5.291227411645958
EPHB-mediated forward signaling,39.99494436798373,18.40585633765972,7.994084521646955,29.294146041606375,5.965224862426522
Metabolism of water-soluble vitamins and cofactors,39.96369266338989,16.01804848998094,2.02894298819562,35.97313448084248,2.4290575462836235
Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA),39.925002729769425,22.68426445836231,10.806103268767435,31.93045212748211,6.4943296530181716
Role of phospholipids in phagocytosis,39.86346492829453,27.505116188580512,12.50259747204331,22.13620145994606,12.704092828041103
Lagging Strand Synthesis,39.83704726919158,25.865107284962157,5.835953009295475,34.64286315328771,4.4517154553367355
Oncogenic MAPK signaling,39.69966724007014,13.215991496986224,3.514066555652956,36.57016873727399,2.845613317912868
Regulation of TP53 Activity through Association with Co-factors,39.6690610135249,15.29512913956833,2.3241463267292635,61.63874127823848,2.179976010541766
Hydrolysis of LPC,39.595004767133474,20.1514808402408,0.5935942175103153,53.23351518234094,0.7311526376693159
Glutamate and glutamine metabolism,39.58297882035521,12.507339116104811,0.6271076492796305,36.91867656399508,1.8197823560095847
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,39.544473398442655,11.864653913745824,1.217850714434355,43.858602365394475,0.8940138221753499
Interleukin-18 signaling,39.50175255819934,19.81538677703735,4.0371793997259635,30.596983607846347,5.72765917610678
Activation of PUMA and translocation to mitochondria,39.45429444282435,12.823411506280898,0.9584725495152356,57.13951345595438,0.7671700674175322
Adherens junctions interactions,39.442816229193305,19.520807139379986,8.519482084529646,25.63814680675954,11.75555544138325
Diseases of carbohydrate metabolism,39.42287951405532,17.864259752901898,2.4574134448793794,35.67356500519761,3.123257222373568
Signaling by Receptor Tyrosine Kinases,39.42039089784857,12.734876133625935,1.4845541743999577,36.054264394624106,2.006901317276939
Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,39.39570179939195,24.356655352232742,7.63206612546673,32.64904631345579,5.034086756523985
Selective autophagy,39.3910983719692,26.369977277262276,1.0329230099432731,44.81113408120079,0.6415992752419196
Free fatty acids regulate insulin secretion,39.05798688592256,9.809839896742329,0.37070501981849174,47.02754477166743,0.8216244511793511
Regulation of cytoskeletal remodeling and cell spreading by IPP complex components,38.98293252464092,22.457407629475778,3.862088388571812,36.18373796984246,3.2331713713030177
Butyrophilin (BTN) family interactions,38.87434876296011,11.952925516622026,0.8489769869683884,36.17856210242184,2.4390017535682156
Removal of the Flap Intermediate from the C-strand,38.84825923500232,20.943144978553985,6.296418922322992,32.8619260457496,4.60465881937092
Transcriptional  activation of  cell cycle inhibitor p21 ,38.82285285397259,18.778245051203953,0.4249916394403177,43.712224130519196,0.9214804187910656
Transcriptional activation of p53 responsive genes  ,38.82285285397259,18.778245051203953,0.4249916394403177,43.712224130519196,0.9214804187910656
Cholesterol biosynthesis via desmosterol,38.66489854841239,25.47466500889623,21.25779548521141,17.916126333288098,20.31127809276409
Cholesterol biosynthesis via lathosterol,38.66489854841239,25.47466500889623,21.25779548521141,17.916126333288098,20.31127809276409
Serotonin Neurotransmitter Release Cycle,38.656148386257335,13.677278948929727,3.7727631308488268,37.101248721076786,2.156875064922275
Diseases of signal transduction,38.64111847944599,16.02435727163704,2.63338085569606,37.46907883628556,1.8306314747122319
Homology Directed Repair,38.61196584074637,24.142058095865597,7.707443417594438,33.37300800934027,3.9107213288836227
Striated Muscle Contraction,38.41568128874901,12.987679339094237,0.5236532395069738,38.981600734217615,1.6077120383425219
FCERI mediated NF-kB activation,38.370970357198544,22.478498951215023,7.777339915363295,28.40930082330473,5.8664045183389355
RUNX1 regulates transcription of genes involved in differentiation of keratinocytes,38.22889759936048,23.463743502792784,4.792490465919363,31.77662795948906,4.519369749192239
Regulation of APC/C activators between G1/S and early anaphase,38.22435879925878,20.889037195319244,8.161594475856964,32.795301439345636,3.5910895820052158
Phosphorylation of the APC/C,37.96214855182289,26.84793057972099,14.196526427218696,30.91607710746431,5.31747219518166
"Platelet activation, signaling and aggregation",37.92807317682513,16.12342485696833,2.481432856255462,29.96600063020994,3.615455940944243
Agmatine biosynthesis,37.91266794172791,25.884051704338045,7.346478310460758,25.418619347365293,8.906331696735732
SOS-mediated signalling,37.89260193963487,14.102591859875547,0.6708347005405554,36.83254576947569,1.8782267147052678
Ligand-receptor interactions,37.880828719930015,12.064645638848372,0.34342988807307173,41.53371776078112,0.35900440077026763
RUNX3 regulates CDKN1A transcription,37.78778321942492,1.1466078033991474,4.211399502442016,50.25786239398408,0.6600309873475727
Telomere C-strand (Lagging Strand) Synthesis,37.74395999771029,24.863426043824727,6.160334162679918,32.091712869934405,4.694457050074726
Activation of RAS in B cells,37.66038169909176,13.03313955326581,1.0952523289943543,35.4597984732999,2.133453930202214
Signaling by FGFR,37.66000525092744,11.663114301187912,0.4529537749776326,39.64898883836589,0.9981030271216204
Signaling by FGFR2,37.562593118229124,11.131727254432285,0.9240029433869171,37.26044606792177,1.5728278859789846
Ras activation upon Ca2+ influx through NMDA receptor,37.52818114533533,15.748912693563994,6.62503444493166,25.843778260003216,7.3104343638763485
Activated NTRK2 signals through FYN,37.51027677756417,19.262254110621978,0.32579708341890484,42.57618950805536,0.623747203027855
APC/C:Cdc20 mediated degradation of Cyclin B,37.49855998122281,26.82846686687873,14.820250048965061,29.457632837568283,6.118751967304433
snRNP Assembly,37.260098487279066,16.703635155564218,3.732334985725918,36.56452150497703,2.3210393224201664
Metabolism of non-coding RNA,37.260098487279066,16.703635155564218,3.732334985725918,36.56452150497703,2.3210393224201664
CD28 dependent Vav1 pathway,37.086815833526806,25.896761086877305,7.506093937299376,26.31186270562795,6.891907350696125
Sodium/Proton exchangers,37.08080273210842,12.392551129047934,0.6329005208054869,44.07632532212022,0.5367497319770607
Interferon gamma signaling,36.961130082631335,21.23695895353682,3.882841262533422,31.047996324961,3.9064960861874996
AXIN missense mutants destabilize the destruction complex,36.8857441014375,17.265660687427673,14.192770914740942,22.347621477766573,13.01896247660482
