full_name	-log10(pvalue)
NFG and proNGF binds to p75NTR	0.7351128046076327
NADE modulates death signalling	0.1993460122574126
NRIF signals cell death from the nucleus	0.7463057176787111
p75NTR recruits signalling complexes	1.0679671229776686
NF-kB is activated and signals survival	1.2364775875381284
Axonal growth stimulation	0.5590943105266042
Glycoprotein hormones	0.8003118656051224
Catecholamine biosynthesis	9.915928297169232e-06
Peptide hormone biosynthesis	0.47640337249341574
Thyroxine biosynthesis	8.202654390263684e-06
Glutamate Neurotransmitter Release Cycle	0.19266072645371654
Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	1.5795375921238155
Regulation of gene expression in beta cells	0.10382136201594237
Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells	9.274359832488583e-06
Regulation of gene expression in early pancreatic precursor cells	7.214101750124873e-06
PECAM1 interactions	1.1208264492200406
Basigin interactions	1.0011257532059248
Tie2 Signaling	1.4977356935362833
Gene Silencing by RNA	0.6642146158181811
AKT-mediated inactivation of FOXO1A	0.9170229203012203
Regulation of activated PAK-2p34 by proteasome mediated degradation	13.641205068863025
Stimulation of the cell death response by PAK-2p34	7.066551027347747e-06
Biological oxidations	2.1074212433409794
Cytochrome P450 - arranged by substrate type	0.4180777151089817
Vitamins	0.10492600497932263
Phase I - Functionalization of compounds	0.48758117948638097
Endogenous sterols	2.144524338331803
Eicosanoids	9.67837057515276e-06
Xenobiotics	0.460640160397754
Sterols are 12-hydroxylated by CYP8B1	7.988702059159438e-06
CYP2E1 reactions	9.096118152153962e-06
Epigenetic regulation of gene expression	2.247988285263402
NOTCH1 Intracellular Domain Regulates Transcription	4.149612403805696
Activated NOTCH1 Transmits Signal to the Nucleus	0.3928824932106578
PRC2 methylates histones and DNA	1.5160559683928756
Generic Transcription Pathway	26.577945016087476
Dopamine Neurotransmitter Release Cycle	0.3849511243897487
EGFR interacts with phospholipase C-gamma	0.2135621026643893
Molecules associated with elastic fibres	1.3619147039100046
MHC class II antigen presentation	8.16573974744654
Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)	0.11882698058761372
Synthesis of 5-eicosatetraenoic acids	1.828083779591127
Synthesis of Leukotrienes (LT) and Eoxins (EX)	0.1171253044938276
Synthesis of Lipoxins (LX)	0.126413140322424
Synthesis of 12-eicosatetraenoic acid derivatives	0.2594043019261959
Arachidonic acid metabolism	1.8874898127245003
Synthesis of 15-eicosatetraenoic acid derivatives	1.4026191924354416
Ubiquinol biosynthesis	0.3308632031562667
Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)	0.10125142172983317
Hyaluronan metabolism	0.8571731408625611
Hyaluronan biosynthesis and export	1.5072307215518534
Transcriptional activation of mitochondrial biogenesis	0.8295665904898841
Activation of PPARGC1A (PGC-1alpha) by phosphorylation	0.10567048451462956
Integrin cell surface interactions	3.8481051269919138
Hyaluronan uptake and degradation	0.02517970624420874
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	1.9734009791389868
Scavenging of heme from plasma	0.3340424173609958
DAP12 interactions	1.2195960748254426
Binding and Uptake of Ligands by Scavenger Receptors	0.18061000742877967
Downregulation of TGF-beta receptor signaling	1.4636818212731741
TGF-beta receptor signaling activates SMADs	0.9011937093294534
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	0.11064447850594403
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	5.760146262274725
Downregulation of SMAD2/3:SMAD4 transcriptional activity	3.1972866364286276
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	3.389809900862208
EGFR Transactivation by Gastrin	1.559236180479858
The retinoid cycle in cones (daylight vision)	0.3306371071409512
Visual phototransduction	0.1573090610134151
NOTCH2 intracellular domain regulates transcription	1.977548671619175
Mucopolysaccharidoses	9.53405196114719e-06
Anchoring fibril formation	1.9242022405156398
PI3K/AKT Signaling in Cancer	3.3776590616165163
Constitutive Signaling by Aberrant PI3K in Cancer	1.3587042529992535
Crosslinking of collagen fibrils	0.009346277673467476
Cellular responses to stress	41.49661588274174
Condensation of Prophase Chromosomes	0.793488921016585
Phosphate bond hydrolysis by NUDT proteins	1.344216621934803
Electron transport from NADPH to Ferredoxin	7.738333953376118e-06
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	0.278071253212764
Metabolism of ingested SeMet, Sec, MeSec into H2Se	0.5181720140337762
Selenoamino acid metabolism	14.52234512086817
Metabolism of ingested H2SeO4 and H2SeO3 into H2Se	6.981879044972319e-06
Selenocysteine synthesis	14.305625951848695
DAP12 signaling	1.6477898329449796
Activation of gene expression by SREBF (SREBP)	4.193639997617122
IGF1R signaling cascade	0.3385781073414689
IRS-related events triggered by IGF1R	0.3236855523251069
SHC-related events triggered by IGF1R	1.1083091377256031
Retinoid cycle disease events	0.059574650600665746
The canonical retinoid cycle in rods (twilight vision)	0.48182152098270176
Fc epsilon receptor (FCERI) signaling	10.177430255405064
MASTL Facilitates Mitotic Progression	2.836773572859099
Separation of Sister Chromatids	22.69302591511634
Establishment of Sister Chromatid Cohesion	1.0214846073712924
Cohesin Loading onto Chromatin	0.9379628239726464
Diseases associated with visual transduction	0.06689269487236692
Resolution of Sister Chromatid Cohesion	10.502081910132182
Condensation of Prometaphase Chromosomes	4.1037651867515175
The phototransduction cascade	0.7639046069188155
Inactivation, recovery and regulation of the phototransduction cascade	0.7314158732822522
Mitotic Metaphase and Anaphase	25.58233253221824
Oxidative Stress Induced Senescence	2.344812619822208
Senescence-Associated Secretory Phenotype (SASP)	3.5448140403441766
Cellular Senescence	6.2238624331284305
Formation of Senescence-Associated Heterochromatin Foci (SAHF)	0.6795924434554873
Oncogene Induced Senescence	4.052422284998117
DNA Damage/Telomere Stress Induced Senescence	1.4202710627568438
TRIF-mediated programmed cell death	0.32982344402969804
Cytosolic iron-sulfur cluster assembly	1.3725277217247223
Regulation of PLK1 Activity at G2/M Transition	5.5189780744779675
Signaling by Leptin	2.4385503782082414
Signaling by NOTCH1 PEST Domain Mutants in Cancer	2.4576375215800548
Signaling by NOTCH1 in Cancer	2.4023933920928426
FBXW7 Mutants and NOTCH1 in Cancer	0.29814052731786067
Constitutive Signaling by NOTCH1 PEST Domain Mutants	2.409978647234982
Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling	0.3533924280499454
Acetylcholine Neurotransmitter Release Cycle	0.059849638576365494
Caspase-mediated cleavage of cytoskeletal proteins	0.8256164650079418
Insulin processing	0.07719762998881578
Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	0.09129894822403567
Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	0.13212484930243285
Stimuli-sensing channels	1.5678548387466504
EPH-Ephrin signaling	7.513147736415901
Signaling by NOTCH1 HD Domain Mutants in Cancer	0.2162281523156766
Constitutive Signaling by NOTCH1 HD Domain Mutants	0.2102835572068284
Role of LAT2/NTAL/LAB on calcium mobilization	0.3129726317808244
FCERI mediated MAPK activation	0.23173325916019225
FCERI mediated Ca+2 mobilization	0.9295890303484596
FCERI mediated NF-kB activation	9.441036758686407
POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation	0.031873673860863955
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	2.52595096011796
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	2.388857729609182
NOTCH2 Activation and Transmission of Signal to the Nucleus	0.5372521915381198
Peptide hormone metabolism	0.7250889676102805
Nuclear Envelope Breakdown	1.7308760371352214
Activation of NIMA Kinases NEK9, NEK6, NEK7	2.001682628113236
SUMOylation	4.6392378494981035
Initiation of Nuclear Envelope Reformation	3.855523238024929
Nuclear Envelope Reassembly	3.89242332360312
Laminin interactions	3.345069847461333
Syndecan interactions	2.076462308753581
Non-integrin membrane-ECM interactions	3.6280651540646636
ECM proteoglycans	0.7614324720078814
Scavenging by Class B Receptors	0.045482598474611835
Scavenging by Class A Receptors	0.14219584031235558
Scavenging by Class F Receptors	0.12479052667255129
SUMO is conjugated to E1 (UBA2:SAE1)	0.8908227773311107
SUMO is transferred from E1 to E2 (UBE2I, UBC9)	1.320997490838921
SUMO is proteolytically processed	0.5834403512000123
SUMOylation of DNA damage response and repair proteins	0.23366269945053256
SUMO E3 ligases SUMOylate target proteins	4.134862653906757
DEx/H-box helicases activate type I IFN and inflammatory cytokines production 	1.617360590707413
LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production	1.6329270467334513
Regulation of innate immune responses to cytosolic DNA	0.11836123176576788
HDACs deacetylate histones	0.8837199680955004
PKMTs methylate histone lysines	0.486993604504384
HDMs demethylate histones	0.24217791593515553
HATs acetylate histones	2.7159115616505307
RMTs methylate histone arginines	0.8014192427278022
Processing and activation of SUMO	1.441729286071168
Glycogen storage diseases	0.03951358707119586
SUMOylation of transcription factors	1.315773610837495
SUMOylation of ubiquitinylation proteins	0.1278043352139903
Chromatin modifying enzymes	3.0613951421926577
IRF3-mediated induction of type I IFN	0.6798072183585007
Hydroxycarboxylic acid-binding receptors	0.9380761976158052
Defects in cobalamin (B12) metabolism	0.6036127137889695
Defects in vitamin and cofactor metabolism	0.22299572852841146
Detoxification of Reactive Oxygen Species	3.2150387111741243
Nuclear Pore Complex (NPC) Disassembly	0.41923769708543906
Loss of Function of SMAD4 in Cancer	9.12050114103407e-06
Loss of Function of SMAD2/3 in Cancer	0.20570073299733757
Signaling by TGF-beta Receptor Complex in Cancer	0.2365538370174166
SMAD2/3 Phosphorylation Motif Mutants in Cancer	0.1404415254758986
SMAD4 MH2 Domain Mutants in Cancer	7.100627330975895e-06
SMAD2/3 MH2 Domain Mutants in Cancer	9.461456769813735e-06
Glycogen synthesis	2.174378509925642
Defects in biotin (Btn) metabolism	9.97248600454163e-06
Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD	0.6915997984308228
Defective CD320 causes methylmalonic aciduria	6.9930373372664825e-06
Regulation by c-FLIP	1.8284761716337137
Regulation of HSF1-mediated heat shock response	2.5620058500701193
HSP90 chaperone cycle for steroid hormone receptors (SHR)	6.072426166787359
HSF1 activation	3.661450236684374
Cellular response to heat stress	4.756751063059061
Attenuation phase	4.201173963844596
HSF1-dependent transactivation	4.62587945742867
Defective HLCS causes multiple carboxylase deficiency	7.11538322916181e-06
Autodegradation of the E3 ubiquitin ligase COP1	13.730642408089926
Notch-HLH transcription pathway	0.7750761145478959
Regulation of ornithine decarboxylase (ODC)	13.961705793195236
Agmatine biosynthesis	8.013044758539988e-06
Interconversion of polyamines	0.45275519372809164
Metabolism of polyamines	15.175263415193536
Apoptotic cleavage of cell adhesion  proteins	3.2579410278969876
Amino acid transport across the plasma membrane	0.21841749630305884
Breakdown of the nuclear lamina	0.5031805258681954
Integrin signaling	1.7274447651865168
GRB2:SOS provides linkage to MAPK signaling for Integrins 	0.24700622684190748
Diseases associated with glycosaminoglycan metabolism	0.9261478798210736
Defective B4GALT7 causes EDS, progeroid type	0.577853602127024
Defective B3GAT3 causes JDSSDHD	0.5929499084697374
Defective CHST3 causes SEDCJD	7.181780911029433e-06
Defective CHSY1 causes TPBS	0.0784320408525087
Loss of Function of TGFBR2 in Cancer	0.13274706204662376
TGFBR2 MSI Frameshift Mutants in Cancer	0.43778770525674104
TGFBR2 Kinase Domain Mutants in Cancer	0.15336125999671932
Defective CHST6 causes MCDC1	0.7060040851259002
Defective EXT2 causes exostoses 2	1.0834970932240597
Defective ST3GAL3 causes MCT12 and EIEE15	0.7036024541857578
Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)	0.7230723694457831
Defective EXT1 causes exostoses 1, TRPS2 and CHDS	1.1285912722517042
TGFBR1 KD Mutants in Cancer	0.14654001693359578
Loss of Function of TGFBR1 in Cancer	0.21233570114981104
TGFBR1 LBD Mutants in Cancer	0.027420459166671417
Transcriptional Regulation by TP53	29.80081969039603
p130Cas linkage to MAPK signaling for integrins	1.2334525636071143
Signaling by GPCR	0.8833235706877182
Class A/1 (Rhodopsin-like receptors)	0.27994803744821134
Class B/2 (Secretin family receptors)	0.28768707574869257
Netrin-1 signaling	0.6821061115818355
Nephrin family interactions	0.06302114530268314
Semaphorin interactions	3.04963783169851
SDK interactions	7.0466699033206126e-06
L1CAM interactions	3.4848488274802336
NCAM signaling for neurite out-growth	0.31041279193445526
Peptide ligand-binding receptors	0.0524811636518627
Amine ligand-binding receptors	0.7288544857372132
DSCAM interactions	0.11044929325200993
Signaling by ROBO receptors	26.70605588443918
Deactivation of the beta-catenin transactivating complex	2.960935388791184
Negative regulation of TCF-dependent signaling by WNT ligand antagonists	1.0048007355635127
Diseases associated with N-glycosylation of proteins	0.04354893081049834
Diseases of glycosylation	1.51667836573378
Myoclonic epilepsy of Lafora	0.09445815397069918
Enzymatic degradation of dopamine by COMT	0.4703154414126131
Enzymatic degradation of Dopamine by monoamine oxidase	0.6436394061611479
Dopamine clearance from the synaptic cleft	0.292387600419904
Cytosolic tRNA aminoacylation	2.0818465035454365
tRNA Aminoacylation	0.3066128218459709
Tachykinin receptors bind tachykinins	0.13705651475819633
Chemokine receptors bind chemokines	1.6279817627940982
Loss of Nlp from mitotic centrosomes	3.725464342417468
Recruitment of mitotic centrosome proteins and complexes	4.228303912794626
Loss of proteins required for interphase microtubule organization from the centrosome	3.7430822415620146
Centrosome maturation	4.269518870387006
Recruitment of NuMA to mitotic centrosomes	3.552437770392995
Metabolism of serotonin	9.267732282992517e-06
Serotonin clearance from the synaptic cleft	9.377336869229587e-06
Energy dependent regulation of mTOR by LKB1-AMPK	1.2381299390562814
ATF4 activates genes in response to endoplasmic reticulum  stress	4.893104833538129
ATF6 (ATF6-alpha) activates chaperones	1.8885914908828074
XBP1(S) activates chaperone genes	0.9150109574434689
PERK regulates gene expression	5.0253922711322225
IRE1alpha activates chaperones	1.352966819574118
Unfolded Protein Response (UPR)	5.769826451420949
ATF6 (ATF6-alpha) activates chaperone genes	2.178543348515912
Transcriptional regulation of white adipocyte differentiation	6.35132106747551
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	1.2762665096980468
Glycogen storage disease type XV (GYG1)	0.3501620869701552
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	0.8111870258685947
Olfactory Signaling Pathway	0.9163203545010322
Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	1.251106364064307
Transport of small molecules	4.7351451408814444
ABC-family proteins mediated transport	9.98996905675681
Glycogen storage disease type 0 (muscle GYS1)	0.31617399851899725
Nuclear Receptor transcription pathway	1.8759570903867402
Beta-catenin independent WNT signaling	19.432939817988355
Glycogen storage disease type IV (GBE1)	0.24644088679734713
GPCR downstream signalling	1.4641123063873407
Vasopressin-like receptors	0.3147955983376664
Costimulation by the CD28 family	2.728539469569718
Receptor-type tyrosine-protein phosphatases	0.03585950766064477
CD28 co-stimulation	1.1775493072581884
CD28 dependent PI3K/Akt signaling	1.754545774590623
CD28 dependent Vav1 pathway	0.741789838503962
CTLA4 inhibitory signaling	2.2016709205606464
Alpha-oxidation of phytanate	0.04250139529591936
Glyoxylate metabolism and glycine degradation	0.5491610693849327
Beta-oxidation of pristanoyl-CoA	8.219007465815191e-06
SUMOylation of transcription cofactors	1.5102918486014605
PD-1 signaling	2.127189373377982
Prefoldin mediated transfer of substrate  to CCT/TriC	4.333917418756947
Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	3.5669677615968207
Formation of tubulin folding intermediates by CCT/TriC	2.391193786893382
Post-chaperonin tubulin folding pathway	2.3133294904658763
Folding of actin by CCT/TriC	2.673982755699033
Chaperonin-mediated protein folding	2.43001577349003
Association of TriC/CCT with target proteins during biosynthesis	0.7443211062581441
Striated Muscle Contraction	0.4441121315790019
Muscarinic acetylcholine receptors	9.524724794831143e-06
Dopamine receptors	7.190760647426292e-06
Adrenoceptors	0.025462707935122703
Diseases associated with O-glycosylation of proteins	0.2602569250279892
Peroxisomal lipid metabolism	0.2955587943538879
Signal regulatory protein family interactions	0.48895147280531365
Protein folding	3.295550893645626
Eicosanoid ligand-binding receptors	0.9384195172527555
Leukotriene receptors	0.982464209805588
Prostanoid ligand receptors	0.4027733626938217
Adrenaline signalling through Alpha-2 adrenergic receptor	0.4795950956174677
Nitric oxide stimulates guanylate cyclase	0.5857809106075637
ADP signalling through P2Y purinoceptor 12	0.6618995360357011
G beta:gamma signalling through PI3Kgamma	1.6271641017248986
Metabolism of proteins	73.84148697395717
Rap1 signalling	0.41843993516577394
Signal amplification	2.126718354782946
Prostacyclin signalling through prostacyclin receptor	1.3835035787568293
EPHB-mediated forward signaling	6.497581760542592
EPHA-mediated growth cone collapse	0.4934388338557826
Ephrin signaling	1.691287348438263
EPH-ephrin mediated repulsion of cells	1.8983419469892653
Muscle contraction	0.7138127468508574
G-protein beta:gamma signalling	1.5985271679852684
Activation of AMPA receptors	9.506241856857916e-06
Trafficking of AMPA receptors	0.7067468439390865
Glutamate binding, activation of AMPA receptors and synaptic plasticity	0.7270549661556144
Sema3A PAK dependent Axon repulsion	0.8601542277335259
SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	0.8751970403275413
CRMPs in Sema3A signaling	1.1837556700470462
Acetylcholine regulates insulin secretion	1.3909119298431276
Adrenaline,noradrenaline inhibits insulin secretion	0.5601286073230008
Regulation of lipid metabolism by PPARalpha	2.079192325003639
Circadian Clock	9.192626206476755
Free fatty acids regulate insulin secretion	1.127600995706602
Incretin synthesis, secretion, and inactivation	1.0214777869527432
Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	0.958007028282177
Sema4D in semaphorin signaling	2.4104276534765283
Sialic acid metabolism	0.7847937182162784
SUMOylation of SUMOylation proteins	0.42592457507016895
Ca2+ pathway	3.7239289382156486
PCP/CE pathway	15.334318308308324
SUMOylation of intracellular receptors	2.180083376290122
G alpha (q) signalling events	1.3079687525913068
G alpha (12/13) signalling events	1.7093502348762177
Sema4D mediated inhibition of cell attachment and migration	0.5862302099432352
Sema4D induced cell migration and growth-cone collapse	3.045793599939606
Other semaphorin interactions	0.42335644656696986
Trafficking of GluR2-containing AMPA receptors	0.7664804823382716
Adenosine P1 receptors	0.307515424745944
Nucleotide-like (purinergic) receptors	0.2773968810023571
G beta:gamma signalling through PLC beta	0.755138386909092
Platelet homeostasis	1.6272097530547458
Reduction of cytosolic Ca++ levels	7.241798994247157e-06
Platelet calcium homeostasis	0.030903677451957334
cGMP effects	0.8467449291515315
G alpha (s) signalling events	0.30829059471183057
ADP signalling through P2Y purinoceptor 1	2.088143882335726
G alpha (i) signalling events	1.3270646108727553
G alpha (z) signalling events	0.7073095331946017
DCC mediated attractive signaling	1.137364758109865
Netrin mediated repulsion signals	0.2353997136759657
Role of second messengers in netrin-1 signaling	9.83470886637845e-06
Adherens junctions interactions	4.640121932028312
NCAM1 interactions	0.3772451764534206
Lysosphingolipid and LPA receptors	0.15763342386353543
Calcitonin-like ligand receptors	0.8886705348304632
Tight junction interactions	0.38640700937471045
Glucagon-type ligand receptors	0.14451475180972262
Class C/3 (Metabotropic glutamate/pheromone receptors)	7.545337207759407e-06
Nectin/Necl  trans heterodimerization	0.36808663864911056
Cell-cell junction organization	2.129067039586928
Synthesis, secretion, and deacylation of Ghrelin	0.33853284745525064
Regulation of insulin secretion	1.7843588602298206
Axon guidance	24.892040321619028
Transport of bile salts and organic acids, metal ions and amine compounds	0.10963822630489758
Transport of inorganic cations/anions and amino acids/oligopeptides	0.8513080615423183
Transport of vitamins, nucleosides, and related molecules	0.828335026066936
SLC-mediated transmembrane transport	0.06084053874383696
Metal ion SLC transporters	0.5360276029747503
Sodium/Calcium exchangers	7.21931576092084e-06
Sodium/Proton exchangers	7.5295169332905755e-06
Arachidonate production from DAG	0.20437253612075224
Cation-coupled Chloride cotransporters	0.199601187047948
Small interfering RNA (siRNA) biogenesis	0.3266334511546973
Post-transcriptional silencing by small RNAs	2.061600684137642
SIRT1 negatively regulates rRNA expression	0.00607197854140702
ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	0.032432557781667336
NoRC negatively regulates rRNA expression	1.4280358925517331
Sodium-coupled phosphate cotransporters	0.910127889052717
Sphingolipid metabolism	2.6196405047433866
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA	0.2370022651176026
Activation of RAC1	0.0489709433736712
Regulation of commissural axon pathfinding by SLIT and ROBO	0.061586365006069996
Inactivation of CDC42 and RAC1	0.54036083675328
Proton-coupled neutral amino acid transporters	8.900374795859254e-06
Role of ABL in ROBO-SLIT signaling	0.15860895438704978
Thromboxane signalling through TP receptor	2.8813761594122167
Inositol transporters	0.02546528404897296
Deadenylation-dependent mRNA decay	8.145149854409272
Deadenylation of mRNA	2.3756174275249844
mRNA decay by 3' to 5' exoribonuclease	3.6034208302993305
mRNA decay by 5' to 3' exoribonuclease	3.4263466475780917
GP1b-IX-V activation signalling	1.6407595619388469
Vasopressin regulates renal water homeostasis via Aquaporins	1.2863941664793077
Passive transport by Aquaporins	1.06425200173606
Platelet sensitization by LDL	1.6259225424947135
Lysosome Vesicle Biogenesis	4.938847601599982
Golgi Associated Vesicle Biogenesis	5.449498719913666
Proton-coupled monocarboxylate transport	1.8611448335890022
Defective NEU1 causes sialidosis	1.2750023182422712
Intracellular metabolism of fatty acids regulates insulin secretion	7.556199093383823e-06
Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion	1.6597271110998029
Zinc transporters	0.6319177232401355
Zinc efflux and compartmentalization by the SLC30 family	0.12160501914791136
Recycling pathway of L1	4.772429615798468
Post NMDA receptor activation events	0.6904996356366441
Unblocking of NMDA receptors, glutamate binding and activation	0.4722783712022987
Binding of TCF/LEF:CTNNB1 to target gene promoters	1.7488985646294917
Depolymerisation of the Nuclear Lamina	1.6846966132001102
VEGFA-VEGFR2 Pathway	6.982407545679845
Defective B3GALT6 causes EDSP2 and SEMDJL1	0.6220377968585435
Zinc influx into cells by the SLC39 gene family	0.942888188281723
Na+/Cl- dependent neurotransmitter transporters	7.36131800344637e-06
CREB1 phosphorylation through the activation of Adenylate Cyclase	0.20666876980014884
CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde	0.07489944834105895
CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling	0.1519905063133191
Activation of NMDA receptors and postsynaptic events	0.31264706164413897
Ras activation upon Ca2+ influx through NMDA receptor	0.16299750088038492
Free fatty acid receptors	9.32575475063223e-06
RSK activation	1.1009306087584207
Rhesus glycoproteins mediate ammonium transport.	0.46093351876971167
Interaction between L1 and Ankyrins	0.014769085760933527
Signal transduction by L1	1.4649187972586217
Smooth Muscle Contraction	2.2972487598908646
Aquaporin-mediated transport	1.1479857932457913
TAK1 activates NFkB by phosphorylation and activation of IKKs complex	0.07489937126792649
Type I hemidesmosome assembly	3.514086409462069
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	1.9228361950589985
Synthesis of Dolichyl-phosphate	0.7333366332365447
Asparagine N-linked glycosylation	6.065622214756192
Synthesis of GDP-mannose	0.27924195095105625
Synthesis of UDP-N-acetyl-glucosamine	0.538533722007978
Synthesis of substrates in N-glycan biosythesis	2.183460450258695
Cell-extracellular matrix interactions	2.360394777233764
Regulation of cytoskeletal remodeling and cell spreading by IPP complex components	0.027875710336012518
Interleukin-1 family signaling	15.896412264944626
Cell junction organization	5.766564239124304
CHL1 interactions	0.5031689880898658
Neurofascin interactions	0.033893898077025794
Interleukin-12 family signaling	5.4147987012989045
Interleukin-17 signaling	0.686793198718225
Interleukin-1 processing	2.3209845431018885
Signaling by Interleukins	31.84803568373555
Other interleukin signaling	1.0707931422633565
MAPK targets/ Nuclear events mediated by MAP kinases	1.6055871141878604
MAP kinase activation	1.1776478548776321
activated TAK1 mediates p38 MAPK activation	0.09884079929875582
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	0.5024597861893674
Activation of the AP-1 family of transcription factors	0.11464236997575766
Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA	4.326332367294871
AUF1 (hnRNP D0) binds and destabilizes mRNA	14.973201395425898
Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA	5.057380286402085
HuR (ELAVL1) binds and stabilizes mRNA	0.0644102605942662
Regulation of mRNA stability by proteins that bind AU-rich elements	17.793849736631795
KSRP (KHSRP) binds and destabilizes mRNA	2.740283559222431
Activation of kainate receptors upon glutamate binding	0.1559589991624497
Interleukin-2 family signaling	1.0461623692586384
Transcriptional regulation of pluripotent stem cells	0.20964281617148772
Mitotic G2-G2/M phases	21.001403667527605
Regulation of mitotic cell cycle	16.80088957049272
Mitotic G1 phase and G1/S transition	21.78952100679933
SUMOylation of chromatin organization proteins	0.04954486011778767
Thrombin signalling through proteinase activated receptors (PARs)	2.3043058186126513
SUMOylation of RNA binding proteins	0.0004459775398193232
Asymmetric localization of PCP proteins	12.790955860795666
SUMOylation of DNA replication proteins	1.3522070655419036
Degradation of AXIN	14.42193568936975
Degradation of DVL	14.240417655693168
Disassembly of the destruction complex and recruitment of AXIN to the membrane	0.7263020844179722
Regulation of FZD by ubiquitination	0.4987882430173209
Repression of WNT target genes	3.6838877514308668
SUMOylation of DNA methylation proteins	0.3971322565107901
Defective DPM1 causes DPM1-CDG (CDG-1e)	0.48826115695369066
Defective DPM3 causes DPM3-CDG (CDG-1o)	0.5000532175116259
Defective DPM2 causes DPM2-CDG (CDG-1u)	0.48832186066914485
SUMOylation of immune response proteins	0.8647997786086552
Signaling by WNT in cancer	1.7661881556382457
Synthesis of dolichyl-phosphate-glucose	0.22098024931588675
Chromatin organization	3.0223402783275595
AXIN mutants destabilize the destruction complex, activating WNT signaling	1.7971927622831392
phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex	2.211338190192894
truncated APC mutants destabilize the destruction complex	1.8651949975415123
AMER1 mutants destabilize the destruction complex	1.795627258972
Interconversion of nucleotide di- and triphosphates	4.627214150435483
Presynaptic function of Kainate receptors	0.8049671959498591
GPCR ligand binding	0.6573795784688143
Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC)	0.19474281764161344
Defective POMGNT1 causes MDDGA3, MDDGB3 and MDDGC3	7.995725742587377e-06
Defective LFNG causes SCDO3	0.20835864039928986
Defective C1GALT1C1 causes Tn polyagglutination syndrome (TNPS)	0.23743331385278033
Defective POMT1 causes MDDGA1, MDDGB1 and MDDGC1	7.012593469303868e-06
Defective B3GALTL causes Peters-plus syndrome (PpS)	0.09453033411151202
Defective GALNT12 causes colorectal cancer 1 (CRCS1)	0.18590984827730112
WNT5A-dependent internalization of FZD4	2.911508147790963
Interleukin-3, Interleukin-5 and GM-CSF signaling	1.3215625384972136
WNT5A-dependent internalization of FZD2, FZD5 and ROR2	2.515879373082596
O-linked glycosylation	0.12279944747496652
O-glycosylation of TSR domain-containing proteins	0.11079550859282712
Mitophagy	4.017581402002733
Pink/Parkin Mediated Mitophagy	4.187462253032894
Uptake and function of anthrax toxins	0.02884236345377986
RIPK1-mediated regulated necrosis	1.7563940686032786
Regulated Necrosis	1.6525652284158219
CASP8 activity is inhibited	1.8054930541781709
VEGFR2 mediated vascular permeability	1.033725880047803
VEGFR2 mediated cell proliferation	2.2191097262327655
Miscellaneous transport and binding events	0.9978345105068804
Positive epigenetic regulation of rRNA expression	0.23464431064835756
B-WICH complex positively regulates rRNA expression	0.23497245015169074
Negative epigenetic regulation of rRNA expression	1.7169757941288937
Toxicity of botulinum toxin type D (BoNT/D)	0.20171218448325054
Toxicity of botulinum toxin type B (BoNT/B)	0.5022364376047009
Toxicity of botulinum toxin type C (BoNT/C)	8.952616174760326e-06
